#{"t_start": 1730800625.5397158, "env_id": "BicycleMaze-v0"}
r,l,t
-5.590365,3,5.71483
-5.068935,7,6.134503
-4.623426,3,6.220596
-4.909966,13,6.759032
-4.770972,7,7.019666
-4.510952,4,7.179314
-4.906527,6,7.423032
-4.612863,3,7.557437
-6.823295,5,7.750041
-4.733067,4,7.897595
-5.745242,4,8.072134
-4.682246,3,8.201519
-5.134782,4,8.383334
-6.44395,6,8.654385
-5.707775,3,8.752213
-5.074225,9,9.138795
-4.911499,13,9.673204
-5.584374,3,9.78937
-5.172844,5,10.060792
-1.074926,20,10.957165
-5.623614,3,11.071322
-5.009326,5,11.330506
-5.824122,8,11.673025
-4.804591,9,12.133147
-6.722266,4,12.305293
-4.515547,3,12.424947
-5.452506,5,12.656893
-4.424517,4,12.837067
-4.915817,8,13.189054
-6.105028,11,13.62459
-7.062573,8,13.970615
-5.055061,4,14.141631
-4.077837,12,14.66829
-4.904212,7,15.0198
-5.879809,9,15.41737
-5.930192,8,15.776863
-5.701909,5,16.005202
-4.698346,3,16.119816
-6.569027,13,16.705876
10.503111,1,16.759583
-6.10328,4,16.914953
-5.663289,5,17.12618
-6.696697,5,17.37612
-5.199036,5,17.593336
-5.546667,4,17.790466
1.365791,26,18.917837
-1.217211,9,19.300561
-4.571885,5,19.510111
-4.873306,4,19.697531
-4.864846,4,19.893521
0.445909,15,20.535855
-8.70986,8,20.92234
-6.13439,7,21.228943
-5.073167,4,21.393271
-5.730975,3,21.554517
-4.70364,3,21.648534
-5.354741,3,21.795508
-6.22816,4,21.995645
-3.505882,6,22.282727
-5.696639,3,22.394226
-3.805285,7,22.740958
-5.946419,7,23.121855
-3.550942,6,23.380233
-4.52486,7,23.632206
10.500696,1,23.67891
-5.16059,4,23.846817
-3.897747,8,24.164277
-6.689465,5,24.389633
-2.06648,18,25.223424
-5.642012,3,25.375177
-5.480067,6,25.677818
-4.112133,5,25.87857
-4.865477,5,26.099809
-5.415123,6,26.385921
-7.185927,5,26.549843
-3.971882,8,26.886693
-4.014547,10,27.345431
-4.641765,3,27.501808
-4.658637,3,27.631391
-4.863324,4,27.792452
-4.06642,6,28.039734
-5.874125,5,28.24179
-3.697368,9,28.609298
-4.188533,5,28.868578
-4.737677,6,29.121143
-8.705469,9,29.484214
-4.767671,5,29.695329
-6.270175,14,30.278882
-5.723496,3,30.423442
-4.513514,6,30.671016
-4.499302,5,30.873245
-3.890933,4,31.062699
-4.29968,7,31.429085
-5.238948,9,31.808846
-4.039712,10,32.31322
-5.929765,5,32.522654
-5.360629,4,32.707319
-5.883545,9,33.035733
-6.084887,5,33.23236
-4.787728,4,33.369654
-4.340792,11,33.858373
-5.628616,3,33.952008
-3.314276,7,34.286885
-4.293738,5,34.480285
-4.436091,9,34.946696
-4.306229,6,35.180811
-4.115311,5,35.410743
-5.880386,11,35.888508
-5.536185,8,36.247504
-2.03935,10,36.662994
-5.441927,3,36.756096
-4.479862,7,37.058686
-4.712818,3,37.190248
-5.79432,4,37.334384
-5.872502,6,37.588478
-5.063064,4,37.776488
-4.655476,3,37.89968
-7.891669,7,38.183369
-3.118677,8,38.564174
-4.441199,8,38.859884
-4.193363,12,39.398655
-6.039696,5,39.559436
-1.854788,15,40.161655
-4.572493,3,40.282848
-4.224127,11,40.774905
-6.891166,6,41.045986
-4.225299,6,41.313161
-4.450884,9,41.746739
-3.107302,14,42.366052
-5.049218,6,42.577287
-5.813042,5,42.797423
-5.560555,3,42.942335
-4.424605,6,43.197325
-5.812723,6,43.465365
-6.13962,6,43.737755
-4.130789,7,44.081934
-3.853473,11,44.648576
-4.960106,5,44.927082
-4.703327,3,45.12737
-4.119416,4,45.288509
-3.407394,10,45.687694
-5.315733,4,45.875174
-5.544429,7,46.107523
-0.033866,16,46.702094
-5.694522,3,46.840063
-6.247021,6,47.15511
-5.627911,3,47.288644
-3.384862,12,47.836746
-5.473902,3,47.980193
-6.080998,5,48.184709
-3.150621,12,48.664717
-5.315382,3,48.775416
-3.626379,5,49.029119
-5.177786,6,49.315452
-4.838421,4,49.61521
-4.543963,5,49.81851
-5.40951,6,50.059152
-4.425067,4,50.225771
-2.974787,12,50.716008
-2.637186,9,51.074217
-4.772049,5,51.278017
-5.738873,8,51.604535
-5.514521,4,51.805495
-3.907165,8,52.147138
1.963582,15,52.956326
-5.690077,6,53.236695
-4.714513,3,53.351279
-4.860356,6,53.605429
-4.539422,8,53.947061
-5.721282,3,54.031797
-2.666875,15,54.590851
-5.143783,4,54.828724
-4.981918,8,55.193015
-5.338372,6,55.470828
-6.669379,6,55.725378
-3.498098,8,56.068265
-5.208728,5,56.25212
-4.71197,3,56.387148
-5.351675,4,56.521931
-5.091893,4,56.697392
-5.956877,4,56.861111
-5.109093,5,57.10534
-6.71412,3,57.264431
-5.42736,5,57.485981
-4.615143,4,57.688275
-6.11915,7,57.990305
-6.202691,4,58.142555
-4.737672,3,58.269464
-6.323581,12,58.843482
-6.149044,6,59.13877
-5.700197,8,59.526764
-5.046553,5,59.794048
-5.642112,3,59.974787
-2.901662,13,60.533087
-3.636034,11,61.045725
-4.606206,3,61.176773
-4.775986,7,61.512671
-5.948391,8,61.880498
-4.379388,4,62.071861
-6.242226,8,62.459718
-6.070981,4,62.666523
-5.69677,3,62.809611
-5.699303,3,62.9275
-4.285437,11,63.411954
-3.231587,6,63.703274
-4.292057,5,63.909765
-4.562346,4,64.120629
-7.825013,9,64.602052
-4.871038,4,64.784367
-4.776864,5,65.012281
-4.730152,3,65.121901
-5.08528,5,65.311891
-4.87678,5,65.489824
-6.775976,11,65.979717
-4.709423,3,66.109249
-3.73766,12,66.611846
-4.252451,4,66.784894
-6.934454,5,66.998113
-4.557753,4,67.163537
-1.026362,15,67.835175
-5.575203,3,67.998755
-5.694847,3,68.151495
-5.152121,6,68.410546
-5.199188,4,68.576845
-1.283706,14,69.319899
-6.362234,6,69.673203
-8.739396,9,70.008229
0.208624,16,70.663884
-2.851409,9,71.074014
-4.704809,3,71.200462
-5.386033,5,71.414961
-5.152675,11,71.88925
-4.613683,4,72.084517
-4.608156,6,72.377765
-5.49831,6,72.67449
-4.374836,12,73.189308
-1.675373,12,73.714949
-6.131891,5,73.938958
-4.095406,7,74.27068
-8.056082,8,74.585494
-5.148487,7,74.833745
-4.759925,4,75.065204
-4.34452,3,75.192077
-8.320939,5,75.450658
-5.967245,7,75.744971
-1.24624,14,76.408217
-5.129742,16,77.249122
-4.066857,4,77.47991
-8.127424,9,77.909473
-3.123871,6,78.192231
-6.127323,5,78.427509
-5.578026,6,78.658943
-4.131326,4,78.844208
-3.064051,10,79.242741
-3.084714,12,79.792675
-4.353068,6,80.079985
-4.248794,7,80.407074
-2.721852,7,80.708534
-7.254424,9,81.035831
-4.646432,3,81.154082
-3.684308,10,81.596968
-8.020621,10,82.040267
-4.675786,10,82.419326
-6.44352,10,82.862891
-3.67335,8,83.227728
-5.964271,5,83.473418
-3.704659,11,84.048374
-8.047818,5,84.285182
-4.388196,3,84.430009
-4.401824,8,84.762833
-5.53596,4,84.919156
-4.489449,5,85.117664
-6.023108,5,85.345992
-6.978163,4,85.485154
-6.458552,5,85.66099
-5.505423,7,86.07304
-4.411187,6,86.314604
-6.566158,10,86.672421
-5.814638,4,86.845986
-6.021336,5,87.05516
-4.418671,4,87.211376
-5.583828,6,87.432475
-6.67314,4,87.608961
-5.130782,8,87.946572
-7.336559,11,88.41379
-5.779,7,88.684087
-4.687857,5,88.916162
-4.296471,4,89.067819
-6.418624,4,89.246499
-6.068275,6,89.469996
-4.493736,3,89.59989
-4.604014,3,89.751396
-6.791454,6,90.022095
-4.0957,4,90.219521
-6.441179,4,90.398423
-4.710327,3,90.556448
-5.540412,7,90.853971
-5.971651,7,91.134912
-3.288878,14,91.71492
-5.802006,5,91.913896
-6.936522,4,92.092961
-5.972708,6,92.310548
-5.810466,4,92.525261
-6.224278,5,92.842983
-5.394906,5,93.036069
-4.852153,5,93.283803
-3.693185,5,93.475305
-5.444986,5,93.688068
-6.786564,9,94.15468
-4.982521,9,94.560681
-8.027665,4,94.759151
-3.734131,7,95.108875
-5.713996,3,95.254396
