#{"t_start": 1730800626.0318651, "env_id": "BicycleMaze-v0"}
r,l,t
3.678932,20,182.052645
-2.109577,9,182.382298
-4.328567,4,182.548793
-2.770001,8,182.876013
-5.84797,11,183.347742
-1.675467,13,183.856265
-4.315579,6,184.101023
-4.47157,4,184.296844
-3.820747,6,184.547381
-5.967786,9,184.883963
-6.914892,4,185.075051
-5.934773,5,185.235995
-3.845593,4,185.398971
-4.996187,8,185.699977
-1.989562,8,186.025497
-4.516679,6,186.282517
-5.101382,11,186.783291
-3.103655,6,187.031291
-6.04456,5,187.250288
-1.293706,16,187.858809
-4.565376,3,187.978745
-3.88261,7,188.275002
-1.096781,12,188.73854
-5.534871,7,189.040539
-3.803123,4,189.201371
-5.739352,4,189.567479
-6.441258,10,189.924507
-4.699675,5,190.0646
-5.844544,6,190.265206
-4.509321,3,190.36289
0.109388,11,193.07722
-5.560401,10,193.494915
-6.459883,4,193.632303
-5.551923,8,193.942425
-5.535674,8,194.2685
-6.210138,5,194.469907
-5.686433,6,194.716263
-3.679852,12,195.114684
-5.518439,6,195.379042
-4.455041,5,195.589132
-3.578867,5,195.794985
-4.751246,7,196.031863
-6.70772,3,196.184781
-1.646455,8,196.520585
-4.133445,11,196.954451
-5.722803,5,197.137232
-5.653032,3,197.250694
-4.727452,4,197.398595
-6.925439,5,197.56802
-1.85303,13,197.992067
-3.784816,4,198.116878
-3.797048,10,198.485178
-6.045405,15,199.080285
-4.483578,4,199.248061
-1.206247,16,199.830277
-5.167669,4,199.987538
-4.804647,5,200.183091
-4.285081,8,200.516768
-2.156352,11,200.91892
-5.690744,3,201.032572
-4.611275,7,201.307927
-2.596567,8,201.603716
-4.700148,9,201.967362
-5.210438,4,202.104411
-3.787243,8,202.351688
-4.847378,4,202.526443
-0.946754,25,203.4233
-3.76829,13,203.928253
-2.954369,15,204.459697
-4.970816,5,204.674801
-4.026293,7,204.919309
-8.135396,9,205.265046
-4.521072,10,205.6848
-7.224597,13,206.192436
-5.695652,3,206.273778
-4.936247,5,206.476635
-7.374915,9,206.82099
-3.959037,9,207.141723
-1.895865,14,207.727554
-4.015234,9,208.080674
-2.055068,13,208.55749
-4.718283,7,208.79814
-4.47566,6,209.049717
-6.089093,7,209.305757
-4.03924,5,209.538745
-3.245353,6,209.761724
-5.535717,7,210.008322
-7.046795,12,210.468781
-3.368966,24,211.425004
-4.752187,13,211.891211
-5.580417,5,212.0953
-4.251419,7,212.350991
0.996083,23,213.247721
-7.828629,5,213.443373
-3.980395,16,213.987094
-8.477316,7,214.25478
-7.774507,9,214.600587
-6.050593,4,214.749818
-3.526419,8,215.087179
-7.98471,11,215.603179
-3.988241,14,216.123459
-5.693793,3,216.244788
-1.996529,11,216.676033
-4.736973,3,216.816097
-7.991773,6,217.049867
-5.79954,5,217.287102
-6.565264,7,217.559066
-4.210771,16,218.267264
-4.18555,8,218.594364
-3.757773,6,218.834598
-4.37685,3,218.946137
-4.457183,6,219.184509
-4.469727,6,219.442439
-5.504759,8,219.721461
-6.209465,6,219.978091
-1.16434,16,220.637775
-5.258858,11,221.086415
-4.86868,19,221.75336
-4.628839,3,221.87762
-4.526069,9,222.152047
-8.759023,7,222.465569
-4.635996,7,222.800582
-5.206987,6,223.083294
-4.935322,5,223.264524
-4.523473,3,223.398227
-5.280162,4,223.561133
-4.243162,5,223.797581
-6.517955,8,224.086244
-4.220357,6,224.267744
-7.335742,13,224.79612
-6.340374,7,225.171876
-3.282223,10,225.530827
-8.271383,8,225.850525
-4.865876,9,226.21211
-3.187978,6,226.457921
-0.687512,14,227.04486
-7.084206,5,227.261221
-4.049821,9,227.626051
-4.73544,10,227.961501
