#{"t_start": 1736919827.828591, "env_id": "BicycleBalance-v0"}
r,l,t
-8.465255,12,11.630662
-10.662213,9,11.638659
-5.279965,18,11.653661
-7.241687,10,11.66266
-9.234232,5,11.666662
4.44291,27,11.688662
-4.911129,12,11.698672
-10.265067,15,11.711661
-3.04909,18,11.731661
-6.444703,11,11.743659
-11.517208,9,11.75166
-9.332416,16,11.765659
2.171035,19,11.780379
-6.374088,19,11.800579
-6.884522,19,11.817581
-6.462222,17,11.836579
-6.298906,18,11.851578
0.778788,25,11.872577
-8.550773,15,11.88458
-7.806302,11,11.893579
3.32498,27,11.914581
-8.683509,16,11.927577
-8.863897,6,11.933578
-2.278273,19,11.952579
-6.743771,16,11.968612
-7.554999,8,11.977609
-7.598523,13,11.989611
-8.282771,11,12.000611
-8.133573,7,12.007609
-9.841869,17,12.022614
-8.764537,7,12.02861
-7.232574,11,12.043091
-7.028589,16,12.058094
-8.806861,8,12.066984
-5.390894,18,12.087015
-3.788792,14,12.100015
-11.139812,9,12.108015
-7.071462,8,12.114016
-9.194058,14,12.127015
-7.58918,14,12.139083
-4.532129,16,12.155674
-10.296951,17,12.170498
-1.121012,17,12.187494
-4.036843,11,12.197726
-2.227104,18,12.212267
-10.340382,17,12.229617
-7.273287,17,12.24862
-12.761244,11,12.25662
-9.523176,14,12.26862
-8.490284,8,12.276631
-7.847141,10,12.28562
-3.989881,16,12.301617
1.295058,24,12.323618
-4.609462,14,12.339966
-8.131456,13,12.354953
-6.747216,9,12.36395
-8.293921,12,12.37795
4.843102,26,12.399955
-6.477997,11,12.408951
-6.428362,14,12.420953
-11.119446,14,12.432878
-8.482775,10,12.44266
-7.189834,10,12.453661
-9.296093,19,12.469296
-9.554702,6,12.476058
-10.727492,14,12.489052
-7.530391,12,12.49975
-5.076967,12,12.511262
-4.698854,16,12.525545
-1.921715,16,12.538763
-10.927602,13,12.549217
-3.960682,16,12.565216
-5.452239,14,12.579216
-5.387382,16,12.593213
-6.636135,12,12.604215
-8.476841,7,12.609217
-6.057572,15,12.622217
-5.871607,13,12.633219
-9.613178,13,12.643218
-11.617514,15,12.659234
-0.960764,28,12.684222
-3.047031,12,12.694216
-6.026739,9,12.702219
-6.679595,18,12.718214
-10.85991,7,12.724214
-6.962239,13,12.735219
-10.140817,17,12.751214
-6.810645,16,12.769214
-0.816854,22,12.790802
-4.126874,10,12.800869
-9.109898,14,12.813804
-5.820104,26,12.837801
-6.148601,22,12.856804
-6.965329,12,12.867803
-6.326117,12,12.878804
-2.555982,13,12.891805
-5.778881,17,12.905813
-3.841305,16,12.918803
-7.845519,12,12.930803
-5.046742,15,12.945803
-7.966939,10,12.955803
2.619274,29,12.984805
-7.017563,10,12.995802
-9.5803,7,13.002806
-7.146946,17,13.018239
-4.107071,17,13.031238
-1.713348,26,13.052623
-9.398918,10,13.061621
-7.22422,19,13.083266
-2.89237,19,13.104256
-10.55455,11,13.115546
-10.542439,14,13.12854
-6.71484,15,13.141798
-0.694668,20,13.162212
-4.061356,18,13.182581
-8.664236,14,13.196578
-4.56359,12,13.208577
-6.611958,10,13.220579
-8.31571,9,13.229579
-4.196986,14,13.241581
-4.62277,15,13.253579
-8.585253,14,13.265578
-7.785868,14,13.280655
-13.444213,23,13.299577
-9.951573,11,13.310578
-7.87495,9,13.319582
6.940217,27,13.345582
-8.191793,10,13.353578
-0.086274,21,13.369576
-6.968499,12,13.381576
-4.323219,24,13.401577
-3.883797,13,13.414579
-6.207333,14,13.426576
-4.975358,16,13.439523
-4.766037,23,13.458524
-6.974784,25,13.480523
-11.550736,11,14.424656
-6.572462,21,14.44742
-8.910006,17,14.46342
-6.822905,10,14.472425
-4.272324,20,14.49042
-6.752375,13,14.50142
2.516677,22,14.526423
-4.156523,21,14.547432
-10.047728,11,14.558892
-11.197163,11,14.568411
-10.81176,11,14.57741
-8.681725,16,14.590411
-4.722059,15,14.602411
-10.224096,9,14.612415
-8.700149,12,14.622416
-7.904543,10,14.631412
-6.088589,11,14.642411
-4.781913,17,14.657413
-8.371422,16,14.670424
-8.686364,14,14.682411
-9.232877,10,14.690413
-7.270558,13,14.701413
-5.628425,14,14.715414
-7.604752,16,14.728413
-3.109994,14,14.740413
-8.67956,15,14.753411
-7.879223,12,14.762412
-3.036488,14,14.774429
-8.379826,12,14.785013
-1.253901,20,14.803802
-5.586633,13,14.816809
-12.73917,18,14.832803
-3.871783,15,14.846804
-9.811547,16,14.861804
-8.245519,16,14.874807
-11.677314,13,14.884804
3.969507,24,14.905803
-6.695103,14,14.919802
-1.405262,20,14.939807
-5.673117,13,14.950804
-5.820422,13,14.961802
-6.680776,12,14.973808
-7.783949,17,14.988802
-7.784091,17,15.002803
-8.850156,10,15.010801
-3.187515,14,15.025808
-14.02058,18,15.040804
-1.537927,17,15.056801
-12.630059,17,15.071802
-3.07791,20,15.091502
-9.447983,9,15.099504
-3.679168,16,15.114827
-2.955473,27,15.141214
-11.839196,27,15.16759
-4.98488,12,15.177589
-4.243168,13,15.190331
-6.76529,11,15.201101
-6.452261,17,15.216103
-8.510798,14,15.231103
-8.54755,10,15.241103
-7.886959,12,15.253101
-7.758016,9,15.2621
-5.64238,20,15.280102
-10.421675,16,15.293105
-5.270722,13,15.304107
-5.738314,11,15.312107
-10.148854,16,15.327103
-7.666357,16,15.343102
-6.09745,17,15.359103
-4.069424,15,15.373105
-4.881876,11,15.383121
-9.499965,23,15.404102
-6.668804,12,15.416101
-6.502642,10,15.425973
-4.692746,21,15.450096
-9.069687,17,15.467393
-5.771944,27,15.494509
-9.706168,23,15.515389
-7.700165,10,15.524389
-7.186728,9,15.531389
-3.816429,19,15.548391
-7.7962,14,15.560394
-9.590989,17,15.575406
-8.766919,9,15.582408
-6.293052,15,15.595391
-8.653121,11,15.604391
1.812002,23,15.62339
-6.581188,12,15.633389
-10.904965,22,15.655395
-4.697724,13,15.667392
-1.865852,13,15.678389
-8.543587,10,15.687392
-6.10991,11,15.696389
-3.225451,20,15.711391
-10.310441,8,15.718409
-5.652596,10,15.726409
-0.530002,17,15.744389
-11.640256,12,15.756391
1.57112,24,15.779393
-3.895558,17,15.795953
-4.557776,11,15.805951
-5.691853,9,15.81295
-5.487996,13,15.822953
-8.877403,15,15.834953
-5.651043,16,15.851965
-6.924433,8,15.859952
-0.762481,24,15.883685
-5.599007,16,15.896694
-3.338013,17,15.91368
-3.462177,19,15.931678
-6.10381,13,15.941698
-6.784589,12,15.953682
-4.63344,17,15.968701
3.651889,23,15.990716
-8.027791,12,16.001718
-10.692565,19,16.02073
-12.070565,15,16.035378
-13.042527,26,16.065588
-7.018849,13,16.077895
-9.962518,17,16.093558
-5.89703,13,16.105999
-6.735065,9,16.114002
-6.167956,16,16.126404
-9.031045,19,16.144797
-7.912978,15,16.160167
-7.38048,14,16.173162
-7.767836,13,16.18717
-8.336951,18,16.204165
-8.509687,13,16.215168
-4.5205,21,16.233165
-6.139127,22,16.253162
2.631025,22,16.275165
-7.226982,17,16.290164
2.060122,26,17.224556
-7.45982,18,17.247783
1.198017,20,17.264783
-5.97162,11,17.272783
-9.28528,12,17.282788
-4.134436,22,17.304786
-5.943425,10,17.315782
-2.53091,20,17.333786
2.55171,27,17.355784
-2.108113,16,17.367784
-8.327946,15,17.378785
-10.297067,13,17.392786
-7.136287,20,17.408785
-11.553396,23,17.427786
-6.013025,15,17.44079
-12.206669,22,17.458803
-9.348934,12,17.467783
-6.637877,14,17.478783
-6.904149,13,17.491785
-8.251008,15,17.505786
-2.227111,17,17.523782
-6.617631,17,17.53979
-7.895407,10,17.548787
-10.797484,9,17.558785
-1.237796,26,17.584893
-6.048385,12,17.599761
-5.549636,14,17.61276
