roll_angle
0.0
-0.00024327838728619732
-0.0011082557671711162
-0.00235838135421562
-0.003789999613853339
-0.005272353638638105
-0.007000317765771872
-0.008894350363098638
-0.01087892040670914
-0.012800809126320313
-0.014926038143187197
-0.01714123799000349
-0.019213753546352224
-0.02141561899166334
-0.023628334418133022
-0.02575088778432425
-0.02762738402285192
-0.0295245877353216
-0.031305286022419575
-0.03277765713866512
-0.03413848534538881
-0.035279067404046585
-0.03612302266163082
-0.03664913542736154
-0.03694514291146824
-0.03695161185462796
-0.036644933424494944
-0.03611465437283859
-0.03533450462584079
-0.034300846833164846
-0.03317558110764447
-0.03184947764424027
-0.03034923326183597
-0.02873413520386727
-0.02723364001220017
-0.025612871801228083
-0.023929318291891568
-0.02225669182765686
-0.020811884194717665
-0.019322779167057456
-0.017842791509470532
-0.016598429256178923
-0.015352329243071616
-0.0141408600410678
-0.01301209036424378
-0.012099655033296967
-0.011193063860510067
-0.010321564922511994
-0.00961976624122445
-0.008934043496427223
-0.008279860347497694
-0.007681576932105599
-0.00720860941838687
-0.006740890574263475
-0.006291405188339894
-0.0058790899514410905
-0.005552492478355972
-0.005226932857110675
-0.0049107133548507015
-0.004654614642918888
-0.0044000613423184525
-0.00415120802513423
-0.003916917323591561
-0.0037260174590414354
-0.003531084518693867
-0.003336852518614435
-0.003174677456577927
-0.0030093385572539186
-0.0028437891554711787
-0.002685044260580926
-0.002550102186415851
-0.0024106473996264683
-0.0022709898224332896
-0.0021504729627698886
-0.002026714003648901
-0.0019030381275669404
-0.0017959357081980076
-0.0016858357537931853
-0.0015759247928028713
-0.0014692648639235805
-0.0013777258526263974
-0.001283993343723473
-0.0011899208261214023
-0.0011087638628056735
-0.0010267170838860714
-0.0009450440202143947
-0.0008667537447566468
-0.0008009919654132266
-0.000733497656235635
-0.0006666172784177091
-0.0006103103422064173
-0.0005534361920908428
-0.0004976575550154157
-0.00044519685763866096
-0.00040182107556614824
-0.0003579290220031724
-0.0003151802513970208
-0.00027549742911248625
-0.00024309932256999075
-0.00021065564451982956
-0.0001794400697173531
-0.0001539401129349037
-0.00012895750641265177
-0.00010528809478003586
-8.389518128943181e-05
-6.68847535713737e-05
-5.02776040415595e-05
-3.477498739883436e-05
-2.1108287752493933e-05
-1.0534789636321507e-05
-4.5322210210541265e-07
8.688672666282119e-06
1.5635932858784243e-05
2.1969208103518487e-05
2.7462564098174675e-05
3.1890482075974044e-05
3.494203727194075e-05
3.7528860991101843e-05
3.95024552412324e-05
4.075021206008019e-05
4.129074006459952e-05
4.142574562149563e-05
4.112512889327127e-05
4.046644359704067e-05
3.945293828322165e-05
3.813020564630345e-05
3.6539869888955604e-05
3.490717589467464e-05
