Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,左边PID数据，右边强化学习数据,Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,,,,,,,,,,,
425,-0.007156209,-1.49E-05,-1.13E-06,-0.00448341,-0.410020573,-0.000853707,-6.47E-05,-0.256880471,,,,,,,,,,,,,,,425,-0.004046579,0.000127409,5.99E-05,0.000105879,-0.231851875,0.007299998,0.003432404,0.006066424
426,-0.007138481,-1.45E-05,-1.13E-06,-0.00443753,-0.409004833,-0.000830789,-6.47E-05,-0.25425174,,,,,,,,,,,,,,,426,-0.002566755,-0.000583449,0.001379835,-0.001686504,-0.147064215,-0.033429165,0.079058719,-0.096629533
427,-0.007120873,-1.41E-05,-1.12E-06,-0.00439198,-0.407995969,-0.00080787,-6.42E-05,-0.251641918,,,,,,,,,,,,,,,427,0.000953192,-0.001882189,0.000940075,-0.004118969,0.054613861,-0.107841486,0.053862333,-0.235999566
428,-0.007103362,-1.38E-05,-1.12E-06,-0.004346762,-0.406992663,-0.000790682,-6.42E-05,-0.249051117,,,,,,,,,,,,,,,428,0.002925617,-0.002508986,3.76E-05,-0.00575655,0.167625516,-0.143754309,0.002154512,-0.329825993
429,-0.007085867,-1.34E-05,-1.12E-06,-0.004301874,-0.405990273,-0.000767763,-6.42E-05,-0.246479224,,,,,,,,,,,,,,,429,0.004272658,-0.001462765,-0.000205579,-0.005456947,0.244805263,-0.083810261,-0.011778815,-0.312660022
430,-0.007068375,-1.31E-05,-1.13E-06,-0.004257317,-0.404988056,-0.000750575,-6.47E-05,-0.243926296,,,,,,,,,,,,,,,430,0.005813396,-0.002497922,0.001141572,-0.002421774,0.33308303,-0.143120388,0.065407281,-0.138757406
431,-0.007051198,-1.27E-05,-1.12E-06,-0.004213126,-0.404003886,-0.000727656,-6.42E-05,-0.241394338,,,,,,,,,,,,,,,431,0.003911559,-0.003957317,0.000471453,-0.00025246,0.22411582,-0.226737562,0.027012263,-0.014464873
432,-0.007033969,-1.24E-05,-1.12E-06,-0.004169271,-0.403016737,-0.000710468,-6.42E-05,-0.238881632,,,,,,,,,,,,,,,432,0.000182148,-0.004497182,-0.000804074,0.002018852,0.010436304,-0.257669548,-0.046070045,0.115671672
433,-0.007016584,-1.21E-05,-1.12E-06,-0.004125739,-0.40202065,-0.000693279,-6.42E-05,-0.236387432,,,,,,,,,,,,,,,433,-0.003788916,-0.003099077,-0.001470127,0.005074562,-0.217088923,-0.177564032,-0.084232085,0.290750958
434,-0.006999191,-1.18E-05,-1.12E-06,-0.004082534,-0.401024104,-0.00067609,-6.42E-05,-0.233911968,,,,,,,,,,,,,,,434,-0.006611653,0.00094343,-0.000535461,0.005268565,-0.378819832,0.054054557,-0.030679633,0.30186653
435,-0.006981918,-1.15E-05,-1.12E-06,-0.004039643,-0.400034434,-0.000658901,-6.42E-05,-0.231454495,,,,,,,,,,,,,,,435,-0.00717396,0.004072058,-0.001689016,0.003814626,-0.41103764,0.233311737,-0.096773481,0.218561985
436,-0.006964733,-1.12E-05,-1.12E-06,-0.00399708,-0.399049806,-0.000641713,-6.42E-05,-0.229015814,,,,,,,,,,,,,,,436,-0.004682564,0.006915441,-0.003324561,0.001942527,-0.268291164,0.396225583,-0.190483317,0.111298623
437,-0.006947571,-1.09E-05,-1.12E-06,-0.003954836,-0.398066496,-0.000624524,-6.42E-05,-0.226595411,,,,,,,,,,,,,,,437,-0.002863103,0.005682765,-0.004108929,0.000795421,-0.164043714,0.32559845,-0.235424269,0.045574255
438,-0.006930413,-1.07E-05,-1.12E-06,-0.003912916,-0.397083415,-0.000613065,-6.42E-05,-0.224193572,,,,,,,,,,,,,,,438,-0.000594219,0.001962313,-0.003008607,0.001339695,-0.034046215,0.112432253,-0.172380464,0.076758877
439,-0.006913556,-1.04E-05,-1.12E-06,-0.003871356,-0.39611758,-0.000595876,-6.42E-05,-0.22181236,,,,,,,,,,,,,,,439,0.002806108,-0.002599194,0.000712504,-7.22E-05,0.160778138,-0.148922846,0.040823497,-0.004139376
440,-0.006896653,-1.01E-05,-1.12E-06,-0.003830129,-0.39514911,-0.000578687,-6.42E-05,-0.219450227,,,,,,,,,,,,,,,440,0.003601271,-0.006500424,0.003500321,-0.001979999,0.206337642,-0.37244686,0.200553626,-0.113445603
441,-0.006879597,-9.90E-06,-1.12E-06,-0.003789223,-0.394171873,-0.000567228,-6.42E-05,-0.217106486,,,,,,,,,,,,,,,441,0.002986192,-0.00850446,0.006052569,-0.003114194,0.171096174,-0.487269665,0.346786631,-0.17843018
442,-0.006867936,-9.66E-06,-1.12E-06,-0.003748638,-0.393503747,-0.000553477,-6.42E-05,-0.214781136,,,,,,,,,,,,,,,442,0.002078938,-0.007666718,0.004546867,-0.002455742,0.119114378,-0.439270584,0.260516274,-0.140703681
443,-0.006853821,-9.44E-06,-1.12E-06,-0.003708371,-0.392695017,-0.000540872,-6.42E-05,-0.212474007,,,,,,,,,,,,,,,443,0.001909504,-0.003384771,0.000663458,0.000755309,0.109406513,-0.193933093,0.038013356,0.043276017
444,-0.00683564,-9.21E-06,-1.12E-06,-0.003668428,-0.391653322,-0.000527694,-6.42E-05,-0.210185442,,,,,,,,,,,,,,,444,0.003372042,0.000701558,-0.003911184,0.002932134,0.193203764,0.040196312,-0.224094346,0.167998881
445,-0.006816923,-8.99E-06,-1.12E-06,-0.003628808,-0.390580917,-0.000515089,-6.42E-05,-0.207915383,,,,,,,,,,,,,,,445,0.002819436,0.005124004,-0.007664524,0.00487585,0.16154179,0.293583803,-0.439144905,0.279365617
446,-0.006800101,-8.78E-06,-1.12E-06,-0.003589503,-0.389617088,-0.000503057,-6.42E-05,-0.205663372,,,,,,,,,,,,,,,446,0.001498564,0.005910014,-0.00935402,0.007336649,0.085861414,0.338618859,-0.535945849,0.420359033
447,-0.006784362,-8.58E-06,-1.12E-06,-0.003550561,-0.388715309,-0.000491598,-6.42E-05,-0.20343216,,,,,,,,,,,,,,,447,0.000564245,0.0043027,-0.008039382,0.00670073,0.032328836,0.246526551,-0.460622632,0.383923571
448,-0.006768087,-8.37E-06,-1.12E-06,-0.003511946,-0.38778282,-0.000479566,-6.42E-05,-0.201219684,,,,,,,,,,,,,,,448,0.001013173,0.001600075,-0.003154665,0.004245684,0.058050564,0.091677544,-0.180749001,0.243259751
449,-0.00675102,-8.18E-06,-1.12E-06,-0.003473654,-0.386804953,-0.000468679,-6.42E-05,-0.199025714,,,,,,,,,,,,,,,449,-0.000813903,-0.000934956,0.001684639,0.001326002,-0.04663319,-0.053569033,0.09652268,0.075974326
450,-0.006734177,-7.99E-06,-1.12E-06,-0.003435675,-0.385839921,-0.000457793,-6.42E-05,-0.196849677,,,,,,,,,,,,,,,450,-0.003302567,-0.002214115,0.006844002,-0.000814237,-0.189223177,-0.126859445,0.392132428,-0.046652367
451,-0.006717682,-7.81E-06,-1.12E-06,-0.003398019,-0.384894827,-0.00044748,-6.42E-05,-0.194692147,,,,,,,,,,,,,,,451,-0.005047653,-0.001378089,0.008411375,-0.001151791,-0.289209211,-0.078958683,0.481936273,-0.065992763
452,-0.006701239,-7.63E-06,-1.12E-06,-0.003360679,-0.383952712,-0.000437167,-6.42E-05,-0.192552723,,,,,,,,,,,,,,,452,-0.00491919,-0.002219449,0.007364086,-0.003449895,-0.281848821,-0.127165061,0.421931023,-0.197664407
453,-0.006684668,-7.45E-06,-1.12E-06,-0.003323661,-0.383003264,-0.000426854,-6.42E-05,-0.190431748,,,,,,,,,,,,,,,453,-0.002109035,-0.003293995,0.004871795,-0.006016277,-0.120838816,-0.188732011,0.279133296,-0.344707268
454,-0.006668039,-7.28E-06,-1.12E-06,-0.003286952,-0.382050492,-0.000417113,-6.42E-05,-0.188328477,,,,,,,,,,,,,,,454,-0.000215015,-0.003425861,0.002162638,-0.007424127,-0.012319478,-0.196287376,0.123910057,-0.425371134
455,-0.006651503,-7.12E-06,-1.12E-06,-0.003250601,-0.381103049,-0.000407946,-6.42E-05,-0.186245718,,,,,,,,,,,,,,,455,0.001762053,-0.00172145,0.000335903,-0.006567138,0.100958221,-0.09863182,0.019245816,-0.376269319
456,-0.006635075,-6.96E-06,-1.12E-06,-0.003214569,-0.380161794,-0.000398779,-6.42E-05,-0.184181237,,,,,,,,,,,,,,,456,0.004545637,-0.002001563,0.000287816,-0.002724963,0.260445801,-0.114681112,0.016490658,-0.156128875
457,-0.00661869,-6.80E-06,-1.12E-06,-0.003178854,-0.379223003,-0.000389611,-6.42E-05,-0.182134918,,,,,,,,,,,,,,,457,0.004491059,-0.002745685,-0.001796918,0.000500606,0.257318721,-0.157316162,-0.102955809,0.0286826
458,-0.006602564,-6.65E-06,-1.12E-06,-0.003143446,-0.378299051,-0.000381017,-6.42E-05,-0.180106189,,,,,,,,,,,,,,,458,0.00288155,-0.002746716,-0.004374396,0.003860468,0.165100659,-0.157375234,-0.250634418,0.221188501
459,-0.006586367,-6.51E-06,-1.12E-06,-0.003108355,-0.377371031,-0.000372996,-6.42E-05,-0.178095623,,,,,,,,,,,,,,,459,0.000978962,-0.001084349,-0.006103351,0.007885527,0.056090394,-0.062128621,-0.349696276,0.4518074
460,-0.006570031,-6.36E-06,-1.12E-06,-0.003073574,-0.376435048,-0.000364401,-6.42E-05,-0.176102818,,,,,,,,,,,,,,,460,-6.93E-05,-0.001539287,-0.005907594,0.0088791,-0.003970216,-0.088194649,-0.338480187,0.508734979
461,-0.0065537,-6.23E-06,-1.12E-06,-0.003039102,-0.37549935,-0.000356953,-6.42E-05,-0.174127718,,,,,,,,,,,,,,,461,0.000690442,-0.002563442,-0.003031443,0.007795806,0.03955943,-0.146874408,-0.173688887,0.446666755
462,-0.006537489,-6.09E-06,-1.12E-06,-0.003004935,-0.374570528,-0.000348931,-6.42E-05,-0.172170093,,,,,,,,,,,,,,,462,-0.00038369,-0.002902123,-0.001207855,0.005789781,-0.021983826,-0.1662794,-0.069204999,0.331730032
463,-0.006521363,-5.96E-06,-1.12E-06,-0.002971113,-0.373646577,-0.000341483,-6.42E-05,-0.170232235,,,,,,,,,,,,,,,463,-0.001858452,-0.001582009,0.000640787,0.004022624,-0.106481445,-0.090642439,0.036714362,0.230479394
464,-0.006505255,-5.83E-06,-1.12E-06,-0.002937602,-0.372723656,-0.000334034,-6.42E-05,-0.168312196,,,,,,,,,,,,,,,464,-0.002513778,-0.002406082,0.00324845,0.003513541,-0.144028878,-0.137858344,0.186122503,0.201311043
465,-0.006489141,-5.71E-06,-1.12E-06,-0.002904393,-0.371800392,-0.000327159,-6.42E-05,-0.166409461,,,,,,,,,,,,,,,465,-0.001380154,-0.003727872,0.002838846,0.000552283,-0.079077005,-0.213591332,0.162653915,0.031643493
466,-0.006473321,-5.59E-06,-1.12E-06,-0.002871486,-0.370893973,-0.000320283,-6.42E-05,-0.164524029,,,,,,,,,,,,,,,466,-0.002186997,-0.004217678,0.000847118,-0.003245796,-0.125305685,-0.241655149,0.048536309,-0.185970418
467,-0.006457463,-5.47E-06,-1.12E-06,-0.002838881,-0.369985376,-0.000313408,-6.42E-05,-0.1626559,,,,,,,,,,,,,,,467,-0.003356055,-0.002863893,-0.00137668,-0.006414282,-0.19228776,-0.164088982,-0.07887797,-0.367511292
468,-0.00644146,-5.36E-06,-1.12E-06,-0.002806579,-0.369068472,-0.000307105,-6.42E-05,-0.160805132,,,,,,,,,,,,,,,468,-0.003615425,0.001042543,-0.002640576,-0.007736627,-0.2071486,0.059733314,-0.151293869,-0.443276055
469,-0.006425444,-5.25E-06,-1.12E-06,-0.00277457,-0.368150823,-0.000300803,-6.42E-05,-0.158971151,,,,,,,,,,,,,,,469,-0.002001631,0.003934003,-0.001986701,-0.006298688,-0.114684992,0.225401768,-0.113829559,-0.360888224
470,-0.006409538,-5.14E-06,-1.12E-06,-0.002742859,-0.367239476,-0.0002945,-6.42E-05,-0.157154244,,,,,,,,,,,,,,,470,-0.00227582,0.006484033,-0.003213448,-0.001529203,-0.130394854,0.371507725,-0.18411703,-0.08761688
471,-0.006393726,-5.04E-06,-1.12E-06,-0.002711474,-0.366333515,-0.000288771,-6.42E-05,-0.155356016,,,,,,,,,,,,,,,471,-0.002882617,0.004865217,-0.004701622,0.002947373,-0.165161805,0.278756401,-0.26938309,0.168872058
472,-0.006377927,-4.93E-06,-1.12E-06,-0.00268039,-0.365428299,-0.000282468,-6.42E-05,-0.153575034,,,,,,,,,,,,,,,472,-0.002613263,0.000768871,-0.00513903,0.007522095,-0.149728955,0.044053063,-0.294444758,0.430984308
473,-0.006362129,-4.83E-06,-1.12E-06,-0.002649591,-0.36452314,-0.000276739,-6.42E-05,-0.151810382,,,,,,,,,,,,,,,473,-0.000564771,-0.00409079,-0.003543948,0.008335143,-0.032358978,-0.234385002,-0.203053267,0.477568514
474,-0.006346613,-4.74E-06,-1.12E-06,-0.002619087,-0.363634139,-0.000271582,-6.42E-05,-0.150062631,,,,,,,,,,,,,,,474,-0.000406323,-0.008176238,0.000741689,0.006495472,-0.023280586,-0.46846393,0.042495624,0.372163125
475,-0.006331059,-4.65E-06,-1.13E-06,-0.002588869,-0.362742961,-0.000266425,-6.47E-05,-0.148331267,,,,,,,,,,,,,,,475,-0.00074518,-0.010222078,0.004129339,0.003303554,-0.042695646,-0.585681927,0.236593709,0.189279696
476,-0.006315357,-4.55E-06,-1.12E-06,-0.00255894,-0.361843302,-0.000260696,-6.42E-05,-0.146616462,,,,,,,,,,,,,,,476,-0.000463806,-0.009251434,0.00719799,7.25E-05,-0.026574118,-0.530068123,0.412414471,0.004152271
477,-0.00629965,-4.47E-06,-1.12E-06,-0.00252929,-0.360943357,-0.000256112,-6.42E-05,-0.144917642,,,,,,,,,,,,,,,477,0.00133428,-0.004665181,0.006123074,-0.002056112,0.076448635,-0.267295182,0.350826288,-0.117806525
478,-0.006284052,-4.38E-06,-1.12E-06,-0.002499927,-0.360049658,-0.000250956,-6.42E-05,-0.143235266,,,,,,,,,,,,,,,478,0.001045395,-0.000122277,0.002452211,-0.002175876,0.059896721,-0.007005956,0.140501361,-0.124668493
479,-0.006268538,-4.30E-06,-1.13E-06,-0.002470871,-0.359160771,-0.000246372,-6.47E-05,-0.14157048,,,,,,,,,,,,,,,479,3.88E-05,0.004883013,-0.002182372,-0.004201685,0.00222219,0.279776036,-0.1250407,-0.24073881
480,-0.00625304,-4.22E-06,-1.12E-06,-0.002442102,-0.358272801,-0.000241788,-6.42E-05,-0.139922138,,,,,,,,,,,,,,,480,-0.000501713,0.006319213,-0.006277738,-0.006485981,-0.028746019,0.362064235,-0.359687888,-0.371619342
481,-0.006237543,-4.14E-06,-1.12E-06,-0.002413604,-0.357384888,-0.000237205,-6.42E-05,-0.138289323,,,,,,,,,,,,,,,481,0.000410482,0.005313823,-0.00858985,-0.007650168,0.023518878,0.304459631,-0.492162177,-0.43832233
482,-0.006222327,-4.06E-06,-1.12E-06,-0.002385387,-0.356513076,-0.000232621,-6.42E-05,-0.136672608,,,,,,,,,,,,,,,482,-0.000875378,0.003060911,-0.008156121,-0.006628635,-0.050155478,0.175377282,-0.4673113,-0.379792833
483,-0.006207064,-3.99E-06,-1.13E-06,-0.002357442,-0.35563857,-0.00022861,-6.47E-05,-0.135071477,,,,,,,,,,,,,,,483,-0.002770958,0.000763667,-0.004343657,-0.002737244,-0.158764225,0.043754896,-0.248873201,-0.156832511
484,-0.006191663,-3.92E-06,-1.12E-06,-0.00232977,-0.354756158,-0.000224599,-6.42E-05,-0.133485988,,,,,,,,,,,,,,,484,-0.00392466,-0.000512356,-0.000853334,0.000343777,-0.224866442,-0.029355836,-0.048892437,0.019696964
485,-0.006176256,-3.85E-06,-1.12E-06,-0.002302363,-0.353873402,-0.000220589,-6.42E-05,-0.131915683,,,,,,,,,,,,,,,485,-0.003264137,9.75E-05,0.003032903,0.003414659,-0.187021294,0.005586339,0.173772545,0.195645532
486,-0.006160956,-3.78E-06,-1.12E-06,-0.002275229,-0.352996777,-0.000216578,-6.42E-05,-0.130361019,,,,,,,,,,,,,,,486,-1.24E-05,-0.001185434,0.007738671,0.007023798,-0.000708657,-0.067920365,0.443393201,0.40243397
487,-0.006145734,-3.72E-06,-1.13E-06,-0.002248387,-0.35212462,-0.00021314,-6.47E-05,-0.128823086,,,,,,,,,,,,,,,487,0.00228315,-0.00291499,0.009495218,0.007459563,0.130814839,-0.167016624,0.544035905,0.427401478
488,-0.006130532,-3.65E-06,-1.12E-06,-0.002221813,-0.35125361,-0.00020913,-6.42E-05,-0.127300508,,,,,,,,,,,,,,,488,0.004440648,-0.003855803,0.009099419,0.005822208,0.254430404,-0.220921239,0.521358329,0.333587924
489,-0.006115334,-3.59E-06,-1.12E-06,-0.002195498,-0.350382829,-0.000205692,-6.42E-05,-0.125792769,,,,,,,,,,,,,,,489,0.007183538,-0.003029576,0.007596069,0.003344263,0.411586437,-0.173581919,0.435222669,0.191612144
490,-0.006100404,-3.53E-06,-1.12E-06,-0.002169447,-0.349527403,-0.000202254,-6.42E-05,-0.124300157,,,,,,,,,,,,,,,490,0.00690373,0.000271817,0.006091828,0.001222677,0.395554572,0.015573967,0.349036032,0.070054251
491,-0.006085431,-3.48E-06,-1.13E-06,-0.002143656,-0.348669513,-0.000199389,-6.47E-05,-0.122822442,,,,,,,,,,,,,,,491,0.004820262,0.002416227,0.00092458,0.000482082,0.276180696,0.138439609,0.052974528,0.027621271
492,-0.006070323,-3.42E-06,-1.12E-06,-0.00211812,-0.347803888,-0.000195952,-6.42E-05,-0.121359337,,,,,,,,,,,,,,,492,0.002239006,0.004235753,-0.005914585,-0.002663983,0.128285604,0.24269077,-0.33888073,-0.152634997
493,-0.006055214,-3.37E-06,-1.13E-06,-0.002092837,-0.346938206,-0.000193087,-6.47E-05,-0.119910727,,,,,,,,,,,,,,,493,0.000375191,0.006466062,-0.007958076,-0.006461099,0.021496854,0.370478063,-0.455964151,-0.370193712
494,-0.0060402,-3.32E-06,-1.13E-06,-0.002067811,-0.346077967,-0.000190222,-6.47E-05,-0.118476843,,,,,,,,,,,,,,,494,0.000241948,0.005461391,-0.009584183,-0.009372942,0.013862623,0.312914655,-0.549133219,-0.53703004
495,-0.006025269,-3.27E-06,-1.13E-06,-0.00204306,-0.345222484,-0.000187357,-6.47E-05,-0.117058715,,,,,,,,,,,,,,,495,-0.001850558,0.002611447,-0.009522842,-0.01013188,-0.106029141,0.149624892,-0.545618668,-0.580513981
496,-0.006010358,-3.22E-06,-1.13E-06,-0.00201856,-0.344368147,-0.000184492,-6.47E-05,-0.115654969,,,,,,,,,,,,,,,496,-0.004303459,-0.000660392,-0.006868152,-0.00781013,-0.24657005,-0.037837674,-0.393516095,-0.447487496
497,-0.005995451,-3.17E-06,-1.13E-06,-0.001994308,-0.343514039,-0.000181628,-6.47E-05,-0.114265431,,,,,,,,,,,,,,,497,-0.005748387,-0.003069271,-0.001170398,-0.001923017,-0.32935829,-0.175856274,-0.067058868,-0.110180786
498,-0.005980801,-3.12E-06,-1.13E-06,-0.001970303,-0.342674655,-0.000178763,-6.47E-05,-0.112890046,,,,,,,,,,,,,,,498,-0.005111213,-0.003572751,0.003846869,0.003907321,-0.292850926,-0.204703554,0.220409332,0.223873015
499,-0.005966114,-3.08E-06,-1.13E-06,-0.001946544,-0.341833152,-0.000176471,-6.47E-05,-0.111528756,,,,,,,,,,,,,,,499,-0.001653055,-0.001389982,0.008488441,0.009821985,-0.094713058,-0.079640102,0.486351835,0.562758302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
