Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,,,,,,,,,,,
,,,,,,,,,,,,413,-0.001121806,0.002179137,0.001603773,0.006156819,-0.064274752,0.124855353,0.09188943,0.35275972
,,,,,,,,,,,,414,-0.001488887,0.000660262,-0.00048308,0.003518995,-0.085306922,0.037830226,-0.02767844,0.201623578
,,,,,,,,,,,,415,0.000462235,-0.00098288,-0.003293678,0.001212586,0.026484134,-0.056314876,-0.188713836,0.06947607
,,,,,,,,,,,,416,0.001146685,-0.001618696,-0.005384434,0.000274182,0.065700204,-0.092744449,-0.30850532,0.015709457
,,,,,,,,,,,,417,0.001659754,-0.00033785,-0.005583819,0.001536284,0.095096917,-0.019357379,-0.31992924,0.088022571
,,,,,,,,,,,,418,0.002921806,-0.000806702,-0.003048457,0.001262178,0.16740715,-0.04622062,-0.174663743,0.072317497
,,,,,,,,,,,,419,0.001278167,-0.00162663,-0.001405517,0.000629238,0.073233571,-0.093199034,-0.080530214,0.036052659
,,,,,,,,,,,,420,-0.001630621,-0.001648952,0.000449284,0.000668634,-0.093427674,-0.09447799,0.025742072,0.038309919
,,,,,,,,,,,,421,-0.004305325,3.06E-05,0.003265544,0.002251863,-0.246676953,0.001753251,0.187101872,0.129022256
,,,,,,,,,,,,422,-0.005479535,-0.000246042,0.003364628,0.001745024,-0.313954212,-0.014097168,0.192779,0.099982489
,,,,,,,,,,,,423,-0.004189039,-0.00106487,0.002062128,0.000462876,-0.240014252,-0.061012557,0.118151219,0.02652084
,,,,,,,,,,,,424,-0.004223055,-0.001254004,0.000592694,-0.000415936,-0.241963251,-0.071849137,0.033958866,-0.023831365
,,,,,,,,,,,,425,-0.004046579,0.000127409,5.99E-05,0.000105879,-0.231851875,0.007299998,0.003432404,0.006066424
,,,,,,,,,,,,426,-0.002566755,-0.000583449,0.001379835,-0.001686504,-0.147064215,-0.033429165,0.079058719,-0.096629533
,,,,,,,,,,,,427,0.000953192,-0.001882189,0.000940075,-0.004118969,0.054613861,-0.107841486,0.053862333,-0.235999566
,,,,,,,,,,,,428,0.002925617,-0.002508986,3.76E-05,-0.00575655,0.167625516,-0.143754309,0.002154512,-0.329825993
,,,,,,,,,,,,429,0.004272658,-0.001462765,-0.000205579,-0.005456947,0.244805263,-0.083810261,-0.011778815,-0.312660022
,,,,,,,,,,,,430,0.005813396,-0.002497922,0.001141572,-0.002421774,0.33308303,-0.143120388,0.065407281,-0.138757406
,,,,,,,,,,,,431,0.003911559,-0.003957317,0.000471453,-0.00025246,0.22411582,-0.226737562,0.027012263,-0.014464873
,,,,,,,,,,,,432,0.000182148,-0.004497182,-0.000804074,0.002018852,0.010436304,-0.257669548,-0.046070045,0.115671672
,,,,,,,,,,,,433,-0.003788916,-0.003099077,-0.001470127,0.005074562,-0.217088923,-0.177564032,-0.084232085,0.290750958
,,,,,,,,,,,,434,-0.006611653,0.00094343,-0.000535461,0.005268565,-0.378819832,0.054054557,-0.030679633,0.30186653
,,,,,,,,,,,,435,-0.00717396,0.004072058,-0.001689016,0.003814626,-0.41103764,0.233311737,-0.096773481,0.218561985
,,,,,,,,,,,,436,-0.004682564,0.006915441,-0.003324561,0.001942527,-0.268291164,0.396225583,-0.190483317,0.111298623
,,,,,,,,,,,,437,-0.002863103,0.005682765,-0.004108929,0.000795421,-0.164043714,0.32559845,-0.235424269,0.045574255
,,,,,,,,,,,,438,-0.000594219,0.001962313,-0.003008607,0.001339695,-0.034046215,0.112432253,-0.172380464,0.076758877
,,,,,,,,,,,,439,0.002806108,-0.002599194,0.000712504,-7.22E-05,0.160778138,-0.148922846,0.040823497,-0.004139376
,,,,,,,,,,,,440,0.003601271,-0.006500424,0.003500321,-0.001979999,0.206337642,-0.37244686,0.200553626,-0.113445603
,,,,,,,,,,,,441,0.002986192,-0.00850446,0.006052569,-0.003114194,0.171096174,-0.487269665,0.346786631,-0.17843018
,,,,,,,,,,,,442,0.002078938,-0.007666718,0.004546867,-0.002455742,0.119114378,-0.439270584,0.260516274,-0.140703681
,,,,,,,,,,,,443,0.001909504,-0.003384771,0.000663458,0.000755309,0.109406513,-0.193933093,0.038013356,0.043276017
,,,,,,,,,,,,444,0.003372042,0.000701558,-0.003911184,0.002932134,0.193203764,0.040196312,-0.224094346,0.167998881
,,,,,,,,,,,,445,0.002819436,0.005124004,-0.007664524,0.00487585,0.16154179,0.293583803,-0.439144905,0.279365617
,,,,,,,,,,,,446,0.001498564,0.005910014,-0.00935402,0.007336649,0.085861414,0.338618859,-0.535945849,0.420359033
,,,,,,,,,,,,447,0.000564245,0.0043027,-0.008039382,0.00670073,0.032328836,0.246526551,-0.460622632,0.383923571
,,,,,,,,,,,,448,0.001013173,0.001600075,-0.003154665,0.004245684,0.058050564,0.091677544,-0.180749001,0.243259751
,,,,,,,,,,,,449,-0.000813903,-0.000934956,0.001684639,0.001326002,-0.04663319,-0.053569033,0.09652268,0.075974326
,,,,,,,,,,,,450,-0.003302567,-0.002214115,0.006844002,-0.000814237,-0.189223177,-0.126859445,0.392132428,-0.046652367
,,,,,,,,,,,,451,-0.005047653,-0.001378089,0.008411375,-0.001151791,-0.289209211,-0.078958683,0.481936273,-0.065992763
,,,,,,,,,,,,452,-0.00491919,-0.002219449,0.007364086,-0.003449895,-0.281848821,-0.127165061,0.421931023,-0.197664407
,,,,,,,,,,,,453,-0.002109035,-0.003293995,0.004871795,-0.006016277,-0.120838816,-0.188732011,0.279133296,-0.344707268
,,,,,,,,,,,,454,-0.000215015,-0.003425861,0.002162638,-0.007424127,-0.012319478,-0.196287376,0.123910057,-0.425371134
,,,,,,,,,,,,455,0.001762053,-0.00172145,0.000335903,-0.006567138,0.100958221,-0.09863182,0.019245816,-0.376269319
,,,,,,,,,,,,456,0.004545637,-0.002001563,0.000287816,-0.002724963,0.260445801,-0.114681112,0.016490658,-0.156128875
,,,,,,,,,,,,457,0.004491059,-0.002745685,-0.001796918,0.000500606,0.257318721,-0.157316162,-0.102955809,0.0286826
,,,,,,,,,,,,458,0.00288155,-0.002746716,-0.004374396,0.003860468,0.165100659,-0.157375234,-0.250634418,0.221188501
,,,,,,,,,,,,459,0.000978962,-0.001084349,-0.006103351,0.007885527,0.056090394,-0.062128621,-0.349696276,0.4518074
,,,,,,,,,,,,460,-6.93E-05,-0.001539287,-0.005907594,0.0088791,-0.003970216,-0.088194649,-0.338480187,0.508734979
,,,,,,,,,,,,461,0.000690442,-0.002563442,-0.003031443,0.007795806,0.03955943,-0.146874408,-0.173688887,0.446666755
,,,,,,,,,,,,462,-0.00038369,-0.002902123,-0.001207855,0.005789781,-0.021983826,-0.1662794,-0.069204999,0.331730032
,,,,,,,,,,,,463,-0.001858452,-0.001582009,0.000640787,0.004022624,-0.106481445,-0.090642439,0.036714362,0.230479394
,,,,,,,,,,,,464,-0.002513778,-0.002406082,0.00324845,0.003513541,-0.144028878,-0.137858344,0.186122503,0.201311043
,,,,,,,,,,,,465,-0.001380154,-0.003727872,0.002838846,0.000552283,-0.079077005,-0.213591332,0.162653915,0.031643493
,,,,,,,,,,,,466,-0.002186997,-0.004217678,0.000847118,-0.003245796,-0.125305685,-0.241655149,0.048536309,-0.185970418
,,,,,,,,,,,,467,-0.003356055,-0.002863893,-0.00137668,-0.006414282,-0.19228776,-0.164088982,-0.07887797,-0.367511292
,,,,,,,,,,,,468,-0.003615425,0.001042543,-0.002640576,-0.007736627,-0.2071486,0.059733314,-0.151293869,-0.443276055
,,,,,,,,,,,,469,-0.002001631,0.003934003,-0.001986701,-0.006298688,-0.114684992,0.225401768,-0.113829559,-0.360888224
,,,,,,,,,,,,470,-0.00227582,0.006484033,-0.003213448,-0.001529203,-0.130394854,0.371507725,-0.18411703,-0.08761688
,,,,,,,,,,,,471,-0.002882617,0.004865217,-0.004701622,0.002947373,-0.165161805,0.278756401,-0.26938309,0.168872058
,,,,,,,,,,,,472,-0.002613263,0.000768871,-0.00513903,0.007522095,-0.149728955,0.044053063,-0.294444758,0.430984308
,,,,,,,,,,,,473,-0.000564771,-0.00409079,-0.003543948,0.008335143,-0.032358978,-0.234385002,-0.203053267,0.477568514
,,,,,,,,,,,,474,-0.000406323,-0.008176238,0.000741689,0.006495472,-0.023280586,-0.46846393,0.042495624,0.372163125
,,,,,,,,,,,,475,-0.00074518,-0.010222078,0.004129339,0.003303554,-0.042695646,-0.585681927,0.236593709,0.189279696
,,,,,,,,,,,,476,-0.000463806,-0.009251434,0.00719799,7.25E-05,-0.026574118,-0.530068123,0.412414471,0.004152271
,,,,,,,,,,,,477,0.00133428,-0.004665181,0.006123074,-0.002056112,0.076448635,-0.267295182,0.350826288,-0.117806525
,,,,,,,,,,,,478,0.001045395,-0.000122277,0.002452211,-0.002175876,0.059896721,-0.007005956,0.140501361,-0.124668493
,,,,,,,,,,,,479,3.88E-05,0.004883013,-0.002182372,-0.004201685,0.00222219,0.279776036,-0.1250407,-0.24073881
,,,,,,,,,,,,480,-0.000501713,0.006319213,-0.006277738,-0.006485981,-0.028746019,0.362064235,-0.359687888,-0.371619342
,,,,,,,,,,,,481,0.000410482,0.005313823,-0.00858985,-0.007650168,0.023518878,0.304459631,-0.492162177,-0.43832233
,,,,,,,,,,,,482,-0.000875378,0.003060911,-0.008156121,-0.006628635,-0.050155478,0.175377282,-0.4673113,-0.379792833
,,,,,,,,,,,,483,-0.002770958,0.000763667,-0.004343657,-0.002737244,-0.158764225,0.043754896,-0.248873201,-0.156832511
,,,,,,,,,,,,484,-0.00392466,-0.000512356,-0.000853334,0.000343777,-0.224866442,-0.029355836,-0.048892437,0.019696964
,,,,,,,,,,,,485,-0.003264137,9.75E-05,0.003032903,0.003414659,-0.187021294,0.005586339,0.173772545,0.195645532
,,,,,,,,,,,,486,-1.24E-05,-0.001185434,0.007738671,0.007023798,-0.000708657,-0.067920365,0.443393201,0.40243397
,,,,,,,,,,,,487,0.00228315,-0.00291499,0.009495218,0.007459563,0.130814839,-0.167016624,0.544035905,0.427401478
,,,,,,,,,,,,488,0.004440648,-0.003855803,0.009099419,0.005822208,0.254430404,-0.220921239,0.521358329,0.333587924
,,,,,,,,,,,,489,0.007183538,-0.003029576,0.007596069,0.003344263,0.411586437,-0.173581919,0.435222669,0.191612144
,,,,,,,,,,,,490,0.00690373,0.000271817,0.006091828,0.001222677,0.395554572,0.015573967,0.349036032,0.070054251
,,,,,,,,,,,,491,0.004820262,0.002416227,0.00092458,0.000482082,0.276180696,0.138439609,0.052974528,0.027621271
,,,,,,,,,,,,492,0.002239006,0.004235753,-0.005914585,-0.002663983,0.128285604,0.24269077,-0.33888073,-0.152634997
,,,,,,,,,,,,493,0.000375191,0.006466062,-0.007958076,-0.006461099,0.021496854,0.370478063,-0.455964151,-0.370193712
,,,,,,,,,,,,494,0.000241948,0.005461391,-0.009584183,-0.009372942,0.013862623,0.312914655,-0.549133219,-0.53703004
,,,,,,,,,,,,495,-0.001850558,0.002611447,-0.009522842,-0.01013188,-0.106029141,0.149624892,-0.545618668,-0.580513981
,,,,,,,,,,,,496,-0.004303459,-0.000660392,-0.006868152,-0.00781013,-0.24657005,-0.037837674,-0.393516095,-0.447487496
,,,,,,,,,,,,497,-0.005748387,-0.003069271,-0.001170398,-0.001923017,-0.32935829,-0.175856274,-0.067058868,-0.110180786
,,,,,,,,,,,,498,-0.005111213,-0.003572751,0.003846869,0.003907321,-0.292850926,-0.204703554,0.220409332,0.223873015
,,,,,,,,,,,,499,-0.001653055,-0.001389982,0.008488441,0.009821985,-0.094713058,-0.079640102,0.486351835,0.562758302
