Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree,,,,,,,,,,,,
,,,,,,,,,,,,203,-0.001671975,-0.001510413,-0.004191643,0.003011518,-0.095797134,-0.08654029,-0.240163425,0.172547295
,,,,,,,,,,,,204,-0.002671521,0.003763068,-0.00369638,0.001086042,-0.153066888,0.215607914,-0.21178697,0.062225603
,,,,,,,,,,,,205,-0.001557388,0.005564478,-0.001938974,0.000771459,-0.089231752,0.318821105,-0.111095037,0.044201371
,,,,,,,,,,,,206,-0.00201995,0.00502728,0.00176516,-0.001634936,-0.115734594,0.288041926,0.101136198,-0.09367493
,,,,,,,,,,,,207,-0.0026169,0.00328867,0.003797747,-0.004509778,-0.149937346,0.188426911,0.217594896,-0.258391227
,,,,,,,,,,,,208,-0.002210835,0.001494064,0.00503144,-0.006442331,-0.126671488,0.085603562,0.288280251,-0.369118373
,,,,,,,,,,,,209,5.46E-05,0.000670607,0.006292272,-0.006304797,0.003129163,0.038422951,0.360520639,-0.361238241
,,,,,,,,,,,,210,0.000549097,0.001668623,0.003931988,-0.00331192,0.031460958,0.095605055,0.225286334,-0.18975906
,,,,,,,,,,,,211,0.00053505,0.000752395,-0.000368045,-0.001118812,0.03065612,0.043109058,-0.02108745,-0.064103203
,,,,,,,,,,,,212,0.001046631,-0.000753298,-0.004952472,0.001277295,0.059967511,-0.043160796,-0.283755742,0.073183639
,,,,,,,,,,,,213,0.002955206,-0.00167798,-0.008378279,0.004534809,0.169320804,-0.096141172,-0.480040009,0.25982539
,,,,,,,,,,,,214,0.002678982,-0.001058213,-0.00947924,0.004971048,0.153494364,-0.060631139,-0.543120465,0.284820071
,,,,,,,,,,,,215,0.001501995,-0.002724688,-0.007401148,0.003776437,0.086057991,-0.156113123,-0.424054571,0.216373884
,,,,,,,,,,,,216,0.000601461,-0.004976801,-0.006143913,0.002142922,0.034461194,-0.285149693,-0.352020275,0.122780364
,,,,,,,,,,,,217,0.000999088,-0.00638211,-0.004247306,0.001184222,0.057243521,-0.365667967,-0.243352692,0.067850916
,,,,,,,,,,,,218,-0.000952283,-0.005814914,-0.00087067,0.001851015,-0.054561796,-0.33317003,-0.049885714,0.106055368
,,,,,,,,,,,,219,-0.003591772,-0.002510036,-1.93E-05,0.000492161,-0.205793386,-0.143814469,-0.001106209,0.028198724
,,,,,,,,,,,,220,-0.005474229,-0.000101134,-0.000254679,-0.001456464,-0.31365023,-0.005794551,-0.014592016,-0.083449231
,,,,,,,,,,,,221,-0.005437278,0.002346074,-0.000425339,-0.002729105,-0.311533084,0.134420139,-0.024370151,-0.156366218
,,,,,,,,,,,,222,-0.002654533,0.00548289,0.000419672,-0.002295741,-0.152093529,0.314146457,0.024045407,-0.131536293
,,,,,,,,,,,,223,-0.0007238,0.005640614,0.003057975,0.000622417,-0.041470703,0.323183376,0.17520906,0.035661878
,,,,,,,,,,,,224,0.001378865,0.004030913,0.003852271,0.00243245,0.079003141,0.230954302,0.220718888,0.139369145
,,,,,,,,,,,,225,0.004363676,0.001902884,0.00382938,0.004010252,0.250020223,0.109027222,0.219407314,0.229770519
,,,,,,,,,,,,226,0.004586279,0.000424363,0.003973156,0.006139609,0.262774447,0.024314209,0.227645053,0.351773655
,,,,,,,,,,,,227,0.003283307,0.000579788,0.005213477,0.005215454,0.18811964,0.033219405,0.298710216,0.298823486
,,,,,,,,,,,,228,0.001670897,-0.001324842,0.003927278,0.002611478,0.095735335,-0.075907855,0.225016479,0.149626696
,,,,,,,,,,,,229,0.000866453,-0.003713664,0.001483541,-0.000283145,0.049644105,-0.212777274,0.085000611,-0.016223029
,,,,,,,,,,,,230,0.001814189,-0.005227171,-0.000796837,-0.002221687,0.103945374,-0.299494837,-0.04565541,-0.127293277
,,,,,,,,,,,,231,0.000889012,-0.004785838,-0.001770677,-0.002195337,0.050936627,-0.274208319,-0.101452319,-0.125783567
,,,,,,,,,,,,232,-0.000549169,-0.001630178,-0.000530816,-0.003994549,-0.03146506,-0.093402319,-0.030413523,-0.228870817
,,,,,,,,,,,,233,-0.001308429,0.000640344,-0.000714323,-0.005935763,-0.074967479,0.036689009,-0.040927708,-0.34009414
,,,,,,,,,,,,234,-0.000411341,0.002916478,-0.001022208,-0.006641431,-0.023568104,0.16710188,-0.058568183,-0.380525943
,,,,,,,,,,,,235,-0.001539569,0.005875636,-0.000406762,-0.005083555,-0.08821083,0.336649145,-0.023305723,-0.291266247
,,,,,,,,,,,,236,-0.003122071,0.005875125,0.001965299,-0.000611481,-0.178881468,0.336619867,0.112603361,-0.035035305
,,,,,,,,,,,,237,-0.003852043,0.004130795,0.002512318,0.003205772,-0.220705828,0.23667712,0.14394519,0.183677229
,,,,,,,,,,,,238,-0.002714639,0.001905609,0.002376238,0.006900754,-0.155537382,0.109183353,0.136148399,0.39538408
,,,,,,,,,,,,239,-0.003537858,0.000375784,0.002579472,0.006617905,-0.202704306,0.021530837,0.147792859,0.379178021
,,,,,,,,,,,,240,-0.004628953,0.000528463,0.00404397,0.003756034,-0.265219491,0.0302787,0.231702417,0.215204879
,,,,,,,,,,,,241,-0.004664007,-0.001323037,0.003189288,-0.000181888,-0.267227926,-0.075804436,0.182732759,-0.010421419
,,,,,,,,,,,,242,-0.002679906,-0.003615958,0.001352342,-0.003771075,-0.1535473,-0.207179132,0.077483481,-0.21606669
,,,,,,,,,,,,243,-0.002463863,-0.005006672,-0.000210552,-0.005815444,-0.14116897,-0.286861175,-0.012063761,-0.333200417
,,,,,,,,,,,,244,-0.002495524,-0.004432881,-0.000415992,-0.00539274,-0.142982966,-0.253985372,-0.023834562,-0.308981247
,,,,,,,,,,,,245,-0.00164488,-0.001146766,0.001611318,-0.001864157,-0.094244679,-0.065704852,0.092321713,-0.106808303
,,,,,,,,,,,,246,0.00091943,0.001265566,0.002273526,0.00110042,0.052679441,0.07251159,0.130263472,0.06304941
,,,,,,,,,,,,247,0.00158984,0.003639472,0.002626773,0.004192723,0.091091113,0.208526385,0.150502987,0.240225338
,,,,,,,,,,,,248,0.001577911,0.006645691,0.003611696,0.007970684,0.090407634,0.380770046,0.206934954,0.456686533
,,,,,,,,,,,,249,0.001913867,0.006646849,0.00160613,0.008711522,0.109656528,0.380836395,0.092024497,0.499133446
,,,,,,,,,,,,250,0.003501797,0.004827695,-0.001723378,0.00740081,0.200638189,0.276606548,-0.098742307,0.424035167
,,,,,,,,,,,,251,0.0027654,0.002455077,-0.004833736,0.005211266,0.158445737,0.14066555,-0.276952653,0.298583571
,,,,,,,,,,,,252,0.00105589,0.000719741,-0.006415513,0.003305604,0.060498034,0.041238122,-0.367581834,0.189397176
,,,,,,,,,,,,253,-0.000374282,0.000623995,-0.00546421,0.002693066,-0.021444759,0.03575228,-0.313076147,0.154301308
,,,,,,,,,,,,254,-0.000449514,-0.001529405,-0.001307739,-0.000355486,-0.025755256,-0.087628452,-0.074927907,-0.020367872
,,,,,,,,,,,,255,0.00169814,-0.004140942,0.002486,-0.004192653,0.097296258,-0.2372585,0.142437306,-0.240221299
,,,,,,,,,,,,256,0.002475665,-0.005827465,0.006444443,-0.007338352,0.141845147,-0.33388915,0.369239384,-0.4204566
,,,,,,,,,,,,257,0.002919939,-0.005489613,0.006755756,-0.008565947,0.167300165,-0.314531656,0.387076323,-0.49079263
,,,,,,,,,,,,258,0.003962364,-0.002361296,0.004681546,-0.006956213,0.227026754,-0.135292295,0.268232843,-0.398561667
,,,,,,,,,,,,259,0.001992692,-5.85E-05,0.001583749,-0.001958785,0.114172836,-0.003351803,0.090742141,-0.112230111
,,,,,,,,,,,,260,-0.001341365,0.002341024,-0.001223151,0.002800237,-0.076854571,0.134130795,-0.070081376,0.160441747
,,,,,,,,,,,,261,-0.004502403,0.005494513,-0.002621659,0.007670967,-0.257968675,0.314812405,-0.150210001,0.439514047
,,,,,,,,,,,,262,-0.006180838,0.005746361,-0.001739239,0.008765389,-0.354135941,0.329242233,-0.099651041,0.502219796
,,,,,,,,,,,,263,-0.005367179,0.00427925,-0.002330903,0.007130859,-0.307516717,0.245182964,-0.133550917,0.40856815
,,,,,,,,,,,,264,-0.001377801,0.002316935,-0.002992247,0.00403125,-0.07894221,0.132750597,-0.17144311,0.230973613
,,,,,,,,,,,,265,0.002217094,0.001008219,-0.002608961,0.000768132,0.127030156,0.057766694,-0.149482469,0.044010727
,,,,,,,,,,,,266,0.005985465,0.001328027,-0.000347687,-0.001514441,0.342941911,0.076090342,-0.019920986,-0.086771099
,,,,,,,,,,,,267,0.006101742,-0.00039082,0.000102309,-0.001901537,0.349604065,-0.022392337,0.005861893,-0.108950053
,,,,,,,,,,,,268,0.003892811,-0.002637774,2.93E-05,0.000305704,0.223041651,-0.151133318,0.001676108,0.017515549
,,,,,,,,,,,,269,0.000752545,-0.00409495,0.000477277,0.001337183,0.043117673,-0.234623352,0.027345968,0.07661492
,,,,,,,,,,,,270,-0.001995333,-0.003705196,0.002309018,0.002155637,-0.114324139,-0.212292093,0.132297003,0.123508921
,,,,,,,,,,,,271,-0.003235509,-0.000700431,0.001906982,0.003584576,-0.185381001,-0.04013174,0.109261994,0.205381086
,,,,,,,,,,,,272,-0.002106233,0.001330214,0.000611971,0.00187791,-0.120678286,0.076215648,0.035063339,0.107596307
,,,,,,,,,,,,273,-0.002354412,0.003275753,-0.000371682,-0.001355863,-0.134897862,0.187686822,-0.021295808,-0.077685238
,,,,,,,,,,,,274,-0.002610738,0.005862758,-1.85E-05,-0.004606142,-0.149584261,0.33591129,-0.001062081,-0.263912488
,,,,,,,,,,,,275,-0.001815894,0.00546645,-0.00205332,-0.00656952,-0.104043052,0.313204514,-0.117646587,-0.376405778
,,,,,,,,,,,,276,0.000818831,0.003375474,-0.004742447,-0.006220424,0.046915559,0.193400414,-0.271722215,-0.35640405
,,,,,,,,,,,,277,0.001653178,0.000905735,-0.006598404,-0.002855844,0.094720145,0.051894793,-0.378060675,-0.163627809
,,,,,,,,,,,,278,0.001837051,-0.000740687,-0.006434436,-0.000125396,0.105255279,-0.042438239,-0.368666044,-0.007184635
,,,,,,,,,,,,279,0.002351319,-0.000572875,-0.003428809,0.002795868,0.134720648,-0.03282332,-0.196456274,0.160191412
,,,,,,,,,,,,280,0.004068878,-0.002301753,-0.001210221,0.006480163,0.233129516,-0.131880732,-0.069340577,0.371285994
,,,,,,,,,,,,281,0.003387414,-0.004334887,0.001242629,0.007238195,0.19408452,-0.24837073,0.071197377,0.414718033
,,,,,,,,,,,,282,0.001622546,-0.005335628,0.004590209,0.006107298,0.092965015,-0.305708965,0.262999581,0.349922392
,,,,,,,,,,,,283,2.08E-05,-0.004273093,0.00517023,0.004244003,0.00119239,-0.244830194,0.296232347,0.243163452
,,,,,,,,,,,,284,-0.000332317,-0.000443294,0.004142888,0.002782237,-0.019040344,-0.025398875,0.237369981,0.15941043
,,,,,,,,,,,,285,0.001444633,0.002581191,0.002676606,0.002710184,0.08277136,0.14789135,0.153358217,0.15528212
,,,,,,,,,,,,286,0.001743165,0.005483466,0.001872892,0.000333694,0.099876004,0.314179459,0.107308802,0.019119263
,,,,,,,,,,,,287,0.001696541,0.004363638,0.002683098,-0.002789092,0.097204646,0.250018041,0.153730185,-0.159803175
,,,,,,,,,,,,288,0.002294496,0.000860565,0.001466887,-0.005255338,0.131464911,0.049306742,0.084046441,-0.301108699
,,,,,,,,,,,,289,-0.000174616,-0.003388737,-0.000397299,-0.005910738,-0.010004745,-0.194160328,-0.022763556,-0.338660324
,,,,,,,,,,,,290,-0.003898757,-0.006904874,-0.001670835,-0.003905179,-0.223382308,-0.395620138,-0.095731785,-0.223750274
,,,,,,,,,,,,291,-0.007244086,-0.008468264,-0.001327601,-0.003002058,-0.415055566,-0.485195787,-0.076065962,-0.172005263
,,,,,,,,,,,,292,-0.008838125,-0.007158982,-0.003141325,-0.001896358,-0.506387245,-0.410179454,-0.179984663,-0.1086533
,,,,,,,,,,,,293,-0.007634762,-0.002410118,-0.005380231,0.00029889,-0.43743962,-0.13808959,-0.308264529,0.017125143
,,,,,,,,,,,,294,-0.002992337,0.002152294,-0.006600531,0.004234854,-0.171448297,0.123317362,-0.378182565,0.24263927
,,,,,,,,,,,,295,0.001529154,0.006925252,-0.005688543,0.006273768,0.087614062,0.396787712,-0.325929477,0.35946042
,,,,,,,,,,,,296,0.006374504,0.008012912,-0.001908874,0.007201291,0.365232154,0.459106039,-0.109370427,0.412603583
,,,,,,,,,,,,297,0.00766352,0.006494417,0.001172476,0.007904296,0.439087366,0.372102684,0.067177947,0.452882804
,,,,,,,,,,,,298,0.006463744,0.003621292,0.004301757,0.004783743,0.370345265,0.207484748,0.246472499,0.274088264
,,,,,,,,,,,,299,0.003986782,0.000668176,0.0080571,-0.000404817,0.228425808,0.038283665,0.461637797,-0.023194315
,,,,,,,,,,,,300,0.001469531,-0.001246312,0.008764429,-0.005918465,0.084197919,-0.071408418,0.502164806,-0.339103045
,,,,,,,,,,,,301,4.67E-06,-0.001226307,0.007430507,-0.010264136,0.000267354,-0.070262215,0.425736679,-0.588091678
,,,,,,,,,,,,302,0.000478019,-0.003130874,0.005248781,-0.01223274,0.02738848,-0.179385866,0.30073299,-0.700884395
,,,,,,,,,,,,303,-0.000862191,-0.005372397,0.003400063,-0.010878198,-0.04939991,-0.307815674,0.194809283,-0.623274812
,,,,,,,,,,,,304,-0.002592793,-0.006609174,0.002908724,-0.005654892,-0.148556098,-0.378677776,0.166657623,-0.32400147
,,,,,,,,,,,,305,-0.003493619,-0.005794249,7.56E-05,-0.000265102,-0.200169601,-0.331986013,0.004332235,-0.01518922
,,,,,,,,,,,,306,-0.002597678,-0.002228584,-0.003488065,0.005659441,-0.148835979,-0.127688457,-0.199851386,0.324262088
,,,,,,,,,,,,307,0.000803585,0.000415617,-0.006333456,0.008044989,0.046042034,0.0238131,-0.36288032,0.460943911
,,,,,,,,,,,,308,0.00308372,0.002998608,-0.007267554,0.007768126,0.176684126,0.171807583,-0.41640019,0.445080844
,,,,,,,,,,,,309,0.00502286,0.006138531,-0.005410569,0.005870571,0.287788705,0.351711919,-0.310002757,0.336358958
,,,,,,,,,,,,310,0.007355349,0.006139357,-0.004639859,0.003500378,0.421430442,0.351759245,-0.26584434,0.200556906
,,,,,,,,,,,,311,0.006444379,0.00421957,-0.003516954,0.00172495,0.369235719,0.241763552,-0.201506605,0.098832331
,,,,,,,,,,,,312,0.003625726,0.00166488,-0.00110704,0.001438192,0.207738814,0.095390597,-0.063428746,0.082402324
,,,,,,,,,,,,313,0.000306286,-0.000317684,0.003197335,-0.001200162,0.017548902,-0.018201952,0.183193792,-0.068764195
,,,,,,,,,,,,314,-0.002230723,-0.000715958,0.005760796,-0.00459869,-0.127810999,-0.041021372,0.330069288,-0.263485511
,,,,,,,,,,,,315,-0.0029382,-0.003338086,0.007299151,-0.007338136,-0.168346434,-0.191258239,0.418210518,-0.420444237
,,,,,,,,,,,,316,-0.001020967,-0.006442836,0.00861426,-0.008241368,-0.05849709,-0.369147311,0.493560731,-0.472195614
,,,,,,,,,,,,317,-0.000151821,-0.008535144,0.006082416,-0.006431445,-0.008698686,-0.489027729,0.348496791,-0.368494638
,,,,,,,,,,,,318,0.000743954,-0.008415712,0.001341287,-0.001388763,0.042625425,-0.482184779,0.076850076,-0.079570273
,,,,,,,,,,,,319,0.002511386,-0.005266689,-0.003921882,0.003221235,0.143891815,-0.301759052,-0.224707279,0.18456318
,,,,,,,,,,,,320,0.001425029,-0.002868537,-0.00822937,0.007764816,0.081648122,-0.164355063,-0.471508165,0.444891206
,,,,,,,,,,,,321,-0.000960372,-0.000102092,-0.010389489,0.008323532,-0.055025241,-0.005849441,-0.595273844,0.476903251
,,,,,,,,,,,,322,-0.003227988,0.003653653,-0.009483663,0.006067813,-0.184950089,0.209338897,-0.543373863,0.34766006
,,,,,,,,,,,,323,-0.004172509,0.004645001,-0.004944839,0.002368565,-0.239067181,0.266138953,-0.283318414,0.135708761
,,,,,,,,,,,,324,-0.002864688,0.004007705,-0.00048415,-0.001399994,-0.16413452,0.229624582,-0.027739741,-0.080213774
,,,,,,,,,,,,325,-0.003061741,0.002855403,0.004431344,-0.004050984,-0.175424842,0.163602541,0.253897328,-0.23210429
,,,,,,,,,,,,326,-0.003278208,0.002247444,0.005704905,-0.00464712,-0.187827459,0.128769056,0.326866976,-0.26626035
,,,,,,,,,,,,327,-0.002396788,0.003113009,0.004530445,-0.002501183,-0.137325809,0.178362277,0.25957535,-0.143307237
,,,,,,,,,,,,328,0.000386492,0.001792277,0.002139398,-0.001416633,0.022144361,0.102689908,0.122578481,-0.081167109
,,,,,,,,,,,,329,0.001449439,-0.000322533,-0.00024833,-0.00029755,0.083046713,-0.01847978,-0.014228245,-0.017048336
,,,,,,,,,,,,330,0.001931745,-0.001961485,-0.001562149,0.001660113,0.110680823,-0.112384812,-0.089504549,0.095117475
,,,,,,,,,,,,331,0.002781994,-0.002063134,-0.000942998,0.000558571,0.159396524,-0.118208871,-0.054029815,0.032003763
,,,,,,,,,,,,332,0.004852998,0.000193966,-0.002219808,-0.001979865,0.278056316,0.011113433,-0.127185629,-0.113437888
,,,,,,,,,,,,333,0.004547632,0.001197597,-0.00389033,-0.004491307,0.260560138,0.068617254,-0.222899508,-0.25733293
,,,,,,,,,,,,334,0.003086924,0.00199424,-0.004694992,-0.005727603,0.176867722,0.114261535,-0.269003219,-0.328167496
,,,,,,,,,,,,335,0.001668905,0.003458294,-0.003654301,-0.004723583,0.095621235,0.198145651,-0.209376001,-0.270641391
,,,,,,,,,,,,336,0.00136829,0.001920161,-8.49E-05,-0.000823418,0.078397235,0.110017121,-0.004864081,-0.047178385
,,,,,,,,,,,,337,-0.001479433,-0.001016538,0.002378498,0.002350979,-0.084765265,-0.058243337,0.136277871,0.134701153
,,,,,,,,,,,,338,-0.005099118,-0.003861247,0.004525186,0.005445569,-0.292157964,-0.221233157,0.259274037,0.312008144
,,,,,,,,,,,,339,-0.007925959,-0.005338481,0.007046415,0.004525189,-0.454123982,-0.30587243,0.403729846,0.259274229
,,,,,,,,,,,,340,-0.008676887,-0.004460988,0.006283422,0.001182452,-0.497148997,-0.255595785,0.360013562,0.067749515
,,,,,,,,,,,,341,-0.006424211,-0.000544225,0.003563114,-0.00298037,-0.368080184,-0.031181796,0.204151402,-0.170762623
,,,,,,,,,,,,342,-0.005031157,0.00282147,0.000283329,-0.006503968,-0.288264036,0.161658323,0.016233571,-0.372649923
,,,,,,,,,,,,343,-0.003083336,0.006225466,-0.002273398,-0.008179505,-0.176662128,0.356692927,-0.130256109,-0.468651126
,,,,,,,,,,,,344,0.000236792,0.005853204,-0.003055446,-0.007087198,0.013567163,0.335363886,-0.175064168,-0.406066554
,,,,,,,,,,,,345,0.001061612,0.003122868,-0.001262952,-0.002646249,0.060825888,0.178927156,-0.072361829,-0.151618908
,,,,,,,,,,,,346,0.000759433,-0.000486123,-0.000583222,0.001496017,0.043512328,-0.027852796,-0.03341618,0.085715451
,,,,,,,,,,,,347,0.000465571,-0.003592382,0.000110888,0.005833835,0.026675273,-0.205828327,0.006353407,0.33425413
,,,,,,,,,,,,348,0.001150117,-0.00504562,0.001695976,0.006413279,0.065896849,-0.289092731,0.097172248,0.367453809
,,,,,,,,,,,,349,-0.00094495,-0.003970625,0.000383994,0.004486269,-0.054141665,-0.227500055,0.022001259,0.257044278
,,,,,,,,,,,,350,-0.004071137,-0.004217128,-0.002181605,0.00139441,-0.233258994,-0.241623636,-0.124996761,0.079893821
,,,,,,,,,,,,351,-0.006683259,-0.004298534,-0.004530448,-0.001554004,-0.382922536,-0.246287856,-0.259575557,-0.089037865
,,,,,,,,,,,,352,-0.00750394,-0.003121223,-0.005427176,-0.003235053,-0.429944108,-0.178832905,-0.310954261,-0.185354862
,,,,,,,,,,,,353,-0.005593655,6.31E-05,-0.003936629,-0.002766267,-0.320492814,0.003615364,-0.22555221,-0.15849544
,,,,,,,,,,,,354,-0.004831498,0.001590138,-0.00387978,-0.00405175,-0.276824418,0.091108196,-0.222294994,-0.232148149
,,,,,,,,,,,,355,-0.003718634,0.002519826,-0.003737251,-0.005500593,-0.213062047,0.144375395,-0.214128723,-0.315160789
,,,,,,,,,,,,356,-0.001290454,0.003724573,-0.002415374,-0.005827905,-0.073937587,0.213402313,-0.138390744,-0.333914339
,,,,,,,,,,,,357,0.00306884,0.001433654,0.000838555,-0.004082516,0.175831597,0.082142323,0.048045669,-0.233910912
,,,,,,,,,,,,358,0.005742532,-0.002569656,0.002409963,0.000347466,0.32902283,-0.147230444,0.138080722,0.019908357
,,,,,,,,,,,,359,0.007432335,-0.006618937,0.003316413,0.003836148,0.425841447,-0.379237155,0.190016462,0.219795065
,,,,,,,,,,,,360,0.008929627,-0.009280183,0.004436303,0.006952917,0.511629938,-0.531715319,0.25418146,0.398372796
,,,,,,,,,,,,361,0.006615096,-0.009404504,0.002066937,0.005795397,0.379017073,-0.538838388,0.118426757,0.33205181
,,,,,,,,,,,,362,0.002078046,-0.006204025,-0.002030766,0.001952244,0.119063241,-0.355464448,-0.11635433,0.111855327
,,,,,,,,,,,,363,-0.003021687,-0.00346002,-0.006191906,-0.002912016,-0.173129929,-0.198244543,-0.354770091,-0.166846227
,,,,,,,,,,,,364,-0.007218178,-0.000113713,-0.008981332,-0.0072713,-0.413571114,-0.006515275,-0.514592396,-0.416614797
,,,,,,,,,,,,365,-0.009330965,0.004357183,-0.009249748,-0.00986048,-0.534624891,0.249648196,-0.529971549,-0.564963884
,,,,,,,,,,,,366,-0.008461139,0.006210139,-0.00620138,-0.009682008,-0.484787567,0.355814755,-0.355312884,-0.554738179
,,,,,,,,,,,,367,-0.0040456,0.006353053,-0.003611933,-0.006068042,-0.231795795,0.364003124,-0.206948508,-0.347673199
,,,,,,,,,,,,368,0.000231434,0.005760651,-0.000397231,-0.002846125,0.013260205,0.33006099,-0.022759662,-0.163070947
,,,,,,,,,,,,369,0.00488602,0.005442771,0.003988111,0.000897817,0.279948352,0.311847807,0.228501914,0.051441146
,,,,,,,,,,,,370,0.005884805,0.001746631,0.005805503,0.005596361,0.337174467,0.100074585,0.332630848,0.320647842
,,,,,,,,,,,,371,0.004443677,-0.00351024,0.005984351,0.007460502,0.254603915,-0.201121937,0.342878046,0.4274553
,,,,,,,,,,,,372,0.001832196,-0.00863418,0.005496468,0.007342922,0.104977102,-0.494702074,0.314924436,0.420718463
,,,,,,,,,,,,373,-0.000702467,-0.012201542,0.005340002,0.006239688,-0.04024839,-0.69909686,0.3059596,0.357507787
,,,,,,,,,,,,374,-0.002076519,-0.013041142,0.001865792,0.005200534,-0.11897575,-0.747202397,0.106902025,0.29796866
,,,,,,,,,,,,375,-0.001428513,-0.010273252,-0.003140442,0.005190947,-0.081847787,-0.588613981,-0.17993408,0.297419341
,,,,,,,,,,,,376,-0.00259338,-0.003513447,-0.008007157,0.002470266,-0.148589706,-0.201305685,-0.458776276,0.141535832
,,,,,,,,,,,,377,-0.004066093,0.00356744,-0.011322407,-0.00140882,-0.232969994,0.204399256,-0.648726113,-0.080719455
,,,,,,,,,,,,378,-0.004604058,0.010882519,-0.011935986,-0.004984884,-0.263793096,0.623522409,-0.683881617,-0.285612814
,,,,,,,,,,,,379,-0.003256819,0.014381718,-0.009013202,-0.007023185,-0.186601967,0.824011744,-0.516418423,-0.402398855
,,,,,,,,,,,,380,0.000632955,0.014477186,-0.006655807,-0.006565255,0.036265635,0.829481657,-0.381349671,-0.376161406
,,,,,,,,,,,,381,0.003434931,0.012145542,-0.003477233,-0.002964491,0.196807059,0.695888296,-0.199230774,-0.169852828
,,,,,,,,,,,,382,0.005842719,0.008601039,0.001153009,0.000102582,0.334763142,0.492803234,0.066062529,0.00587751
,,,,,,,,,,,,383,0.00853388,0.004986517,0.003304264,0.003375741,0.488955285,0.285706379,0.189320396,0.19341573
,,,,,,,,,,,,384,0.007837957,0.002250879,0.00401572,0.007372351,0.449081854,0.128965867,0.230083834,0.422404625
,,,,,,,,,,,,385,0.005021201,0.001139975,0.004198131,0.008366708,0.287693628,0.065315756,0.240535184,0.479377053
,,,,,,,,,,,,386,0.001482823,-0.002408683,0.004745338,0.007316977,0.084959522,-0.13800737,0.271887825,0.419231873
,,,,,,,,,,,,387,-0.001474291,-0.006798459,0.001946693,0.005359543,-0.084470642,-0.389523008,0.111537271,0.307079198
,,,,,,,,,,,,388,-0.002775927,-0.010614579,-0.002476534,0.003635442,-0.159048906,-0.608170578,-0.141894962,0.208295476
,,,,,,,,,,,,389,-0.001597861,-0.012659133,-0.00689674,0.003146648,-0.091550704,-0.725314893,-0.395154082,0.180289656
,,,,,,,,,,,,390,-0.001679852,-0.011936013,-0.009920387,0.000169155,-0.096248424,-0.683883169,-0.568396311,0.009691855
,,,,,,,,,,,,391,-0.001748145,-0.007777103,-0.010419726,-0.00366653,-0.100161322,-0.445595179,-0.597006324,-0.210076717
,,,,,,,,,,,,392,-0.0008069,-0.004346121,-0.007590956,-0.006884153,-0.046231954,-0.249014391,-0.434929716,-0.394432927
,,,,,,,,,,,,393,0.001910032,-0.000545899,-0.005431663,-0.008256289,0.109436797,-0.031277709,-0.311211381,-0.47305053
,,,,,,,,,,,,394,0.002773398,0.004071569,-0.002635084,-0.006856208,0.158904012,0.23328372,-0.150979216,-0.392831789
,,,,,,,,,,,,395,0.002866148,0.005526729,0.001456869,-0.002113748,0.164218175,0.316658246,0.083472423,-0.121108866
,,,,,,,,,,,,396,0.003167065,0.004873472,0.002941344,0.002342964,0.181459436,0.279229377,0.168526573,0.134241957
,,,,,,,,,,,,397,0.004578811,0.003204708,0.002978777,0.006929706,0.262346558,0.183616243,0.170671374,0.397042891
,,,,,,,,,,,,398,0.003491487,0.001609672,0.002598177,0.007743611,0.200047461,0.092227412,0.148864587,0.44367625
,,,,,,,,,,,,399,0.001270875,0.001055654,0.002758344,0.005929167,0.072815786,0.060484519,0.158041452,0.339716231
,,,,,,,,,,,,400,-0.000779973,0.002344424,0.004318576,0.00279127,-0.044689138,0.134325601,0.247436204,0.159927977
,,,,,,,,,,,,401,-0.001534262,0.00170473,0.003596201,-0.000361005,-0.087906731,0.097673834,0.206047114,-0.020684058
,,,,,,,,,,,,402,-9.56E-05,0.00037662,0.001850522,-0.002389982,-0.00547819,0.021578736,0.106027114,-0.136935894
,,,,,,,,,,,,403,-8.55E-05,-0.000517246,0.000286178,-0.002393202,-0.004898023,-0.029636013,0.016396775,-0.137120395
,,,,,,,,,,,,404,-0.000254546,-2.82E-05,-4.55E-05,-0.004295868,-0.014584418,-0.001615741,-0.002608502,-0.24613508
,,,,,,,,,,,,405,0.000418395,-0.001957662,0.001712802,-0.006448446,0.023972239,-0.11216577,0.098136347,-0.369468734
,,,,,,,,,,,,406,0.002770241,-0.004622526,0.001915533,-0.007478802,0.158723114,-0.26485123,0.109751964,-0.428503802
,,,,,,,,,,,,407,0.003222048,-0.006568133,0.001695804,-0.006333887,0.184609742,-0.3763263,0.09716243,-0.362905012
,,,,,,,,,,,,408,0.002900767,-0.006620064,0.002055684,-0.002342597,0.16620171,-0.379301727,0.117782034,-0.134220943
,,,,,,,,,,,,409,0.002850455,-0.003949504,0.003877028,0.000829606,0.163319037,-0.22628991,0.222137341,0.047532929
,,,,,,,,,,,,410,0.004022851,-0.0023008,0.003556913,0.00394122,0.230492399,-0.13182613,0.203796109,0.225815258
,,,,,,,,,,,,411,0.002837899,-0.000482005,0.002320672,0.007538844,0.162599644,-0.027616852,0.132964731,0.431943964
,,,,,,,,,,,,412,0.000689508,0.002275201,0.001328455,0.007912547,0.03950592,0.130359415,0.07611487,0.453355569
