encoder_value,roll_value,gyro_value,pid
-34,-2.913,5.562,253.841
-35,-2.947,6.557,234.55
-35,-2.984,7.25,200.246
-36,-3.023,7.458,209.733
-36,-3.065,7.641,188.058
-35,-3.105,7.537,160.682
-35,-3.144,7.009,176.168
-34,-3.18,6.42,162.514
-34,-3.213,5.914,178.654
-33,-3.244,5.497,161.382
-33,-3.273,5.051,176.718
-33,-3.3,4.567,184.664
-32,-3.325,4.255,165.813
-32,-3.349,3.953,178.316
-32,-3.369,3.485,186.942
-32,-3.389,3.177,191.491
-32,-3.408,3.01,192.542
-31,-3.424,2.737,174.299
-32,-3.441,2.554,207.578
-32,-3.455,2.532,196.625
-32,-3.471,2.669,190.244
-31,-3.489,2.985,156.107
-32,-3.508,3.217,177.909
-31,-3.528,3.359,139.129
-31,-3.549,3.459,141.449
-30,-3.569,3.271,120.259
-30,-3.589,2.911,135.175
-29,-3.606,2.486,120.865
-28,-3.619,1.858,121.611
-27,-3.63,1.256,122.135
-27,-3.639,0.817,141.261
-26,-3.645,0.453,127.583
-27,-3.65,0.18,165.489
-25,-3.652,-0.005,116.28
-25,-3.656,-0.028,134.373
-26,-3.669,2.042,99.49
-25,-3.7,5.508,-29.607
-22,-3.733,5.178,-85.693
-20,-3.747,1.117,1.257
-17,-3.738,-2.62,52.841
-16,-3.72,-4.918,121.786
-16,-3.691,-6.482,178.13
-17,-3.657,-6.682,212.857
-18,-3.632,-5.135,190.556
-20,-3.61,-3.836,196.637
-21,-3.595,-2.574,170.925
-22,-3.594,-0.225,122.59
-22,-3.6,1.532,66.211
-21,-3.614,2.326,20.1
-20,-3.634,2.993,-14.946
-18,-3.651,2.716,-46.673
-16,-3.666,1.504,-44.579
-13,-3.675,-0.006,-55.619
-10,-3.671,-1.941,-44.079
-9,-3.659,-3.936,15.648
-6,-3.635,-5.741,9.999
-6,-3.603,-7.043,77.779
-6,-3.569,-7.325,92.049
-7,-3.533,-6.99,112.715
-8,-3.501,-6.215,112.177
-8,-3.475,-4.871,72.826
-9,-3.457,-3.39,59.811
-9,-3.447,-1.928,14.193
-9,-3.445,-0.583,-20.914
-7,-3.447,0.161,-85.904
-6,-3.463,2.206,-147.755
-3,-3.496,5.211,-292.351
1,-3.526,3.928,-327.363
6,-3.528,-1.599,-257.926
11,-3.504,-7.126,-174.285
14,-3.457,-11.201,-79.916
15,-3.391,-14.087,14.002
14,-3.313,-15.631,101.699
12,-3.232,-15.481,149.715
8,-3.154,-13.893,194.981
4,-3.09,-11.059,186.572
0,-3.045,-7.158,146.274
-3,-3.023,-2.598,61.324
-4,-3.026,1.668,-56.542
-4,-3.047,4.553,-146.115
-1,-3.08,6.004,-258.444
1,-3.117,6.009,-284.102
6,-3.148,4.178,-336.127
11,-3.165,0.961,-321.912
16,-3.159,-3.105,-280.879
20,-3.132,-7.428,-206.152
22,-3.085,-10.913,-113.838
23,-3.021,-13.229,-44.623
21,-2.948,-14.469,56.401
20,-2.872,-14.333,72.286
17,-2.802,-12.847,105.14
13,-2.741,-10.414,115.641
9,-2.695,-7.216,93.928
7,-2.669,-3.633,13.392
4,-2.66,-0.424,-20.564
4,-2.668,2.238,-119.464
4,-2.689,4.188,-175.352
6,-2.714,4.625,-236.831
10,-2.738,3.613,-286.894
13,-2.756,1.755,-273.002
17,-2.759,-0.91,-266.185
19,-2.745,-3.957,-191.967
22,-2.715,-6.788,-160.754
23,-2.672,-9.139,-85.747
22,-2.62,-10.638,-4.473
22,-2.565,-11.127,10.345
21,-2.507,-10.669,31.893
18,-2.455,-9.418,67.394
15,-2.41,-7.704,71.297
13,-2.366,-7.506,92.847
9,-2.318,-8.113,190.167
6,-2.284,-4.887,143.082
2,-2.284,1.32,41.619
0,-2.311,6.339,-87.685
0,-2.356,9.281,-192.376
2,-2.413,10.539,-282.039
6,-2.469,9.679,-342.53
12,-2.515,6.967,-378.794
17,-2.546,3.447,-350.545
21,-2.552,-1.062,-277.423
25,-2.533,-5.913,-199.389
27,-2.493,-9.649,-101.907
27,-2.433,-12.265,-3.05
25,-2.367,-13.636,91.05
24,-2.296,-13.373,102.619
20,-2.228,-11.853,156.46
15,-2.172,-9.452,180.327
10,-2.128,-6.264,172.13
6,-2.105,-2.199,113.934
2,-2.107,2.043,55.103
0,-2.129,5.66,-35.846
0,-2.169,8.673,-141.625
1,-2.223,10.221,-215.766
4,-2.277,9.695,-271.076
7,-2.328,8.009,-277.081
12,-2.363,5.317,-298.365
17,-2.38,1.492,-268.165
19,-2.377,-2.674,-157.575
21,-2.351,-6.355,-81.923
21,-2.309,-8.829,9.546
19,-2.258,-10.148,99.482
18,-2.201,-10.294,119.079
13,-2.151,-8.636,188.309
9,-2.111,-5.751,164.719
4,-2.088,-2.333,155.137
1,-2.087,1.516,76.012
-2,-2.142,7.945,-82.597
-1,-2.191,9.686,-169.903
0,-2.245,9.901,-199.822
4,-2.295,8.652,-257.593
7,-2.336,6.173,-231.599
11,-2.358,2.653,-205.855
14,-2.363,-0.912,-144.11
16,-2.349,-3.978,-78.325
16,-2.319,-6.636,15.872
15,-2.279,-8.156,86.422
12,-2.235,-8.162,153.511
9,-2.195,-6.865,167.616
5,-2.166,-4.359,169.911
1,-2.151,-1.263,144.886
-1,-2.153,1.897,69.936
-4,-2.174,4.936,34.762
-4,-2.207,7.3,-61.35
-3,-2.252,8.608,-127.299
-1,-2.301,8.575,-172.094
2,-2.343,7.035,-189.119
5,-2.375,4.621,-172.178
8,-2.392,1.733,-139.698
10,-2.391,-1.465,-72.822
10,-2.374,-4.189,20.426
10,-2.346,-5.972,73.266
9,-2.31,-6.643,120.489
5,-2.275,-6.036,192.19
2,-2.245,-4.408,186.626
-2,-2.228,-1.845,185.014
-5,-2.228,1.403,130.67
-7,-2.244,4.517,63.072
-8,-2.277,6.977,-4.064
-8,-2.32,8.545,-62.865
-7,-2.368,9.031,-107.855
-4,-2.417,8.313,-156.858
-1,-2.457,6.468,-156.534
1,-2.496,5.923,-167.896
5,-2.537,6.298,-258.004
8,-2.561,2.698,-198.883
11,-2.549,-3.782,-65.521
12,-2.509,-8.839,80.715
12,-2.451,-11.64,175.147
8,-2.387,-12.294,295.026
2,-2.324,-10.645,362.89
-3,-2.276,-6.964,333.588
-9,-2.252,-2.35,306.086
-15,-2.254,2.657,254.321
-18,-2.286,8.062,118.575
-19,-2.343,12.341,-10.365
-18,-2.415,14.252,-106.483
-16,-2.495,14.709,-170.246
-11,-2.572,13.715,-253.537
-6,-2.637,10.593,-251.381
0,-2.683,6.058,-230.271
4,-2.7,0.847,-131.709
7,-2.687,-4.397,-21.926
8,-2.651,-8.651,102.35
7,-2.594,-11.26,214.046
3,-2.53,-11.805,322.127
-2,-2.47,-10.167,367.141
-8,-2.424,-6.716,375.007
-13,-2.401,-1.959,312.285
-19,-2.405,3.186,265.265
-21,-2.436,7.872,126.451
-23,-2.491,11.663,42.315
-22,-2.561,13.877,-70.326
-19,-2.637,14.253,-153.837
-16,-2.711,12.917,-173.353
-10,-2.771,9.936,-214.195
-6,-2.814,5.944,-153.14
-1,-2.833,1.349,-111.607
1,-2.825,-3.504,18.447
2,-2.795,-7.336,121.402
1,-2.748,-9.457,218.203
-1,-2.694,-10.071,281.335
-6,-2.642,-8.954,356.398
-11,-2.591,-8.111,411.994
-16,-2.541,-7.561,475.08
-23,-2.515,-2.759,465.73
-28,-2.53,5.312,298.848
-32,-2.583,12.246,149.897
-33,-2.664,16.665,3.758
-31,-2.756,18.865,-126.486
-30,-2.862,19.26,-162.212
-24,-2.961,17.477,-260.215
-18,-3.043,14.182,-270.097
-12,-3.112,10.044,-255.067
-5,-3.151,4.498,-219.365
0,-3.159,-1.481,-112.21
3,-3.137,-6.689,7.421
4,-3.088,-11.146,139.692
3,-3.021,-13.805,254.777
0,-2.947,-13.884,330.074
-5,-2.879,-11.973,378.441
-10,-2.827,-8.307,359.202
-16,-2.802,-3.177,318.54
-21,-2.802,2.156,235.964
-23,-2.83,6.626,112.473
-24,-2.878,9.972,19.022
-22,-2.939,11.969,-99.624
-20,-3.008,12.247,-147.518
-16,-3.071,10.633,-189.093
-10,-3.122,7.735,-221.321
-5,-3.156,4.113,-190.723
-1,-3.166,-0.517,-115.055
3,-3.149,-5.303,-39.046
3,-3.114,-8.79,96.195
3,-3.06,-11.077,167.522
1,-2.997,-11.966,248.372
-3,-2.939,-10.673,297.628
-7,-2.89,-7.738,283.818
-12,-2.861,-3.936,265.439
-15,-2.854,0.218,179.426
-17,-2.869,4.161,90.301
-19,-2.905,7.441,23.53
-17,-2.953,9.356,-99.536
-15,-3.007,9.703,-146.345
-11,-3.06,8.714,-202.464
-7,-3.103,6.377,-203.092
-1,-3.13,2.908,-215.478
1,-3.135,-1.296,-96.392
5,-3.117,-5.454,-54.5
6,-3.08,-8.618,49.878
5,-3.028,-10.684,146.275
3,-2.968,-11.383,212.724
0,-2.913,-10.121,239.781
-4,-2.867,-7.483,242.104
-8,-2.838,-4.04,210.677
-11,-2.832,0.071,134.613
-14,-2.846,3.831,72.929
-13,-2.876,6.491,-52.797
-12,-2.92,7.984,-114.466
-10,-2.967,8.057,-161.495
-6,-3.011,6.793,-208.667
-1,-3.044,4.35,-227.073
2,-3.059,0.844,-159.813
5,-3.056,-2.863,-101.45
8,-3.032,-6.128,-50.895
8,-2.992,-8.752,53.308
7,-2.942,-10.152,122.828
5,-2.888,-9.99,165.056
-2,-2.802,-6.042,190.113
-4,-2.781,-2.798,117.502
-7,-2.779,0.687,75.053
-7,-2.795,3.73,-35.497
-7,-2.825,5.768,-95.279
-5,-2.861,6.4,-164.064
-2,-2.897,5.614,-199.846
1,-2.936,5.741,-251.574
5,-2.979,6.427,-341.318
11,-3.006,2.715,-347.569
15,-2.998,-4.516,-190.533
19,-2.954,-10.439,-79.16
20,-2.89,-13.956,39.854
18,-2.809,-16.076,165.777
14,-2.722,-16.369,262.648
9,-2.642,-14.116,295.324
3,-2.576,-10.465,301.63
-3,-2.534,-5.734,265.714
-8,-2.523,0.176,170.015
-11,-2.542,5.65,44.055
-12,-2.585,9.493,-70.612
-10,-2.646,11.748,-196.227
-7,-2.712,12.005,-265.642
-2,-2.771,10.08,-311.705
3,-2.818,6.692,-298.867
9,-2.842,2.372,-279.247
13,-2.841,-2.494,-186.439
17,-2.813,-7.323,-107.127
17,-2.762,-11.169,40.562
16,-2.695,-13.25,131.226
13,-2.623,-13.567,212.34
8,-2.554,-12.054,271.259
3,-2.498,-8.775,263.116
-2,-2.462,-4.463,223.516
-6,-2.454,0.162,147.744
-9,-2.469,4.702,56.034
-10,-2.508,8.572,-58.52
-9,-2.563,10.646,-155.638
-6,-2.622,10.528,-222.697
-1,-2.677,9.028,-279.284
2,-2.72,6.339,-239.23
6,-2.743,2.243,-198.351
11,-2.742,-2.239,-155.934
12,-2.719,-5.938,-31.326
13,-2.678,-8.803,39.192
12,-2.625,-10.547,127.155
9,-2.568,-10.607,198.379
5,-2.516,-9.082,231.386
0,-2.476,-6.126,237.411
-3,-2.455,-2.253,161.626
-7,-2.455,1.55,124.113
-8,-2.474,4.882,18.781
-9,-2.51,7.61,-47.228
-8,-2.557,9.126,-128.004
-5,-2.608,8.998,-193.059
-1,-2.654,7.426,-223.605
1,-2.688,4.878,-172.078
5,-2.707,1.683,-162.99
8,-2.705,-1.988,-97.166
9,-2.685,-5.366,0.738
9,-2.652,-7.501,72.736
8,-2.608,-8.505,130.412
6,-2.561,-8.499,175.463
-1,-2.488,-4.564,189.345
-5,-2.474,-1.344,169.727
-7,-2.478,2.052,88.144
-9,-2.499,5.098,30.349
-9,-2.535,7.363,-54.598
-8,-2.579,8.243,-109.052
-5,-2.624,7.845,-165.703
-2,-2.664,6.429,-176.791
1,-2.692,3.727,-151.328
4,-2.704,0.373,-105.316
6,-2.698,-2.686,-41.249
7,-2.675,-5.412,31.046
7,-2.639,-7.361,98.618
4,-2.599,-7.789,185.319
-1,-2.528,-4.865,180.548
-5,-2.511,-2.109,182.919
-7,-2.508,0.946,111.66
-9,-2.524,3.912,56.997
-10,-2.553,6.089,-1.684
-9,-2.588,7.174,-68.686
-8,-2.63,7.392,-96.42
-5,-2.669,6.477,-138.105
-3,-2.7,4.702,-115.294
0,-2.72,2.44,-109.006
2,-2.725,-0.51,-49.771
3,-2.715,-3.212,19.274
3,-2.693,-4.885,76.81
2,-2.663,-5.945,133.347
1,-2.63,-6.033,155.644
-2,-2.602,-4.764,185.983
-4,-2.581,-2.816,156.698
-7,-2.574,-0.529,147.025
-9,-2.58,1.93,98.883
-9,-2.597,4.017,22.499
-10,-2.624,5.357,4.032
-9,-2.654,5.782,-44.496
-8,-2.687,5.616,-60.115
-6,-2.717,4.824,-80.91
-4,-2.738,3.11,-66.614
-2,-2.751,1.148,-44.232
-1,-2.753,-0.731,0.578
0,-2.743,-2.562,37.583
0,-2.727,-3.819,83.015
-1,-2.705,-4.405,125.33
-2,-2.679,-4.245,139.92
-4,-2.659,-3.198,152.008
-6,-2.645,-1.796,144.786
-8,-2.641,-0.112,128.07
-9,-2.648,1.708,83.034
-10,-2.662,2.971,60.48
-10,-2.682,3.827,24.949
-10,-2.705,4.3,7.901
-9,-2.727,3.988,-10.552
-7,-2.748,3.179,-29.061
-7,-2.763,2.011,16.777
-5,-2.77,0.63,7.107
-5,-2.772,-0.516,54.921
-5,-2.767,-1.62,85.405
-5,-2.755,-2.414,108.762
-6,-2.744,-2.348,131.7
-7,-2.733,-1.914,136.106
-9,-2.725,-1.136,153.012
-10,-2.725,0.231,121.52
-11,-2.73,1.569,98.626
-12,-2.743,2.518,84.609
-12,-2.759,3.062,58.07
-12,-2.777,3.219,50.58
-12,-2.795,3.085,50.645
-11,-2.811,2.566,38.94
-11,-2.824,1.838,64.708
-10,-2.833,1.172,58.139
-10,-2.838,0.448,85.338
-10,-2.839,-0.28,104.453
-11,-2.838,-0.763,140.173
-12,-2.83,-0.789,156.142
-14,-2.828,-0.41,182.695
-14,-2.827,0.284,146.586
-16,-2.833,1.171,166.94
-17,-2.842,1.854,151.938
-18,-2.855,2.506,145.761
-18,-2.872,3.192,115.397
-18,-2.89,3.464,104.749
-19,-2.911,3.488,122.69
-18,-2.93,3.448,88.711
-18,-2.948,3.172,101.552
-18,-2.965,2.792,108.329
-17,-2.98,2.424,92.862
-18,-2.993,1.98,133.603
-17,-3.003,1.396,115.979
-18,-3.01,0.865,160.25
-18,-3.014,0.634,156.65
-18,-3.019,0.639,155.846
-19,-3.024,0.713,175.516
-20,-3.029,0.895,183.345
-21,-3.037,1.314,184.381
-22,-3.047,1.731,185.152
-23,-3.057,1.968,190.578
-23,-3.07,2.375,168.59
-24,-3.085,2.935,173.348
-24,-3.103,3.347,150.264
-25,-3.123,3.687,159.911
-24,-3.144,3.892,119.133
-24,-3.166,3.882,124.249
-24,-3.188,3.77,123.032
-24,-3.208,3.513,126.039
-23,-3.228,3.144,109.777
-23,-3.245,2.674,127.971
-22,-3.259,2.095,118.344
-23,-3.27,1.574,161.412
-22,-3.278,1.023,143.296
-22,-3.284,0.44,166.843
-22,-3.287,0.075,176.108
-23,-3.288,-0.064,202.214
-24,-3.29,0.036,213.005
-25,-3.292,0.34,218.207
-26,-3.297,0.78,219.456
-27,-3.304,1.41,215.046
-28,-3.314,2.121,207.92
-28,-3.33,2.921,175.063
-29,-3.35,3.805,170.263
-28,-3.374,4.409,118.484
-29,-3.4,4.651,138.526
-27,-3.427,4.684,78.771
-27,-3.453,4.403,99.158
-26,-3.476,3.76,89.388
-24,-3.495,2.956,71.098
-24,-3.511,2.082,109.268
-23,-3.521,1.128,110.427
-23,-3.527,0.349,139.03
-22,-3.529,-0.23,131.711
-22,-3.528,-0.699,153.494
-22,-3.527,-0.804,156.769
-23,-3.515,-2.673,231.354
-23,-3.485,-5.841,312.454
-25,-3.459,-4.903,337.884
-28,-3.454,-0.47,271.273
-31,-3.468,3.35,208.068
-31,-3.498,5.998,105.48
-32,-3.538,7.771,73.253
-29,-3.585,8.575,-33.353
-27,-3.634,8.27,-52.963
-24,-3.678,6.904,-74.583
-20,-3.712,4.862,-90.035
-17,-3.734,2.364,-59.802
-13,-3.74,-0.523,-47.337
-11,-3.733,-3.121,13.888
-9,-3.714,-5.054,42.0
-8,-3.685,-6.455,80.42
-9,-3.652,-7.105,135.678
-9,-3.617,-6.929,129.088
-10,-3.586,-5.99,132.861
-11,-3.563,-4.495,111.605
-12,-3.546,-2.842,84.641
-13,-3.541,-1.094,53.078
-12,-3.544,0.46,-19.927
-11,-3.553,1.369,-59.361
-9,-3.567,1.554,-102.82
-6,-3.589,3.06,-196.653
-4,-3.625,5.359,-282.658
1,-3.652,3.142,-323.779
7,-3.648,-3.106,-247.456
10,-3.616,-8.75,-105.279
14,-3.559,-12.645,-54.043
13,-3.488,-15.14,84.36
12,-3.407,-15.986,136.335
8,-3.326,-14.987,206.672
5,-3.256,-12.516,186.688
0,-3.203,-8.861,185.785
-2,-3.171,-4.45,75.481
-5,-3.165,-0.188,13.353
-5,-3.178,3.109,-103.372
-4,-3.205,5.174,-185.927
0,-3.24,5.717,-288.156
4,-3.272,4.401,-313.799
9,-3.292,1.615,-320.558
13,-3.294,-2.077,-268.412
18,-3.274,-6.19,-232.116
21,-3.235,-9.755,-152.591
21,-3.179,-12.165,-51.002
22,-3.112,-13.492,-25.193
20,-3.042,-13.653,46.551
17,-2.974,-12.588,81.166
15,-2.914,-10.398,52.91
12,-2.872,-7.49,33.768
9,-2.843,-4.473,-0.054
8,-2.832,-1.378,-84.416
7,-2.837,1.266,-142.067
9,-2.85,2.537,-232.205
11,-2.867,2.648,-265.67
15,-2.881,1.825,-318.768
18,-2.889,-0.004,-303.548
21,-2.885,-2.354,-281.327
25,-2.868,-4.805,-276.144
27,-2.838,-7.197,-216.273
28,-2.796,-9.31,-156.738
29,-2.744,-10.751,-122.059
28,-2.688,-11.357,-63.694
28,-2.629,-11.322,-62.086
25,-2.573,-10.539,-4.598
24,-2.526,-9.076,-38.635
24,-2.483,-7.46,-82.105
23,-2.449,-5.882,-95.079
21,-2.424,-4.566,-89.235
21,-2.403,-3.54,-130.257
21,-2.39,-2.38,-158.711
21,-2.381,-1.695,-175.189
22,-2.372,-1.659,-197.087
23,-2.368,-1.419,-216.374
23,-2.361,-1.601,-201.421
25,-2.35,-2.474,-221.282
26,-2.338,-3.165,-205.431
27,-2.318,-3.972,-193.911
28,-2.295,-4.85,-179.784
27,-2.271,-5.28,-132.412
28,-2.241,-5.61,-149.387
28,-2.212,-5.628,-134.6
27,-2.185,-5.287,-115.974
27,-2.157,-4.948,-128.625
26,-2.135,-4.259,-120.295
26,-2.115,-3.573,-143.679
26,-2.097,-3.183,-150.729
25,-2.084,-2.631,-140.568
25,-2.071,-2.26,-156.977
26,-2.06,-2.141,-180.608
25,-2.05,-1.985,-151.753
26,-2.038,-2.045,-179.486
26,-2.029,-2.108,-167.173
26,-2.018,-2.227,-162.08
27,-2.004,-2.562,-173.124
26,-1.991,-2.621,-138.006
27,-1.977,-2.645,-166.083
26,-1.962,-2.776,-128.573
26,-1.949,-2.611,-139.531
27,-1.935,-2.42,-164.538
26,-1.923,-2.314,-133.81
26,-1.911,-2.143,-145.279
25,-1.9,-2.004,-124.529
26,-1.89,-1.898,-156.992
25,-1.88,-1.889,-124.077
25,-1.87,-1.895,-131.024
25,-1.861,-1.702,-134.605
25,-1.852,-1.565,-136.725
24,-1.843,-1.562,-112.809
25,-1.835,-1.366,-148.127
24,-1.828,-1.164,-120.917
24,-1.821,-1.138,-129.344
23,-1.815,-0.974,-110.395
23,-1.81,-0.714,-125.424
23,-1.806,-0.565,-128.82
23,-1.804,-0.452,-131.542
23,-1.801,-0.352,-133.875
23,-1.799,-0.26,-136.176
23,-1.798,-0.299,-135.075
23,-1.795,-0.504,-129.256
23,-1.791,-0.608,-126.097
22,-1.787,-0.693,-100.795
23,-1.781,-0.888,-126.078
22,-1.777,-0.963,-91.936
21,-1.77,-0.934,-78.13
21,-1.765,-0.78,-90.253
21,-1.761,-0.489,-97.555
20,-1.758,-0.305,-79.512
20,-1.757,0.017,-96.952
19,-1.759,0.479,-87.254
19,-1.76,0.634,-100.722
18,-1.763,0.735,-81.869
19,-1.767,0.889,-118.247
18,-1.77,0.792,-85.064
18,-1.773,0.614,-90.119
17,-1.775,0.452,-63.904
18,-1.776,0.266,-90.704
17,-1.777,0.14,-56.306
16,-1.776,0.032,-39.938
16,-1.775,0.082,-50.168
14,-1.776,0.26,-10.338
14,-1.775,0.332,-30.102
13,-1.777,0.625,-15.956
12,-1.781,1.113,-16.219
11,-1.786,1.469,-13.191
10,-1.795,1.955,-14.4
10,-1.804,2.373,-36.422
8,-1.816,2.561,1.122
8,-1.831,2.868,-27.949
8,-1.845,3.062,-36.076
8,-1.86,2.94,-35.822
7,-1.874,2.636,-8.206
7,-1.885,2.258,-9.372
6,-1.896,2.074,15.748
6,-1.905,1.952,8.157
5,-1.914,1.782,33.388
4,-1.923,1.905,41.796
2,-1.932,2.138,69.76
2,-1.942,2.368,43.858
0,-1.955,2.883,72.339
0,-1.971,3.486,35.484
-1,-1.99,4.004,40.332
-2,-2.013,4.356,40.078
-2,-2.034,4.382,26.147
-1,-2.058,4.265,2.118
-2,-2.079,3.795,41.848
-1,-2.095,2.98,28.822
-2,-2.11,2.371,73.42
-2,-2.119,1.737,79.54
-3,-2.125,1.141,116.562
-4,-2.13,1.004,132.678
-5,-2.133,1.08,143.651
-8,-2.14,1.501,189.766
-9,-2.148,2.308,162.392
-11,-2.162,3.252,170.719
-14,-2.183,4.409,185.573
-14,-2.207,5.53,124.253
-16,-2.239,6.38,140.421
-16,-2.274,6.911,101.731
-17,-2.311,7.141,110.988
-16,-2.349,7.08,73.839
-16,-2.384,6.476,91.982
-16,-2.415,5.634,108.248
-16,-2.443,4.952,120.817
-16,-2.466,4.112,138.667
-16,-2.485,3.214,158.973
-17,-2.501,2.723,191.468
-18,-2.513,2.536,207.595
-20,-2.526,2.578,240.037
-21,-2.54,2.964,231.794
-22,-2.558,3.649,223.977
-25,-2.58,4.544,254.512
-25,-2.606,5.474,198.126
-27,-2.637,6.326,214.441
-28,-2.673,7.006,194.202
-28,-2.711,7.49,165.074
-29,-2.753,7.739,173.029
-28,-2.793,7.538,139.288
-28,-2.832,7.071,153.106
-28,-2.868,6.57,159.444
-28,-2.901,5.946,169.735
-27,-2.931,5.288,158.989
-28,-2.957,4.67,201.829
-28,-2.981,4.235,200.077
-28,-3.004,4.158,197.708
-28,-3.026,4.107,194.924
-29,-3.048,4.002,216.225
-29,-3.071,4.217,197.301
-30,-3.095,4.494,207.876
-30,-3.119,4.547,192.957
-31,-3.146,4.663,207.412
-30,-3.172,4.767,168.314
-31,-3.198,4.59,199.589
-31,-3.222,4.333,192.952
-30,-3.246,4.301,166.893
-31,-3.271,4.331,192.884
-31,-3.294,4.194,183.256
-30,-3.318,4.212,155.908
-31,-3.343,4.358,178.787
-30,-3.366,4.271,145.314
-30,-3.391,4.214,151.098
-29,-3.416,4.163,125.435
-29,-3.438,3.789,140.075
-29,-3.459,3.323,148.554
-28,-3.477,2.94,132.897
-27,-3.494,2.589,125.605
-27,-3.51,2.207,141.802
-27,-3.523,1.809,150.08
-26,-3.534,1.551,132.402
-26,-3.545,1.267,147.049
-26,-3.552,0.893,155.733
-25,-3.56,0.834,133.673
-25,-3.567,0.98,137.448
-26,-3.575,1.002,158.116
-25,-3.584,1.178,120.513
-25,-3.594,1.391,121.997
-24,-3.603,1.24,101.996
-24,-3.613,1.068,113.805
-23,-3.622,0.981,92.147
-23,-3.628,0.659,108.533
-22,-3.634,0.257,95.764
-21,-3.638,-0.083,90.769
-21,-3.639,-0.412,108.294
-21,-3.64,-0.693,115.809
-21,-3.639,-0.902,121.8
-20,-3.627,-2.972,156.782
-21,-3.597,-6.326,283.161
-21,-3.567,-5.744,264.991
-24,-3.559,-1.526,222.48
-26,-3.569,2.061,143.766
-26,-3.59,4.251,63.827
-25,-3.623,5.744,-4.381
-24,-3.656,6.312,-39.259
-23,-3.693,5.93,-49.815
-19,-3.726,4.979,-111.972
-17,-3.752,3.444,-85.306
-12,-3.769,1.428,-129.565
-8,-3.772,-1.181,-106.164
-6,-3.761,-3.966,-39.11
-3,-3.738,-6.074,-28.17
-2,-3.706,-7.683,25.236
-1,-3.664,-8.841,50.652
-2,-3.621,-8.972,94.054
-2,-3.579,-8.364,77.425
-3,-3.541,-7.362,80.896
-4,-3.512,-5.738,57.227
-5,-3.491,-3.846,24.755
