encoder_value,roll_value,gyro_value,pid
-18,-2.38,1.84,247.41
-19,-2.389,1.911,248.494
-22,-2.399,2.367,292.933
-23,-2.413,3.208,263.754
-27,-2.433,4.385,309.781
-28,-2.458,5.683,257.295
-30,-2.492,6.981,252.56
-31,-2.531,8.134,219.053
-32,-2.576,8.995,201.24
-32,-2.625,9.572,167.515
-32,-2.675,9.682,154.887
-32,-2.725,9.311,155.204
-31,-2.773,8.716,139.343
-31,-2.816,7.812,163.852
-30,-2.854,6.595,166.526
-29,-2.885,5.411,178.464
-30,-2.91,4.418,231.439
-30,-2.931,3.749,236.316
-31,-2.951,3.512,261.428
-32,-2.969,3.436,273.737
-33,-2.988,3.604,279.428
-34,-3.01,4.246,271.801
-35,-3.035,4.992,260.966
-36,-3.064,5.711,249.995
-37,-3.098,6.477,236.765
-37,-3.134,6.966,208.031
-38,-3.173,7.132,218.809
-37,-3.212,7.146,179.651
-37,-3.25,6.904,187.82
-36,-3.286,6.455,170.547
-36,-3.32,6.057,183.574
-35,-3.353,5.73,163.632
-35,-3.383,5.346,176.982
-34,-3.412,4.956,159.505
-34,-3.44,4.633,171.876
-33,-3.465,4.202,156.131
-33,-3.487,3.6,176.886
-32,-3.507,3.075,164.74
-32,-3.525,2.679,181.026
-32,-3.539,2.301,188.406
-31,-3.553,2.103,168.783
-32,-3.567,2.097,197.857
-31,-3.58,2.091,164.378
-32,-3.594,2.168,191.222
-31,-3.608,2.315,153.456
-31,-3.624,2.428,156.677
-30,-3.639,2.481,129.955
-30,-3.655,2.345,139.793
-30,-3.669,2.134,142.752
-28,-3.683,1.892,101.804
-28,-3.695,1.426,129.984
-28,-3.704,0.871,143.165
-26,-3.71,0.463,107.996
-26,-3.715,0.005,137.413
-26,-3.716,-0.562,152.554
-26,-3.715,-0.765,158.244
-26,-3.715,-0.675,156.237
-25,-3.713,-0.656,133.785
-26,-3.715,-0.419,158.893
-25,-3.717,0.033,115.293
-25,-3.721,0.299,116.58
-25,-3.727,0.294,115.845
-23,-3.731,0.171,73.561
-23,-3.736,-0.008,95.486
-23,-3.738,-0.476,107.784
-22,-3.726,-3.048,155.938
-22,-3.696,-6.794,270.469
-23,-3.661,-6.721,298.072
-25,-3.645,-2.985,238.453
-27,-3.648,0.613,169.865
-28,-3.662,2.95,109.978
-28,-3.687,4.509,55.048
-26,-3.718,5.279,-16.068
-24,-3.749,5.086,-43.973
-21,-3.779,4.373,-80.362
-18,-3.803,2.925,-87.018
-14,-3.816,0.589,-90.569
-11,-3.816,-2.019,-53.103
-8,-3.801,-4.644,-21.016
-6,-3.774,-6.92,26.719
-5,-3.696,-8.788,87.263
-6,-3.652,-8.746,126.243
-7,-3.612,-7.937,126.421
-9,-3.579,-6.297,125.682
-10,-3.555,-4.235,80.38
-10,-3.542,-2.364,24.61
-10,-3.539,-0.743,-17.634
-9,-3.545,0.672,-78.683
-7,-3.556,1.344,-134.697
-5,-3.577,3.013,-210.098
0,-3.613,5.293,-372.082
4,-3.641,2.89,-359.076
11,-3.638,-3.397,-313.408
16,-3.608,-8.803,-213.989
19,-3.55,-13.173,-109.527
20,-3.47,-16.951,10.688
19,-3.378,-18.675,105.869
17,-3.281,-18.272,150.174
12,-3.189,-16.638,219.473
7,-3.111,-13.496,219.249
2,-3.055,-8.864,175.278
-1,-3.026,-3.658,65.752
-3,-3.025,1.228,-45.47
-4,-3.048,5.104,-148.103
-1,-3.087,7.408,-293.267
2,-3.134,7.635,-349.214
7,-3.174,5.756,-392.874
14,-3.198,2.378,-420.8
19,-3.2,-2.259,-348.22
24,-3.175,-7.421,-274.205
28,-3.058,-14.62,-78.957
28,-2.974,-16.771,3.296
26,-2.891,-17.091,73.0
25,-2.805,-15.754,59.008
21,-2.729,-13.5,94.925
18,-2.672,-10.747,64.752
14,-2.625,-7.751,57.514
10,-2.594,-0.68,-96.517
9,-2.598,1.526,-142.422
11,-2.614,3.085,-240.98
13,-2.639,3.362,-280.388
16,-2.654,1.683,-288.427
19,-2.663,-0.281,-278.913
22,-2.659,-2.387,-263.117
25,-2.638,-5.386,-220.321
26,-2.606,-7.902,-143.109
27,-2.564,-9.432,-108.04
27,-2.513,-10.506,-60.762
25,-2.461,-10.741,0.573
24,-2.409,-10.049,-3.249
24,-2.362,-8.875,-34.224
23,-2.32,-7.595,-37.541
21,-2.285,-6.413,-26.058
20,-2.254,-5.27,-45.856
18,-2.231,-3.874,-42.386
18,-2.216,-2.23,-101.123
17,-2.209,-0.893,-112.908
16,-2.207,-0.021,-122.302
17,-2.21,0.595,-170.719
18,-2.214,0.651,-186.745
18,-2.217,0.037,-162.185
20,-2.215,-0.693,-187.707
21,-2.21,-1.504,-169.972
22,-2.198,-2.655,-150.854
22,-2.182,-3.59,-114.077
22,-2.163,-3.969,-100.39
22,-2.14,-4.181,-90.561
21,-2.119,-4.165,-64.428
21,-2.098,-3.735,-80.843
20,-2.079,-3.162,-70.096
19,-2.064,-2.571,-69.451
19,-2.053,-1.861,-95.114
18,-2.046,-1.052,-92.932
18,-2.043,-0.376,-119.29
18,-2.042,0.061,-130.968
18,-2.044,0.308,-137.981
18,-2.045,0.294,-138.052
19,-2.056,2.07,-210.006
20,-2.085,5.138,-310.673
22,-2.111,4.27,-329.099
25,-2.117,-0.108,-263.944
28,-2.102,-4.073,-196.69
29,-2.07,-6.998,-108.852
29,-2.026,-9.08,-36.124
28,-1.973,-10.018,21.348
25,-1.919,-9.736,82.694
21,-1.871,-8.431,120.615
18,-1.832,-6.028,95.996
14,-1.809,-2.877,79.988
10,-1.8,0.241,53.088
8,-1.809,3.146,-16.532
7,-1.833,5.7,-84.66
6,-1.868,7.387,-122.815
8,-1.91,8.162,-205.595
10,-1.953,7.825,-232.425
12,-1.988,6.052,-219.489
16,-2.013,3.595,-231.415
17,-2.025,0.961,-150.938
19,-2.019,-1.939,-108.942
20,-2.001,-4.262,-48.648
19,-1.973,-5.673,25.464
17,-1.937,-6.448,89.084
15,-1.903,-5.947,109.346
11,-1.876,-4.331,143.888
8,-1.856,-2.139,121.174
4,-1.853,0.826,106.101
1,-1.864,3.758,57.913
0,-1.889,6.039,-11.813
0,-1.927,7.954,-79.172
0,-1.972,8.932,-113.969
1,-2.018,8.64,-137.921
3,-2.061,7.403,-149.699
6,-2.093,5.294,-149.617
8,-2.113,2.687,-102.66
9,-2.118,0.033,-38.061
9,-2.11,-2.186,31.297
8,-2.093,-3.434,90.016
7,-2.071,-3.804,117.603
4,-2.05,-3.341,167.908
0,-2.034,-1.862,194.882
-2,-2.029,0.444,143.965
-5,-2.039,3.013,123.391
-7,-2.061,5.258,77.826
-8,-2.094,7.109,26.842
-7,-2.135,8.234,-42.52
-7,-2.178,8.067,-37.564
-6,-2.218,7.053,-41.009
-3,-2.251,5.692,-69.972
-2,-2.276,3.736,-18.69
-1,-2.287,1.348,28.784
0,-2.288,-0.632,67.553
-1,-2.28,-2.031,137.679
-2,-2.263,-2.961,179.196
-4,-2.247,-2.789,213.914
-8,-2.235,-1.575,256.097
-10,-2.23,0.149,220.675
-14,-2.239,2.427,230.604
-17,-2.257,4.66,199.608
-18,-2.286,6.462,142.031
-19,-2.326,7.968,107.728
-20,-2.369,8.66,94.556
-19,-2.414,8.712,53.083
-18,-2.461,8.458,37.146
-17,-2.501,7.391,44.099
-16,-2.535,5.919,62.949
-16,-2.563,4.556,102.677
-15,-2.58,3.027,117.414
-15,-2.593,1.775,157.198
-16,-2.6,1.055,197.546
-16,-2.602,0.625,199.617
-19,-2.607,0.74,263.188
-20,-2.611,1.271,244.187
-25,-2.634,3.277,263.461
-26,-2.653,4.467,232.881
-28,-2.682,5.726,230.117
-30,-2.715,6.799,222.374
-30,-2.752,7.379,182.158
-30,-2.792,7.712,165.545
-30,-2.832,7.7,158.231
-30,-2.911,7.117,158.635
-29,-2.946,6.467,146.722
-29,-2.978,5.585,173.077
-29,-3.005,4.854,187.312
-29,-3.028,4.26,198.642
-29,-3.051,3.815,206.309
-30,-3.07,3.468,234.355
-30,-3.106,3.219,225.574
-32,-3.123,3.232,266.947
-32,-3.14,3.347,242.946
-33,-3.161,3.822,249.053
-34,-3.182,4.241,247.551
-35,-3.206,4.617,246.749
-35,-3.233,5.256,215.766
-36,-3.296,5.968,207.693
-35,-3.329,6.131,165.67
-35,-3.362,5.982,172.469
-35,-3.393,5.594,176.765
-34,-3.423,5.193,159.337
-34,-3.45,4.663,177.342
-33,-3.474,4.072,166.138
-32,-3.516,3.389,162.992
-32,-3.535,3.152,174.773
-32,-3.553,2.962,176.55
-31,-3.57,2.835,154.335
-32,-3.588,2.689,186.47
-31,-3.602,2.39,160.389
-30,-3.616,2.143,150.968
-30,-3.641,1.867,153.941
-30,-3.654,1.823,161.75
-29,-3.665,1.686,140.943
-29,-3.675,1.444,154.598
-29,-3.686,1.436,152.935
-29,-3.696,1.384,152.721
-28,-3.705,1.212,133.35
-27,-3.722,0.924,124.569
-27,-3.729,0.658,139.345
-26,-3.735,0.328,124.732
-26,-3.738,-0.149,146.047
-26,-3.739,-0.537,156.309
-25,-3.738,-0.832,142.122
-26,-3.736,-1.116,181.836
-26,-3.732,-1.175,175.416
-26,-3.729,-0.943,170.078
-25,-3.728,-0.593,138.835
-26,-3.729,-0.243,161.002
-26,-3.732,0.172,140.79
-26,-3.737,0.594,128.786
-25,-3.744,0.717,102.033
-25,-3.75,0.559,114.181
-25,-3.756,0.422,116.911
-23,-3.76,0.204,77.086
-23,-3.763,-0.314,108.325
-23,-3.763,-0.89,123.908
-22,-3.76,-1.22,110.946
-22,-3.756,-1.549,129.743
-21,-3.748,-1.97,120.141
-21,-3.741,-1.923,129.421
-22,-3.735,-1.517,142.538
-21,-3.73,-1.227,104.695
-21,-3.728,-0.856,104.348
-20,-3.727,-0.466,71.948
-20,-3.728,-0.219,74.352
-20,-3.731,-0.021,68.707
-18,-3.734,0.028,22.192
-18,-3.738,-0.053,41.564
-16,-3.74,-0.367,4.772
-15,-3.738,-0.892,14.67
-15,-3.735,-1.382,37.189
-13,-3.729,-1.942,8.606
-13,-3.721,-2.259,36.602
-11,-3.712,-2.304,-5.395
-10,-3.701,-2.675,2.155
-10,-3.689,-2.972,21.519
-9,-3.678,-2.845,-1.934
-8,-3.664,-2.854,-12.494
-7,-3.653,-2.878,-23.079
-7,-3.644,-2.599,-19.606
-5,-3.634,-2.447,-66.454
-3,-3.625,-2.713,-84.725
-2,-3.613,-3.401,-68.719
0,-3.596,-4.139,-81.758
1,-3.578,-4.736,-66.872
2,-3.553,-5.724,-49.153
3,-3.522,-6.557,-34.655
3,-3.492,-6.551,-19.896
4,-3.459,-6.471,-37.906
3,-3.429,-6.238,-6.689
3,-3.403,-5.333,-34.475
3,-3.38,-4.361,-55.663
3,-3.363,-3.6,-72.48
4,-3.349,-2.944,-109.647
5,-3.338,-2.413,-135.069
6,-3.331,-2.106,-155.362
8,-3.322,-2.365,-182.79
11,-3.31,-3.01,-213.046
12,-3.296,-3.869,-183.138
15,-3.274,-5.184,-202.47
17,-3.247,-6.461,-181.568
18,-3.216,-7.489,-152.989
19,-3.177,-8.494,-132.297
20,-3.136,-9.006,-124.151
19,-3.091,-9.043,-83.117
20,-3.046,-8.787,-112.559
19,-3.01,-8.051,-93.606
19,-2.973,-7.234,-117.183
19,-2.941,-6.383,-133.553
19,-2.919,-5.395,-155.447
20,-2.896,-4.751,-190.684
20,-2.878,-4.298,-190.233
21,-2.861,-3.936,-219.179
23,-2.843,-4.083,-247.823
25,-2.824,-4.62,-257.112
26,-2.8,-5.453,-235.235
27,-2.771,-6.466,-216.286
29,-2.737,-7.316,-223.414
30,-2.699,-8.211,-196.841
30,-2.654,-9.081,-156.273
30,-2.607,-9.392,-139.072
30,-2.559,-9.348,-130.99
29,-2.512,-9.158,-104.368
29,-2.467,-8.501,-122.104
28,-2.426,-7.525,-117.759
27,-2.391,-6.567,-122.822
26,-2.361,-5.588,-129.536
27,-2.335,-4.67,-180.42
26,-2.314,-4.025,-162.111
26,-2.295,-3.626,-178.148
27,-2.278,-3.318,-205.686
27,-2.262,-3.245,-195.831
27,-2.245,-3.53,-185.084
29,-2.226,-3.819,-218.963
28,-2.207,-4.101,-167.587
29,-2.184,-4.537,-183.085
29,-2.161,-4.707,-165.354
30,-2.137,-4.691,-183.738
29,-2.111,-4.801,-144.675
29,-2.087,-4.687,-152.117
29,-2.064,-4.413,-154.997
29,-2.041,-4.246,-155.162
28,-2.02,-3.973,-136.148
29,-2.0,-3.614,-173.415
28,-1.983,-3.387,-144.776
28,-1.965,-3.308,-152.65
27,-1.948,-3.239,-128.892
28,-1.932,-3.08,-161.479
27,-1.916,-2.981,-129.843
27,-1.9,-2.909,-137.76
26,-1.885,-2.635,-119.949
27,-1.872,-2.338,-156.788
26,-1.859,-2.198,-126.871
26,-1.848,-1.975,-139.751
25,-1.838,-1.638,-124.551
25,-1.83,-1.447,-137.066
26,-1.821,-1.403,-159.308
24,-1.814,-1.383,-104.711
25,-1.805,-1.34,-144.746
25,-1.798,-1.281,-136.224
24,-1.79,-1.393,-109.422
25,-1.781,-1.476,-137.064
23,-1.774,-1.308,-86.534
24,-1.765,-1.328,-124.757
23,-1.757,-1.34,-91.735
22,-1.751,-1.017,-85.78
22,-1.744,-0.739,-100.96
21,-1.741,-0.46,-85.506
21,-1.739,-0.159,-102.103
21,-1.737,0.11,-109.157
20,-1.739,0.454,-96.347
20,-1.74,0.565,-108.674
20,-1.743,0.579,-109.716
19,-1.746,0.647,-89.904
19,-1.747,0.478,-94.705
19,-1.748,0.357,-92.049
19,-1.749,0.289,-90.631
18,-1.748,0.047,-61.694
18,-1.748,0.012,-69.894
17,-1.747,0.052,-48.466
17,-1.745,0.004,-55.927
15,-1.746,0.196,-16.345
16,-1.745,0.466,-63.944
14,-1.748,0.694,-16.738
13,-1.751,1.0,-21.054
12,-1.756,1.414,-19.516
12,-1.764,1.92,-43.671
10,-1.774,2.186,-7.815
10,-1.784,2.399,-33.454
10,-1.798,2.822,-47.525
9,-1.811,2.808,-27.379
8,-1.822,2.499,-8.086
8,-1.836,2.527,-20.454
8,-1.847,2.401,-19.383
7,-1.857,2.051,10.281
7,-1.867,2.015,0.233
5,-1.877,2.044,42.339
6,-1.885,1.979,1.941
4,-1.896,2.099,50.415
3,-1.906,2.27,48.434
2,-1.917,2.477,54.321
1,-1.93,2.833,55.697
0,-1.943,3.075,60.257
-1,-1.959,3.463,60.348
-1,-1.979,4.047,31.977
-2,-1.999,4.218,45.881
-2,-2.021,4.211,32.813
-2,-2.044,4.207,28.466
-2,-2.063,3.735,37.139
-2,-2.08,3.014,52.869
-3,-2.094,2.405,88.839
-2,-2.103,1.833,70.817
-4,-2.111,1.396,134.61
-5,-2.116,1.2,143.475
-7,-2.122,1.445,171.855
-8,-2.131,2.057,158.465
-11,-2.143,2.728,196.897
-12,-2.16,3.774,161.541
-14,-2.183,4.982,161.031
-16,-2.209,5.648,165.369
-16,-2.24,6.241,125.841
-17,-2.31,7.052,104.114
-17,-2.346,6.695,106.681
-18,-2.38,6.324,132.332
-17,-2.41,5.665,112.725
-17,-2.437,4.873,137.309
-18,-2.46,4.124,175.257
-18,-2.478,3.516,178.974
-21,-2.512,2.988,245.216
-22,-2.527,3.113,243.731
-23,-2.546,3.897,232.785
-26,-2.567,4.513,271.046
-27,-2.591,5.152,245.218
-28,-2.622,6.293,222.51
-29,-2.657,7.077,208.766
-31,-2.737,8.084,193.692
-30,-2.78,8.297,148.517
-31,-2.823,8.017,178.961
-30,-2.865,7.622,150.064
-30,-2.903,7.067,166.384
-29,-2.939,6.303,157.45
-30,-2.969,5.444,205.806
-30,-3.021,4.351,225.093
-30,-3.042,3.886,224.676
-31,-3.062,3.704,248.23
-31,-3.083,3.974,228.286
-32,-3.104,4.274,238.825
-33,-3.129,4.632,238.323
-34,-3.156,5.179,232.306
-35,-3.217,5.789,227.119
-34,-3.248,5.766,181.528
-34,-3.279,5.654,187.555
-34,-3.309,5.392,188.887
-33,-3.337,5.051,170.23
-34,-3.366,4.86,201.431
-33,-3.395,4.665,169.718
-32,-3.449,4.455,151.532
-33,-3.475,4.299,182.408
-32,-3.499,4.089,152.123
-31,-3.522,3.87,140.0
-31,-3.543,3.372,158.332
-31,-3.561,2.827,169.5
-30,-3.577,2.515,152.363
-29,-3.605,1.989,147.952
-30,-3.619,2.014,176.213
-29,-3.631,1.972,143.813
-28,-3.643,1.854,131.184
-29,-3.656,1.777,162.392
-28,-3.667,1.759,129.543
-27,-3.681,1.839,111.493
-27,-3.702,1.257,132.14
-25,-3.713,1.194,87.067
-25,-3.721,0.854,112.528
-25,-3.726,0.226,128.48
-23,-3.73,-0.008,89.152
-23,-3.732,-0.323,115.247
-24,-3.731,-0.919,153.938
-23,-3.729,-1.023,125.782
-22,-3.727,-0.859,108.548
-23,-3.735,1.123,86.098
-21,-3.763,4.775,-69.789
-20,-3.792,4.768,-79.82
-16,-3.803,0.843,-58.635
-14,-3.797,-2.786,29.699
-11,-3.778,-4.999,42.713
-11,-3.749,-6.473,114.386
-10,-3.715,-7.325,121.53
-12,-3.678,-7.233,180.349
-12,-3.644,-6.213,142.242
-14,-3.62,-4.628,150.114
-15,-3.602,-3.0,115.187
-16,-3.594,-1.336,86.409
-15,-3.596,0.282,11.895
-15,-3.604,1.198,-4.812
-14,-3.613,1.483,-36.448
-13,-3.626,1.446,-51.526
-10,-3.636,0.694,-91.812
-8,-3.64,-0.474,-79.841
-5,-3.64,-1.607,-99.245
-3,-3.63,-3.319,-69.779
0,-3.608,-5.274,-63.255
0,-3.581,-6.534,2.325
0,-3.546,-7.4,32.343
1,-3.507,-7.88,30.227
0,-3.47,-7.651,62.978
0,-3.433,-6.942,42.616
0,-3.404,-5.683,14.947
0,-3.382,-4.326,-16.643
0,-3.364,-3.399,-37.604
0,-3.354,-2.443,-60.868
1,-3.346,-1.829,-97.984
2,-3.338,-1.934,-107.25
4,-3.332,-2.075,-138.228
5,-3.323,-2.417,-132.007
8,-3.309,-3.225,-166.43
9,-3.295,-4.064,-137.025
10,-3.273,-4.983,-121.988
12,-3.247,-5.818,-130.823
13,-3.219,-6.36,-115.604
14,-3.185,-6.969,-106.317
13,-3.151,-7.246,-60.856
14,-3.116,-6.975,-92.744
14,-3.081,-6.689,-84.602
14,-3.051,-6.173,-92.294
13,-3.023,-5.353,-86.206
14,-2.998,-4.617,-132.329
14,-2.979,-3.946,-137.565
15,-2.962,-3.445,-170.085
15,-2.947,-3.165,-165.713
17,-2.934,-3.06,-210.936
18,-2.919,-3.385,-204.071
20,-2.902,-3.961,-221.558
22,-2.882,-4.535,-229.732
23,-2.858,-5.351,-208.098
25,-2.83,-6.204,-216.049
26,-2.798,-6.772,-199.612
26,-2.763,-7.333,-169.063
28,-2.725,-7.837,-193.307
27,-2.686,-8.069,-139.339
28,-2.644,-8.162,-160.268
27,-2.604,-8.0,-125.511
27,-2.565,-7.694,-135.054
27,-2.526,-7.421,-134.804
26,-2.491,-6.94,-118.292
26,-2.457,-6.384,-135.494
26,-2.426,-5.834,-144.141
25,-2.399,-5.175,-134.05
26,-2.374,-4.592,-176.222
25,-2.353,-4.104,-153.887
26,-2.334,-3.769,-190.588
26,-2.315,-3.676,-180.656
26,-2.297,-3.682,-177.197
27,-2.278,-3.767,-193.879
27,-2.259,-3.925,-177.223
28,-2.239,-4.164,-189.536
27,-2.217,-4.444,-146.647
29,-2.194,-4.612,-191.714
28,-2.17,-4.757,-143.14
28,-2.145,-4.948,-142.217
27,-2.119,-4.931,-115.408
28,-2.094,-4.699,-148.3
27,-2.07,-4.474,-118.377
26,-2.048,-4.089,-110.9
26,-2.029,-3.447,-133.251
25,-2.012,-2.895,-122.422
26,-1.998,-2.514,-161.282
25,-1.986,-2.083,-139.294
25,-1.976,-1.713,-156.317
25,-1.968,-1.513,-160.172
25,-1.961,-1.449,-160.708
26,-1.952,-1.551,-179.036
25,-1.944,-1.709,-142.064
26,-1.934,-1.903,-166.641
26,-1.923,-2.133,-149.697
26,-1.912,-2.316,-142.801
26,-1.899,-2.47,-136.357
25,-1.885,-2.496,-110.811
25,-1.872,-2.377,-120.463
25,-1.859,-2.217,-122.394
25,-1.848,-1.97,-126.905
24,-1.837,-1.645,-111.295
23,-1.829,-1.302,-105.45
24,-1.823,-0.957,-144.952
23,-1.818,-0.721,-119.112
23,-1.814,-0.575,-131.364
22,-1.812,-0.385,-113.647
23,-1.809,-0.34,-145.903
23,-1.816,1.522,-187.918
23,-1.841,4.828,-280.729
24,-1.865,4.315,-294.593
27,-1.87,0.282,-247.459
29,-1.857,-3.314,-167.893
29,-1.829,-5.729,-80.881
29,-1.792,-7.211,-34.538
27,-1.751,-7.734,32.249
25,-1.708,-7.242,54.407
21,-1.672,-5.82,95.771
18,-1.645,-3.7,76.361
14,-1.63,-1.151,74.613
12,-1.629,1.602,10.764
9,-1.644,4.173,-10.867
8,-1.67,6.162,-73.165
8,-1.705,7.437,-122.995
8,-1.745,7.881,-142.85
10,-1.785,7.402,-182.965
12,-1.821,6.22,-185.976
14,-1.849,4.443,-171.568
15,-1.864,2.245,-121.179
16,-1.869,0.093,-78.752
16,-1.862,-1.804,-18.287
16,-1.849,-3.173,20.369
14,-1.831,-3.609,80.293
12,-1.812,-3.17,99.439
9,-1.796,-1.988,120.542
5,-1.788,-0.184,137.294
3,-1.79,1.947,89.581
0,-1.806,4.184,76.644
0,-1.832,6.22,-9.339
-1,-1.911,8.407,-78.382
0,-1.954,8.106,-92.563
1,-1.994,7.043,-85.839
2,-2.026,5.354,-60.842
4,-2.046,3.31,-46.776
4,-2.056,1.305,22.179
2,-2.038,-3.186,180.721
0,-2.001,-6.561,313.504
-4,-1.965,-5.358,360.786
-10,-1.955,0.026,319.122
-15,-1.972,5.259,235.871
-19,-2.013,9.474,161.295
-20,-2.075,13.007,42.261
-20,-2.151,14.998,-34.311
-18,-2.232,15.07,-96.972
-15,-2.309,13.925,-131.397
-11,-2.377,11.595,-146.102
-7,-2.43,8.046,-116.408
-4,-2.46,3.963,-45.833
-1,-2.468,-0.002,17.129
-1,-2.458,-3.359,134.964
-1,-2.432,-5.485,196.515
-4,-2.399,-6.073,285.926
-8,-2.366,-5.407,337.988
-12,-2.339,-3.509,347.199
-18,-2.329,-0.393,365.867
-21,-2.335,3.228,282.652
-25,-2.362,6.853,244.366
-27,-2.408,10.042,160.179
-27,-2.467,12.231,72.824
-27,-2.537,13.344,29.696
-25,-2.608,13.196,-25.1
-22,-2.673,11.816,-50.777
-20,-2.729,9.568,-20.348
-16,-2.771,6.665,-23.433
-15,-2.798,3.626,65.094
-13,-2.809,0.85,100.629
-12,-2.806,-1.431,157.216
-14,-2.795,-2.852,251.18
-15,-2.776,-3.238,269.777
-18,-2.763,-2.389,308.647
-22,-2.755,-0.673,327.884
-24,-2.756,1.354,283.3
-27,-2.772,3.634,269.554
-29,-2.797,5.746,226.917
-30,-2.833,7.545,177.005
-30,-2.879,8.986,120.969
-30,-2.928,9.487,98.3
-29,-2.979,9.34,69.963
-27,-3.029,8.919,35.344
-26,-3.074,7.724,53.824
-24,-3.111,6.018,55.905
-22,-3.14,4.332,67.986
-21,-3.158,2.481,109.084
-21,-3.168,0.74,162.537
-20,-3.169,-0.45,171.533
-21,-3.165,-1.193,223.699
-23,-3.158,-1.361,265.601
-23,-3.154,-0.757,232.9
-26,-3.154,0.332,271.505
-27,-3.161,1.638,231.558
-29,-3.176,3.157,224.472
-29,-3.199,4.537,165.783
-30,-3.227,5.435,159.145
-29,-3.26,6.099,103.84
-29,-3.296,6.447,96.773
-27,-3.331,6.182,52.161
-27,-3.365,5.474,82.356
-25,-3.393,4.433,59.74
-23,-3.415,3.168,62.074
-23,-3.43,1.778,114.01
-21,-3.436,0.371,105.401
-21,-3.437,-0.662,150.571
-21,-3.433,-1.38,170.636
-22,-3.426,-1.723,203.851
-22,-3.421,-1.312,185.301
-23,-3.417,-0.616,190.225
-24,-3.418,0.152,183.472
-24,-3.426,1.289,143.114
-25,-3.438,2.273,137.299
-25,-3.454,2.764,112.408
-24,-3.473,3.039,79.187
-24,-3.491,2.983,86.243
-22,-3.508,2.595,48.449
-22,-3.524,2.048,77.86
-20,-3.534,1.201,53.544
-19,-3.541,0.212,74.076
-19,-3.542,-0.775,109.177
-18,-3.536,-1.685,112.1
-18,-3.529,-2.12,134.112
-19,-3.52,-2.254,162.203
-18,-3.509,-2.108,129.135
-19,-3.505,-1.394,142.763
-19,-3.503,0.093,86.211
-19,-3.512,0.993,69.781
-19,-3.52,1.333,59.317
-18,-3.528,1.422,33.044
-17,-3.539,1.388,18.468
-15,-3.545,0.595,2.469
-15,-3.547,-0.349,45.062
-14,-3.546,-1.126,43.466
-13,-3.539,-2.098,57.276
-13,-3.53,-2.622,82.076
-12,-3.52,-2.572,60.47
-12,-3.508,-2.609,72.77
-12,-3.498,-2.458,70.839
-12,-3.49,-1.895,57.641
-12,-3.485,-1.364,44.832
-11,-3.482,-0.968,12.39
-10,-3.482,-0.648,-9.485
-9,-3.483,-0.517,-26.464
-8,-3.483,-0.754,-33.638
-7,-3.48,-1.462,-27.688
-5,-3.472,-2.319,-39.439
-3,-3.462,-3.007,-46.126
-3,-3.448,-3.672,-7.771
-1,-3.429,-4.262,-33.417
-1,-3.41,-4.57,-3.561
0,-3.388,-4.791,-15.746
0,-3.366,-4.857,-0.551
0,-3.345,-4.566,-4.094
0,-3.324,-4.219,-9.182
0,-3.305,-3.814,-16.236
0,-3.291,-3.223,-28.972
0,-3.278,-2.707,-40.078
1,-3.268,-2.266,-72.285
2,-3.261,-1.933,-93.183
3,-3.253,-1.908,-105.958
4,-3.247,-2.028,-115.03
6,-3.238,-2.324,-141.497
7,-3.227,-2.977,-126.655
9,-3.213,-3.696,-140.833
10,-3.195,-4.272,-126.753
11,-3.173,-4.874,-120.055
13,-3.149,-5.536,-133.712
13,-3.121,-6.091,-95.818
13,-3.09,-6.397,-81.615
14,-3.059,-6.347,-99.37
14,-3.03,-6.115,-90.847
14,-3.0,-5.795,-93.646
13,-2.975,-5.123,-84.117
14,-2.953,-4.404,-130.301
14,-2.933,-3.969,-129.136
15,-2.917,-3.488,-161.328
16,-2.904,-3.087,-182.925
16,-2.89,-3.157,-169.489
18,-2.875,-3.487,-202.857
20,-2.859,-3.867,-216.806
21,-2.839,-4.476,-201.563
22,-2.816,-5.205,-191.352
24,-2.79,-5.759,-207.665
24,-2.761,-6.295,-170.043
26,-2.728,-6.785,-195.738
25,-2.695,-6.966,-144.345
27,-2.66,-7.063,-188.875
26,-2.625,-7.103,-140.822
26,-2.591,-6.89,-148.988
26,-2.558,-6.665,-148.53
27,-2.526,-6.49,-169.506
26,-2.495,-6.26,-138.329
26,-2.464,-5.993,-148.529
26,-2.436,-5.639,-152.527
26,-2.409,-5.344,-155.221
26,-2.383,-5.107,-156.56
26,-2.359,-4.699,-162.942
26,-2.337,-4.338,-168.297
27,-2.316,-4.123,-192.57
26,-2.297,-3.853,-164.901
27,-2.278,-3.662,-197.861
28,-2.261,-3.616,-209.422
28,-2.243,-3.786,-192.745
28,-2.223,-4.117,-180.223
29,-2.203,-4.271,-194.965
29,-2.181,-4.559,-174.266
29,-2.156,-5.021,-157.293
29,-2.131,-5.016,-152.866
29,-2.106,-4.87,-151.962
29,-2.08,-4.891,-146.576
29,-2.057,-4.57,-150.813
28,-2.035,-4.077,-137.344
28,-2.015,-3.683,-152.982
27,-1.998,-3.227,-139.54
28,-1.982,-2.874,-177.334
27,-1.968,-2.621,-150.166
28,-1.955,-2.409,-184.936
27,-1.943,-2.367,-152.46
28,-1.931,-2.369,-181.697
28,-1.919,-2.438,-168.794
28,-1.906,-2.641,-161.021
27,-1.892,-2.726,-133.861
