encoder_value,roll_value,gyro_value,pid
33,-2.221,-4.007,-251.612
33,-2.199,-4.581,-214.551
34,-2.174,-5.157,-217.053
34,-2.146,-5.543,-192.771
34,-2.117,-5.827,-179.674
34,-2.085,-5.942,-170.778
34,-2.055,-5.735,-170.644
33,-2.027,-5.389,-151.991
33,-2.0,-4.979,-166.874
33,-1.977,-4.455,-176.441
32,-1.955,-4.07,-160.144
32,-1.934,-3.83,-171.673
32,-1.916,-3.507,-176.867
31,-1.898,-3.298,-156.603
31,-1.88,-3.207,-164.71
31,-1.864,-2.963,-168.289
31,-1.848,-2.766,-170.652
31,-1.833,-2.645,-171.221
30,-1.82,-2.4,-152.985
31,-1.807,-2.194,-187.548
30,-1.796,-2.083,-157.228
30,-1.785,-2.031,-165.59
30,-1.773,-1.999,-164.476
30,-1.763,-1.933,-164.504
30,-1.752,-2.037,-159.788
30,-1.74,-2.18,-153.951
29,-1.728,-2.139,-130.578
29,-1.716,-2.109,-138.063
28,-1.704,-2.01,-116.196
28,-1.693,-1.729,-130.785
27,-1.684,-1.393,-115.617
27,-1.677,-0.963,-134.866
26,-1.673,-0.557,-122.518
26,-1.669,-0.322,-137.164
26,-1.667,-0.169,-141.102
25,-1.665,-0.175,-118.326
26,-1.662,-0.277,-146.685
25,-1.66,-0.335,-113.681
24,-1.655,-0.551,-93.713
24,-1.651,-0.689,-98.332
24,-1.647,-0.621,-99.565
23,-1.641,-0.628,-76.094
22,-1.638,-0.429,-67.391
20,-1.635,0.318,-60.03
20,-1.638,0.806,-82.548
19,-1.642,1.331,-75.17
18,-1.649,1.704,-73.051
18,-1.658,2.015,-92.252
18,-1.668,2.13,-97.472
17,-1.678,1.964,-72.647
17,-1.686,1.784,-78.719
17,-1.694,1.599,-75.527
16,-1.7,1.254,-45.243
16,-1.705,0.974,-47.841
14,-1.709,0.899,-1.87
14,-1.713,0.847,-19.321
14,-1.716,0.884,-21.103
12,-1.726,1.135,6.038
11,-1.728,1.021,22.029
9,-1.732,1.126,54.309
8,-1.737,1.499,47.837
6,-1.744,2.038,68.15
4,-1.757,3.114,64.045
3,-1.775,4.404,30.784
1,-1.8,5.364,36.417
0,-1.83,6.162,13.969
0,-1.862,6.745,-16.975
0,-1.898,6.828,-26.15
0,-1.931,6.412,-21.845
0,-1.962,5.766,-10.866
0,-1.99,5.021,3.443
0,-2.012,4.047,24.793
0,-2.029,3.067,47.445
0,-2.042,2.447,61.273
-1,-2.052,2.058,91.963
-2,-2.061,1.8,110.647
-3,-2.07,1.905,119.666
-4,-2.079,2.302,120.801
-6,-2.092,2.761,142.132
-8,-2.107,3.357,150.42
-9,-2.126,4.093,131.903
-11,-2.148,4.649,148.844
-12,-2.171,4.968,140.412
-13,-2.198,5.456,135.821
-13,-2.228,5.949,108.014
-15,-2.258,5.961,146.751
-15,-2.288,5.844,126.161
-15,-2.319,5.841,120.254
-16,-2.347,5.463,147.234
-16,-2.373,4.91,147.977
-17,-2.399,4.686,171.415
-18,-2.421,4.486,186.014
-19,-2.443,4.381,198.076
-20,-2.467,4.653,199.787
-21,-2.492,4.957,200.612
-22,-2.519,5.318,199.404
-23,-2.548,5.801,194.45
-25,-2.579,6.128,215.876
-25,-2.612,6.417,184.108
-25,-2.646,6.648,171.381
-27,-2.681,6.606,210.817
-26,-2.715,6.6,164.054
-27,-2.751,6.599,188.706
-27,-2.783,6.2,184.11
-28,-2.815,5.806,210.934
-27,-2.846,5.596,179.326
-29,-2.873,5.178,239.102
-29,-2.899,4.963,221.987
-29,-2.927,5.252,209.057
-30,-2.956,5.446,221.073
-31,-2.984,5.553,226.362
-31,-3.016,5.987,199.906
-32,-3.049,6.315,207.392
-32,-3.083,6.314,192.139
-32,-3.117,6.36,184.344
-32,-3.152,6.331,178.591
-32,-3.185,6.033,180.142
-32,-3.217,5.666,183.834
-31,-3.247,5.329,164.793
-32,-3.275,5.001,199.577
-31,-3.301,4.703,171.167
-31,-3.326,4.514,180.439
-31,-3.351,4.454,177.388
-31,-3.376,4.436,173.193
-31,-3.401,4.431,168.606
-31,-3.426,4.392,164.972
-30,-3.451,4.269,141.159
-31,-3.475,4.011,174.921
-29,-3.496,3.644,126.91
-30,-3.517,3.368,170.678
-29,-3.536,3.141,141.773
-28,-3.554,2.895,131.487
-29,-3.572,2.669,165.723
-27,-3.587,2.423,115.701
-28,-3.603,2.276,157.023
-27,-3.616,2.074,128.59
-27,-3.628,1.763,143.726
-26,-3.64,1.649,122.174
-26,-3.651,1.617,130.023
-26,-3.662,1.591,128.64
-25,-3.674,1.573,104.536
-24,-3.684,1.279,97.064
-24,-3.693,0.8,117.266
-23,-3.699,0.434,103.499
-23,-3.703,0.155,119.193
-22,-3.706,-0.122,103.726
-22,-3.708,-0.357,118.774
-22,-3.708,-0.482,122.201
-21,-3.709,-0.479,99.836
-21,-3.72,1.612,51.302
-21,-3.75,5.149,-48.112
-18,-3.781,4.914,-115.319
-15,-3.795,1.09,-57.231
-12,-3.791,-2.553,-0.164
-9,-3.77,-5.06,29.839
-10,-3.742,-6.774,130.229
-9,-3.706,-7.661,129.76
-12,-3.637,-5.793,152.434
-14,-3.613,-4.313,154.235
-14,-3.596,-2.272,85.673
-15,-3.592,-0.069,50.699
-15,-3.598,1.438,0.765
-14,-3.612,2.461,-51.317
-13,-3.63,2.832,-78.168
-10,-3.645,2.095,-119.969
-8,-3.657,0.828,-106.699
-4,-3.662,-0.767,-137.351
-1,-3.655,-2.973,-109.104
1,-3.637,-5.084,-67.755
2,-3.609,-6.63,-25.838
3,-3.573,-7.819,-0.688
3,-3.534,-8.383,30.935
2,-3.493,-8.153,55.465
2,-3.455,-7.317,31.959
0,-3.424,-6.034,49.04
0,-3.398,-4.527,-3.729
0,-3.383,-2.806,-46.269
0,-3.377,-1.274,-85.692
0,-3.376,-0.42,-108.122
4,-3.385,0.046,-194.317
7,-3.384,-1.155,-211.8
10,-3.378,-2.699,-210.456
12,-3.365,-4.15,-187.591
15,-3.342,-5.734,-190.566
17,-3.311,-7.243,-162.786
18,-3.271,-8.66,-122.051
18,-3.225,-9.597,-79.241
18,-3.178,-9.679,-67.969
18,-3.129,-9.518,-62.655
17,-3.083,-9.0,-44.874
16,-3.042,-7.728,-57.199
16,-3.008,-6.351,-95.867
15,-2.981,-5.068,-102.229
16,-2.961,-3.748,-164.829
15,-2.947,-2.742,-157.48
17,-2.937,-2.165,-224.833
19,-2.93,-1.992,-255.249
20,-2.921,-2.355,-248.666
23,-2.909,-3.162,-283.463
25,-2.892,-4.265,-269.28
28,-2.868,-5.67,-276.968
29,-2.837,-7.028,-230.773
31,-2.8,-8.141,-230.105
31,-2.756,-9.187,-176.086
32,-2.708,-9.914,-169.995
32,-2.657,-10.117,-145.965
31,-2.606,-9.967,-117.659
30,-2.557,-9.472,-107.883
30,-2.511,-8.703,-128.352
29,-2.469,-7.839,-120.724
28,-2.433,-6.818,-127.264
28,-2.402,-5.659,-161.108
27,-2.377,-4.654,-160.598
27,-2.356,-3.954,-184.163
28,-2.338,-3.449,-216.785
28,-2.323,-3.221,-210.99
29,-2.306,-3.357,-226.917
29,-2.286,-3.632,-207.042
31,-2.265,-4.048,-236.976
31,-2.242,-4.653,-198.802
31,-2.216,-5.199,-179.509
32,-2.188,-5.523,-188.082
31,-2.159,-5.689,-146.905
32,-2.129,-5.724,-171.646
31,-2.1,-5.466,-141.708
31,-2.073,-5.015,-157.514
30,-2.048,-4.549,-142.74
30,-2.027,-3.979,-162.801
30,-2.008,-3.456,-173.215
29,-1.991,-3.14,-156.066
29,-1.976,-2.894,-168.77
30,-1.961,-2.709,-193.614
29,-1.948,-2.701,-159.973
30,-1.933,-2.737,-187.824
29,-1.92,-2.679,-155.554
29,-1.905,-2.697,-161.392
30,-1.89,-2.703,-181.115
29,-1.877,-2.574,-150.784
29,-1.863,-2.5,-159.098
29,-1.85,-2.344,-161.026
29,-1.839,-2.176,-163.48
29,-1.826,-2.196,-160.753
29,-1.815,-2.153,-159.964
29,-1.803,-2.163,-157.636
28,-1.79,-2.343,-128.142
28,-1.778,-2.362,-134.317
28,-1.764,-2.296,-133.727
27,-1.751,-2.281,-109.307
27,-1.739,-2.08,-121.46
26,-1.729,-1.71,-106.974
26,-1.719,-1.36,-123.628
25,-1.713,-0.983,-110.115
24,-1.708,-0.581,-106.536
24,-1.705,-0.215,-124.797
24,-1.704,0.094,-133.066
24,-1.704,0.256,-137.635
23,-1.706,0.358,-118.353
24,-1.707,0.39,-151.121
23,-1.718,2.177,-169.403
24,-1.745,5.295,-289.081
25,-1.772,4.71,-292.698
27,-1.779,0.626,-222.064
29,-1.767,-2.949,-152.32
29,-1.743,-5.173,-70.982
28,-1.708,-6.607,-3.887
27,-1.673,-7.026,27.464
26,-1.635,-6.285,28.53
23,-1.602,-5.026,59.915
19,-1.578,-3.558,88.673
17,-1.562,-1.588,48.635
13,-1.561,1.092,49.702
10,-1.571,3.543,14.108
9,-1.592,5.27,-40.256
8,-1.664,8.005,-122.632
8,-1.705,7.97,-129.879
10,-1.746,7.338,-166.253
12,-1.78,6.092,-167.149
13,-1.805,4.221,-127.343
14,-1.821,2.185,-90.091
15,-1.824,0.237,-52.799
14,-1.819,-1.345,21.431
14,-1.806,-2.293,40.069
11,-1.79,-2.468,115.046
9,-1.775,-1.829,119.086
5,-1.767,-0.52,157.883
2,-1.767,1.404,138.487
0,-1.78,3.894,88.123
-4,-1.842,7.77,27.057
-3,-1.886,8.829,-50.011
-3,-1.935,9.212,-60.86
-1,-1.979,8.29,-90.186
0,-2.018,6.698,-60.353
1,-2.048,4.846,-30.639
2,-2.064,2.648,10.743
2,-2.072,0.741,68.654
1,-2.07,-0.55,125.848
0,-2.062,-1.117,155.921
-3,-2.056,-0.789,206.903
-5,-2.05,0.153,201.198
-8,-2.055,1.817,205.719
-11,-2.071,3.851,189.37
-13,-2.094,5.631,155.725
-15,-2.13,7.375,129.523
-16,-2.172,8.531,95.28
-15,-2.216,8.769,48.976
-16,-2.264,8.752,71.499
-14,-2.307,8.171,24.583
-14,-2.346,6.917,68.119
-14,-2.379,5.579,97.226
-13,-2.402,4.207,106.558
-13,-2.421,2.979,144.556
-14,-2.432,1.985,191.128
-15,-2.438,1.305,221.584
-17,-2.445,1.307,256.459
-19,-2.45,1.709,271.871
-21,-2.459,2.449,277.767
-24,-2.475,3.805,288.382
-26,-2.498,5.304,262.486
-29,-2.53,6.76,267.361
-29,-2.57,8.248,193.47
-31,-2.616,9.308,201.366
-31,-2.666,9.784,161.176
-31,-2.718,9.843,149.591
-30,-2.769,9.438,128.167
-30,-2.816,8.639,149.148
-29,-2.858,7.664,144.371
-29,-2.895,6.633,173.595
-28,-2.927,5.688,170.127
-29,-2.955,4.934,216.188
-29,-2.98,4.388,217.206
-29,-3.002,4.12,220.113
-30,-3.024,4.085,239.422
-31,-3.046,4.196,245.953
-32,-3.07,4.512,246.669
-32,-3.095,4.862,223.702
-33,-3.123,5.07,235.589
-34,-3.151,5.313,237.331
-34,-3.181,5.631,214.403
-35,-3.212,5.818,225.994
-34,-3.243,5.848,187.936
-35,-3.275,5.883,212.493
-34,-3.307,5.981,172.484
-35,-3.34,6.013,196.726
-34,-3.373,5.866,163.141
-34,-3.404,5.628,172.443
-33,-3.435,5.354,151.442
-33,-3.464,4.95,165.694
-32,-3.49,4.45,151.604
-32,-3.514,3.923,170.133
-31,-3.534,3.393,157.976
-31,-3.553,2.996,174.063
-31,-3.569,2.772,176.969
-30,-3.586,2.656,154.654
-31,-3.602,2.599,184.622
-30,-3.617,2.555,151.696
-30,-3.634,2.586,156.828
-29,-3.65,2.542,132.558
-30,-3.665,2.3,167.762
-28,-3.679,2.123,116.093
-29,-3.693,1.937,158.869
-27,-3.704,1.598,112.088
-28,-3.715,1.363,156.653
-27,-3.724,1.104,130.67
-26,-3.731,0.734,125.819
-26,-3.738,0.488,140.163
-26,-3.742,0.269,145.438
-26,-3.746,0.14,148.299
-25,-3.75,0.064,127.363
-25,-3.751,-0.143,141.683
-25,-3.754,-0.188,142.654
-25,-3.756,-0.126,140.795
-24,-3.758,-0.235,121.163
-25,-3.76,-0.365,155.847
-24,-3.75,-2.464,182.228
-25,-3.722,-5.964,312.176
-26,-3.693,-5.644,323.217
-28,-3.682,-1.797,259.661
-30,-3.691,1.703,192.582
-32,-3.71,3.961,156.221
-31,-3.738,5.544,68.678
-30,-3.775,6.657,18.606
-27,-3.815,6.866,-53.06
-25,-3.855,6.224,-61.75
-22,-3.888,4.824,-80.602
-17,-3.911,2.584,-111.074
-15,-3.923,-0.108,-42.084
-10,-3.917,-2.871,-61.972
-9,-3.898,-5.443,32.287
-7,-3.867,-7.414,54.804
-6,-3.829,-8.387,83.668
-7,-3.789,-8.387,123.07
-8,-3.748,-7.802,129.162
-9,-3.714,-6.525,115.69
-10,-3.689,-4.698,85.893
-11,-3.673,-2.936,56.113
-10,-3.667,-1.181,-20.648
-10,-3.671,0.308,-51.836
-8,-3.679,0.944,-115.142
-6,-3.691,0.957,-144.75
-2,-3.699,0.187,-197.947
1,-3.699,-1.703,-179.353
4,-3.689,-3.931,-158.934
7,-3.665,-5.937,-141.727
9,-3.632,-7.879,-101.746
10,-3.589,-9.544,-53.762
11,-3.539,-10.276,-38.079
10,-3.49,-9.955,-5.526
9,-3.442,-9.276,-0.623
9,-3.4,-8.247,-28.519
8,-3.366,-6.56,-44.147
8,-3.339,-4.907,-91.636
9,-3.321,-3.73,-141.731
9,-3.308,-2.861,-153.362
10,-3.295,-2.291,-188.299
13,-3.285,-2.15,-248.745
15,-3.275,-2.711,-250.122
18,-3.262,-3.648,-272.265
20,-3.245,-4.548,-263.479
23,-3.22,-6.006,-269.604
25,-3.186,-7.841,-232.541
27,-3.146,-9.113,-218.138
28,-3.099,-10.029,-189.29
29,-3.047,-10.774,-172.952
28,-2.993,-10.915,-127.546
29,-2.939,-10.505,-159.372
28,-2.89,-9.785,-137.45
28,-2.844,-8.902,-160.961
28,-2.803,-7.927,-178.885
28,-2.768,-6.918,-198.928
28,-2.736,-6.197,-212.055
29,-2.707,-5.741,-241.193
29,-2.682,-5.42,-236.015
31,-2.656,-5.48,-274.397
32,-2.629,-5.812,-265.166
33,-2.601,-6.196,-263.178
35,-2.569,-6.641,-281.387
35,-2.536,-7.084,-245.521
37,-2.5,-7.535,-271.718
37,-2.462,-7.935,-236.131
38,-2.422,-8.288,-241.652
38,-2.379,-8.674,-214.381
38,-2.335,-8.947,-198.792
38,-2.29,-9.022,-188.12
37,-2.244,-8.876,-160.823
37,-2.2,-8.466,-172.241
37,-2.158,-7.88,-179.861
36,-2.12,-7.169,-169.011
35,-2.086,-6.326,-171.445
35,-2.057,-5.449,-198.115
35,-2.032,-4.735,-212.438
34,-2.01,-4.272,-198.169
35,-1.989,-3.936,-234.76
35,-1.971,-3.771,-226.844
35,-1.951,-3.971,-217.959
36,-1.93,-4.261,-228.894
36,-1.908,-4.424,-211.71
36,-1.884,-4.666,-200.849
35,-1.86,-4.811,-170.001
36,-1.835,-4.694,-199.938
36,-1.811,-4.567,-189.929
35,-1.788,-4.4,-167.714
35,-1.766,-4.053,-181.825
34,-1.746,-3.752,-163.669
34,-1.726,-3.677,-170.97
34,-1.707,-3.575,-170.23
33,-1.689,-3.319,-151.367
33,-1.671,-3.124,-162.298
32,-1.655,-2.927,-142.184
32,-1.64,-2.618,-156.639
32,-1.627,-2.272,-163.417
31,-1.616,-1.93,-148.15
30,-1.605,-1.648,-140.392
31,-1.597,-1.331,-178.904
29,-1.591,-1.058,-131.364
30,-1.584,-1.013,-171.835
29,-1.58,-0.941,-141.697
29,-1.574,-0.94,-149.814
29,-1.557,-3.165,-87.705
28,-1.522,-6.691,34.842
26,-1.486,-6.293,67.19
23,-1.468,-2.253,12.868
19,-1.474,1.515,-25.346
18,-1.491,4.113,-111.081
17,-1.522,6.156,-157.907
17,-1.558,7.297,-204.581
19,-1.596,7.099,-251.954
20,-1.634,6.224,-241.042
23,-1.663,4.648,-263.643
24,-1.681,2.309,-201.137
27,-1.686,-0.122,-196.49
26,-1.678,-2.359,-86.506
27,-1.658,-4.097,-68.24
26,-1.633,-5.036,-7.271
23,-1.604,-5.249,62.352
22,-1.578,-4.449,41.904
18,-1.559,-2.721,80.439
15,-1.548,-0.8,63.322
12,-1.548,1.446,44.132
9,-1.562,3.873,17.42
8,-1.585,5.676,-39.346
8,-1.62,7.076,-92.282
8,-1.701,7.887,-138.942
9,-1.742,7.257,-144.028
11,-1.775,5.886,-150.448
12,-1.798,3.881,-106.585
13,-1.814,2.083,-75.664
13,-1.818,0.414,-23.417
13,-1.814,-0.953,13.458
12,-1.807,-1.497,51.65
10,-1.786,-3.49,144.471
7,-1.749,-6.207,273.18
2,-1.72,-4.315,314.318
-1,-1.716,1.301,188.831
-7,-1.742,6.568,152.236
-8,-1.788,10.449,8.98
-8,-1.924,13.934,-128.008
-5,-1.997,13.376,-186.208
-2,-2.063,11.214,-182.457
1,-2.115,8.07,-150.009
4,-2.147,4.477,-101.749
6,-2.16,0.935,-28.685
6,-2.155,-2.126,71.287
6,-2.135,-4.203,130.234
3,-2.11,-4.802,218.401
0,-2.084,-4.206,248.393
-3,-2.065,-2.581,249.654
-7,-2.06,0.198,240.022
-12,-2.07,3.441,228.785
-14,-2.096,6.372,146.313
-16,-2.138,8.721,102.889
-16,-2.189,10.375,31.115
-16,-2.248,11.308,-5.149
-14,-2.309,11.148,-57.882
-12,-2.365,9.687,-57.05
-9,-2.411,7.575,-59.634
-7,-2.444,5.074,-18.007
-6,-2.461,2.1,52.83
-5,-2.465,-0.474,106.789
-5,-2.458,-2.006,157.756
-7,-2.443,-2.794,226.586
-9,-2.428,-2.694,254.058
-13,-2.418,-1.39,293.575
-16,-2.416,0.749,269.043
-19,-2.429,3.185,242.752
-22,-2.453,5.423,219.366
-23,-2.488,7.394,156.137
-24,-2.534,9.145,114.252
-25,-2.586,10.014,94.648
-23,-2.639,9.987,31.172
-22,-2.693,9.563,27.408
-20,-2.74,8.422,12.482
-19,-2.781,6.78,43.473
-17,-2.814,5.168,43.861
-16,-2.836,3.418,81.4
-15,-2.851,1.773,108.749
-15,-2.858,0.587,147.809
-16,-2.859,-0.171,190.32
-16,-2.859,-0.368,186.785
-18,-2.859,-0.093,224.499
-20,-2.861,0.535,234.806
-22,-2.868,1.664,230.598
-23,-2.882,2.898,199.978
-25,-2.901,3.856,207.0
-25,-2.926,4.885,157.131
-26,-2.958,5.873,147.414
-25,-2.992,6.308,97.922
-25,-3.028,6.284,100.652
-25,-3.062,6.004,101.56
-24,-3.094,5.545,85.137
-23,-3.124,4.942,81.836
-22,-3.149,4.113,85.564
-21,-3.17,3.353,88.116
-21,-3.19,2.795,108.213
-21,-3.204,2.152,122.52
-20,-3.216,1.624,111.878
-19,-3.227,1.348,103.746
-20,-3.235,1.078,140.863
-20,-3.244,0.99,132.775
-19,-3.253,1.087,106.173
-20,-3.261,0.943,140.019
-20,-3.268,0.801,133.648
-19,-3.276,0.974,105.171
-20,-3.284,1.046,133.227
-20,-3.292,0.981,124.643
-20,-3.301,1.088,120.18
-20,-3.309,1.074,119.144
-19,-3.317,0.867,100.835
-19,-3.325,0.764,111.005
-20,-3.331,0.607,136.577
-19,-3.337,0.374,110.497
-19,-3.352,2.225,67.508
-19,-3.384,5.479,-24.781
-17,-3.417,5.114,-66.462
-14,-3.432,1.318,-18.137
-13,-3.427,-2.349,84.515
-11,-3.409,-4.658,113.299
-11,-3.382,-5.977,171.693
-12,-3.348,-6.535,215.71
-15,-3.32,-5.626,255.89
-17,-3.297,-3.723,228.277
-19,-3.285,-1.612,201.955
-21,-3.288,0.863,163.021
-21,-3.302,3.243,79.339
-22,-3.328,4.86,54.05
-21,-3.36,5.654,-4.467
-19,-3.387,5.719,-47.456
-19,-3.419,5.072,-18.47
-15,-3.443,3.683,-76.198
-13,-3.462,2.213,-49.964
-10,-3.474,0.78,-63.776
-9,-3.474,-1.33,-3.363
-6,-3.463,-3.206,-9.881
-6,-3.448,-4.122,44.178
-6,-3.425,-4.919,69.964
-5,-3.402,-5.163,58.668
-6,-3.382,-4.536,77.489
-6,-3.36,-4.033,59.589
-6,-3.345,-3.276,42.569
-7,-3.336,-2.159,37.295
-6,-3.328,-1.45,-11.206
-5,-3.328,-0.753,-43.208
-4,-3.329,-0.4,-66.307
-3,-3.328,-0.686,-72.008
-1,-3.33,-0.932,-101.855
0,-3.326,-1.733,-84.32
2,-3.316,-2.961,-85.715
3,-3.304,-3.709,-68.131
5,-3.283,-4.55,-77.782
5,-3.26,-5.279,-36.05
5,-3.237,-5.331,-30.025
6,-3.21,-5.204,-50.669
5,-3.168,-4.082,-49.657
5,-3.151,-3.329,-66.3
5,-3.14,-2.554,-84.745
6,-3.131,-2.122,-116.784
7,-3.124,-1.923,-134.248
9,-3.119,-1.748,-173.936
10,-3.111,-2.047,-169.225
12,-3.102,-2.749,-184.817
14,-3.088,-3.569,-187.612
15,-3.07,-4.527,-163.326
18,-3.047,-5.419,-193.709
18,-3.02,-6.226,-140.397
19,-2.988,-6.962,-137.043
20,-2.954,-7.26,-136.075
20,-2.919,-7.323,-118.751
20,-2.882,-7.401,-109.487
20,-2.848,-6.995,-113.708
20,-2.816,-6.365,-124.258
20,-2.785,-5.99,-128.325
19,-2.759,-5.408,-116.231
20,-2.735,-4.652,-163.121
20,-2.715,-4.125,-164.332
21,-2.697,-3.777,-192.728
22,-2.681,-3.58,-208.379
22,-2.665,-3.56,-197.111
24,-2.648,-3.782,-233.031
25,-2.63,-4.241,-222.013
