encoder_value,roll_value,gyro_value,pid
-16,-2.406,4.974,128.599
-16,-2.429,4.228,143.881
-17,-2.449,3.566,180.062
-17,-2.467,3.203,177.485
-19,-2.483,3.015,224.341
-20,-2.497,2.926,228.665
-22,-2.512,3.19,254.809
-24,-2.53,3.851,260.974
-25,-2.552,4.634,240.77
-27,-2.579,5.534,247.756
-28,-2.61,6.539,219.758
-29,-2.647,7.476,201.339
-30,-2.689,8.183,188.073
-30,-2.733,8.537,161.339
-30,-2.779,8.649,149.487
-30,-2.825,8.421,146.8
-29,-2.867,7.812,132.322
-28,-2.908,7.171,127.924
-28,-2.945,6.369,151.122
-28,-2.975,5.313,173.343
-27,-3.002,4.454,168.664
-28,-3.024,3.795,213.351
-28,-3.043,3.272,214.827
-28,-3.061,3.165,214.337
-29,-3.079,3.282,230.488
-30,-3.097,3.536,233.853
-31,-3.12,4.117,227.846
-31,-3.144,4.682,199.406
-32,-3.172,5.075,206.263
-32,-3.202,5.462,181.441
-32,-3.232,5.717,168.908
-31,-3.265,5.778,138.643
-32,-3.298,5.595,168.753
-30,-3.327,5.217,119.326
-31,-3.356,4.832,164.408
-29,-3.381,4.328,119.191
-30,-3.405,3.832,168.282
-28,-3.427,3.526,118.493
-28,-3.446,3.112,143.73
-28,-3.463,2.599,154.247
-27,-3.478,2.327,136.289
-28,-3.493,2.24,167.379
-26,-3.506,2.113,114.448
-27,-3.521,2.017,154.722
-26,-3.533,1.917,123.711
-26,-3.546,1.692,136.473
-26,-3.557,1.431,141.429
-25,-3.566,1.233,122.617
-25,-3.575,1.132,132.584
-25,-3.583,0.943,136.289
-24,-3.59,0.732,118.266
-24,-3.598,0.699,126.812
-24,-3.604,0.547,129.925
-23,-3.609,0.331,112.379
-23,-3.625,2.273,66.977
-22,-3.657,5.543,-48.294
-21,-3.69,4.941,-52.303
-17,-3.703,0.795,-25.611
-14,-3.695,-3.005,45.213
-13,-3.673,-5.453,118.814
-14,-3.641,-6.945,196.353
-13,-3.604,-7.331,182.644
-16,-3.571,-6.485,243.252
-18,-3.541,-4.996,228.045
-21,-3.52,-0.254,138.571
-22,-3.526,1.814,96.198
-22,-3.546,3.536,37.957
-21,-3.573,4.589,-17.5
-19,-3.599,4.387,-53.2
-16,-3.624,3.511,-84.278
-14,-3.644,2.166,-70.464
-10,-3.652,0.241,-92.975
-8,-3.652,-1.825,-47.395
-5,-3.641,-3.772,-42.891
-4,-3.62,-5.37,8.05
-2,-3.591,-6.57,9.57
-3,-3.556,-7.496,81.442
-2,-3.519,-7.591,60.004
-4,-3.485,-6.833,100.626
-4,-3.452,-5.977,66.479
-5,-3.428,-4.784,62.192
-5,-3.412,-3.134,12.863
-5,-3.401,-1.752,-21.691
-5,-3.4,-0.713,-48.923
-3,-3.403,-0.016,-112.799
-1,-3.418,2.109,-199.093
1,-3.45,4.955,-307.992
6,-3.476,3.211,-361.436
11,-3.478,-2.241,-284.994
16,-3.453,-7.211,-216.093
19,-3.403,-11.409,-117.698
20,-3.334,-14.803,-9.874
19,-3.252,-16.486,82.258
17,-3.164,-16.34,131.569
13,-3.082,-14.831,179.7
9,-3.012,-11.942,171.018
4,-2.962,-7.779,147.243
0,-2.935,-3.198,76.358
-1,-2.932,1.021,-48.312
-1,-2.952,4.56,-154.988
0,-2.988,6.841,-244.918
3,-3.03,7.208,-321.562
8,-3.069,5.574,-371.495
13,-3.094,2.422,-360.635
19,-3.098,-1.569,-345.843
23,-3.078,-5.918,-263.182
26,-3.036,-10.074,-176.417
28,-2.974,-13.253,-98.293
26,-2.9,-15.083,27.466
26,-2.819,-15.505,36.653
22,-2.742,-14.452,113.617
19,-2.672,-12.302,101.919
14,-2.616,-9.319,119.328
11,-2.58,-5.61,50.807
8,-2.562,-1.898,-3.524
7,-2.563,1.275,-92.344
7,-2.579,3.588,-165.803
8,-2.604,4.591,-219.738
11,-2.63,4.247,-274.438
14,-2.652,2.805,-281.281
17,-2.663,0.542,-264.15
21,-2.659,-2.253,-252.575
23,-2.639,-5.238,-178.907
24,-2.605,-7.772,-109.676
24,-2.56,-9.303,-51.52
24,-2.509,-9.949,-24.591
22,-2.458,-9.84,27.535
19,-2.409,-8.711,56.506
17,-2.369,-6.681,28.641
15,-2.341,-4.352,-0.731
12,-2.327,-2.155,-6.75
12,-2.322,0.005,-89.936
11,-2.33,1.885,-118.921
13,-2.343,2.472,-191.031
13,-2.355,1.999,-163.187
15,-2.366,1.549,-198.46
16,-2.372,0.638,-180.366
18,-2.371,-1.088,-170.448
19,-2.361,-2.578,-133.89
20,-2.345,-3.494,-120.024
20,-2.324,-4.326,-85.057
20,-2.3,-4.914,-64.901
19,-2.273,-4.815,-40.017
17,-2.23,-3.411,-41.939
16,-2.204,-4.599,8.079
15,-2.166,-6.891,89.834
12,-2.134,-5.348,113.635
10,-2.125,-0.621,8.091
6,-2.14,3.614,-35.288
6,-2.169,6.461,-152.323
7,-2.209,7.885,-220.482
10,-2.253,7.823,-286.217
13,-2.292,6.286,-293.841
16,-2.321,3.874,-276.332
20,-2.334,0.802,-260.795
23,-2.329,-2.717,-198.264
25,-2.307,-5.672,-134.03
24,-2.271,-7.779,-30.952
24,-2.225,-9.149,5.381
22,-2.177,-9.345,64.799
19,-2.13,-8.367,97.448
16,-2.09,-6.455,95.154
12,-2.064,-3.772,92.138
9,-2.052,-0.752,46.077
6,-2.057,2.367,2.875
6,-2.078,5.045,-99.238
5,-2.11,6.582,-123.865
7,-2.148,7.266,-203.568
9,-2.189,7.007,-231.85
12,-2.22,5.149,-238.511
15,-2.241,2.542,-214.208
17,-2.249,0.092,-169.052
19,-2.239,-2.526,-125.05
20,-2.219,-4.864,-63.858
19,-2.189,-6.235,9.662
17,-2.153,-6.664,64.088
16,-2.118,-6.052,59.086
13,-2.091,-4.67,86.296
10,-2.071,-2.684,78.063
7,-2.066,0.063,46.728
5,-2.073,2.609,-4.224
4,-2.091,4.268,-47.232
3,-2.12,5.623,-75.308
5,-2.152,6.497,-158.858
6,-2.187,6.197,-162.48
8,-2.218,4.856,-169.016
10,-2.24,3.176,-155.986
12,-2.253,1.476,-140.758
13,-2.254,-0.656,-89.131
14,-2.243,-2.795,-43.937
13,-2.225,-3.942,21.213
13,-2.202,-4.329,27.054
10,-2.179,-4.219,95.953
9,-2.15,-5.246,124.569
5,-2.105,-6.892,257.883
1,-2.076,-4.389,251.451
-3,-2.075,1.528,148.873
-6,-2.103,6.854,33.766
-8,-2.153,10.641,-58.3
-7,-2.217,12.783,-168.102
-3,-2.289,13.01,-269.237
0,-2.355,11.229,-266.743
5,-2.407,8.093,-279.552
13,-2.447,-0.893,-139.878
15,-2.429,-5.375,-35.689
16,-2.392,-8.317,44.9
14,-2.341,-9.977,152.668
11,-2.287,-10.129,216.956
6,-2.237,-8.24,262.104
1,-2.191,-7.122,309.291
-3,-2.145,-6.968,359.504
-9,-2.121,-2.328,340.328
-14,-2.137,5.927,177.122
-17,-2.192,12.397,17.614
-18,-2.272,15.931,-96.022
-15,-2.364,17.684,-237.024
-10,-2.462,17.377,-333.735
-4,-2.549,14.008,-351.779
2,-2.612,8.815,-307.767
9,-2.645,3.29,-271.468
14,-2.646,-2.889,-157.793
16,-2.613,-8.98,9.878
15,-2.553,-12.708,160.654
14,-2.483,-13.773,216.305
8,-2.411,-13.252,342.43
2,-2.345,-10.661,367.918
-5,-2.302,-5.7,348.636
-10,-2.287,-0.169,254.812
-15,-2.3,4.879,186.173
-18,-2.343,9.794,70.188
-17,-2.408,13.518,-90.533
-16,-2.488,14.846,-154.813
-13,-2.568,14.193,-211.801
-7,-2.639,11.992,-275.456
3,-2.729,3.158,-176.533
7,-2.732,-1.728,-101.775
9,-2.712,-6.013,6.572
9,-2.668,-9.718,131.303
7,-2.609,-11.53,235.901
3,-2.55,-10.733,298.431
-2,-2.497,-8.517,326.638
-8,-2.462,-4.942,329.028
-12,-2.452,0.166,231.915
-17,-2.468,4.955,178.582
-18,-2.507,8.616,51.73
-19,-2.566,11.666,-27.177
-17,-2.634,13.245,-136.243
-14,-2.707,12.693,-185.316
-9,-2.773,10.659,-229.896
-4,-2.824,7.577,-226.073
0,-2.857,3.5,-169.571
4,-2.863,-1.276,-98.338
7,-2.844,-5.784,-6.693
7,-2.804,-9.046,114.358
5,-2.75,-10.834,217.401
2,-2.691,-10.771,276.871
-3,-2.641,-8.615,315.16
-8,-2.606,-5.189,299.082
-12,-2.593,-1.023,236.491
-16,-2.605,3.613,165.287
-18,-2.638,7.577,63.036
-18,-2.69,10.215,-34.767
-16,-2.753,11.436,-124.412
-13,-2.814,11.015,-174.904
-9,-2.87,9.225,-201.442
-4,-2.924,8.177,-260.846
0,-2.974,7.513,-298.361
4,-3.004,3.168,-243.337
10,-2.994,-4.249,-143.856
11,-2.949,-10.787,69.528
12,-2.881,-14.424,165.77
8,-2.8,-15.381,305.966
3,-2.717,-14.546,376.802
-2,-2.648,-11.559,378.988
-10,-2.601,-6.539,390.336
-15,-2.581,-0.744,281.555
-19,-2.601,4.933,172.517
-22,-2.646,9.823,65.81
-21,-2.711,13.429,-91.876
-19,-2.794,15.163,-189.941
-15,-2.874,14.206,-252.353
-9,-2.944,11.404,-290.811
-2,-3.002,7.507,-302.75
3,-3.03,1.957,-210.956
8,-3.027,-3.865,-123.585
10,-2.996,-8.5,4.981
11,-2.94,-12.411,115.122
9,-2.868,-14.505,238.784
5,-2.793,-13.824,307.403
0,-2.724,-11.673,340.791
-6,-2.673,-7.94,342.073
-12,-2.648,-2.312,279.077
-16,-2.652,3.43,162.31
-18,-2.688,8.007,43.337
-19,-2.743,11.193,-47.287
-16,-2.809,12.898,-181.828
-13,-2.882,12.626,-229.554
-8,-2.945,10.015,-258.211
-2,-2.991,6.363,-260.595
3,-3.018,2.256,-215.722
7,-3.014,-2.931,-122.729
9,-2.986,-7.619,-2.241
10,-2.939,-10.615,81.874
8,-2.874,-12.523,199.092
6,-2.808,-12.631,242.171
0,-2.747,-10.625,317.881
-5,-2.7,-7.129,293.377
-9,-2.677,-2.383,217.344
-14,-2.68,2.317,168.899
-15,-2.705,6.163,39.926
-16,-2.752,9.494,-44.147
-14,-2.811,11.234,-155.673
-11,-2.871,10.653,-201.488
-6,-2.926,8.625,-244.079
-1,-2.966,5.469,-235.992
3,-2.987,1.422,-178.051
7,-2.985,-2.728,-121.768
9,-2.96,-6.6,-23.499
9,-2.916,-9.813,88.27
8,-2.858,-11.433,164.997
5,-2.799,-11.099,226.204
0,-2.745,-9.336,275.761
-3,-2.705,-6.223,223.908
-8,-2.685,-2.08,203.516
-11,-2.686,1.929,119.892
-12,-2.71,5.391,19.139
-12,-2.751,8.047,-68.113
-11,-2.8,9.234,-131.663
-8,-2.853,8.856,-190.498
-3,-2.899,7.011,-236.247
0,-2.932,4.055,-187.124
5,-2.946,0.476,-180.579
7,-2.939,-3.45,-75.469
10,-2.911,-6.946,-26.881
9,-2.868,-9.268,92.376
8,-2.815,-10.348,145.054
0,-2.712,-8.265,254.1
-3,-2.678,-5.019,197.53
-6,-2.665,-1.127,137.709
-9,-2.671,2.442,82.424
-10,-2.695,5.65,-11.477
-10,-2.734,8.125,-93.739
-7,-2.78,8.671,-184.667
-4,-2.827,7.422,-201.409
0,-2.864,5.244,-214.03
4,-2.885,2.229,-192.471
7,-2.888,-1.559,-124.371
10,-2.87,-5.306,-62.073
10,-2.836,-7.892,39.956
10,-2.79,-9.206,83.713
7,-2.74,-9.596,171.446
4,-2.692,-8.515,192.757
0,-2.656,-5.834,191.873
-3,-2.635,-2.548,140.715
-6,-2.633,0.802,92.873
-7,-2.65,4.035,-0.457
-7,-2.68,6.477,-79.967
-7,-2.722,7.574,-117.324
-3,-2.765,7.234,-206.711
0,-2.804,5.786,-207.645
3,-2.832,3.333,-188.79
7,-2.841,-0.178,-160.597
10,-2.831,-3.846,-93.187
10,-2.804,-6.745,15.789
11,-2.762,-8.522,48.543
8,-2.717,-9.061,148.108
6,-2.67,-8.557,162.096
3,-2.62,-8.713,225.619
-1,-2.567,-9.023,307.422
-6,-2.529,-5.375,294.872
-11,-2.528,1.699,175.236
-14,-2.562,8.074,22.336
-14,-2.618,11.882,-116.34
-12,-2.688,13.531,-218.79
-7,-2.763,13.335,-322.908
-2,-2.828,10.965,-340.446
3,-2.878,6.912,-310.639
9,-2.902,1.64,-265.872
13,-2.898,-3.701,-159.768
17,-2.869,-7.811,-99.353
16,-2.818,-11.165,57.663
15,-2.751,-13.434,144.476
12,-2.682,-13.162,209.3
8,-2.619,-10.958,226.502
2,-2.568,-7.945,255.75
-2,-2.538,-3.878,190.068
-5,-2.533,0.798,98.701
-8,-2.552,4.898,26.959
-8,-2.591,8.018,-90.21
-7,-2.643,9.779,-169.679
-3,-2.698,9.647,-257.955
0,-2.75,7.845,-252.059
5,-2.786,4.768,-263.136
9,-2.802,0.75,-205.146
12,-2.797,-3.511,-122.895
15,-2.768,-7.147,-61.551
14,-2.724,-9.601,61.318
13,-2.669,-11.006,123.01
6,-2.559,-9.084,215.097
1,-2.51,-7.921,270.512
-3,-2.463,-7.503,314.11
-8,-2.436,-3.103,279.295
-12,-2.448,4.183,129.135
-15,-2.498,10.528,-17.135
-15,-2.571,14.624,-166.874
-11,-2.656,15.936,-308.318
-6,-2.744,14.875,-374.085
1,-2.817,11.534,-412.648
8,-2.866,6.159,-374.488
14,-2.884,-0.213,-281.611
19,-2.866,-6.561,-168.705
21,-2.818,-11.723,-22.649
21,-2.747,-15.111,98.781
18,-2.661,-16.758,226.729
14,-2.574,-16.029,287.601
7,-2.498,-13.044,345.053
1,-2.44,-8.621,311.551
-6,-2.414,-2.632,261.578
-10,-2.42,3.816,116.742
-13,-2.457,8.902,6.389
-12,-2.521,12.653,-154.944
-10,-2.6,14.721,-261.206
-5,-2.68,13.999,-352.488
0,-2.752,10.962,-353.87
8,-2.803,6.585,-382.911
13,-2.825,1.149,-284.207
18,-2.817,-4.707,-195.086
21,-2.778,-9.868,-73.394
20,-2.705,-15.651,143.438
19,-2.598,-20.993,319.454
5,-2.403,-14.037,425.642
-3,-2.355,-6.71,349.081
-10,-2.347,0.658,241.26
-14,-2.375,7.691,76.589
-16,-2.435,13.414,-77.57
-14,-2.519,16.771,-246.03
-10,-2.616,17.428,-354.528
4,-2.779,11.58,-448.078
11,-2.825,5.202,-382.833
17,-2.837,-1.597,-277.443
21,-2.813,-7.439,-154.136
23,-2.759,-12.483,-19.105
23,-2.683,-16.215,112.58
19,-2.59,-17.297,249.343
15,-2.502,-15.652,277.201
8,-2.429,-12.384,326.46
1,-2.375,-7.71,307.909
-4,-2.353,-1.363,193.767
-9,-2.367,4.765,96.329
-10,-2.405,9.027,-46.412
-10,-2.469,12.4,-157.331
-7,-2.544,14.234,-288.171
-1,-2.618,12.849,-374.136
4,-2.682,9.219,-349.333
10,-2.718,4.635,-325.145
16,-2.727,-0.666,-267.684
19,-2.709,-6.333,-127.885
22,-2.661,-10.974,-36.048
20,-2.598,-13.197,107.041
18,-2.527,-13.773,163.219
14,-2.455,-13.054,230.303
8,-2.395,-10.066,261.8
3,-2.343,-7.747,269.378
-1,-2.297,-6.698,295.854
-7,-2.281,-1.653,264.424
-11,-2.303,6.399,82.989
-13,-2.364,12.806,-89.684
-12,-2.45,16.34,-240.619
-7,-2.554,19.142,-438.815
-1,-2.675,21.074,-604.23
6,-2.778,16.824,-615.537
14,-2.834,7.571,-498.799
21,-2.849,-1.276,-353.102
26,-2.818,-8.835,-196.617
28,-2.754,-14.781,-26.74
27,-2.668,-18.225,121.674
25,-2.565,-19.59,213.967
18,-2.465,-18.674,348.765
12,-2.375,-15.274,348.493
4,-2.307,-10.328,356.866
-2,-2.274,-3.917,256.923
-7,-2.278,3.264,124.533
-11,-2.315,9.255,3.535
-11,-2.381,13.539,-158.71
-9,-2.467,16.103,-288.636
-4,-2.555,15.935,-396.09
2,-2.636,13.024,-425.087
8,-2.7,8.544,-400.092
16,-2.732,3.107,-388.718
21,-2.733,-3.088,-265.521
25,-2.699,-9.287,-139.958
26,-2.636,-13.914,8.15
24,-2.556,-16.255,139.781
21,-2.466,-17.017,227.263
16,-2.378,-15.831,298.526
9,-2.305,-12.051,325.354
3,-2.255,-6.892,270.627
-2,-2.236,-1.306,184.92
-6,-2.25,4.633,69.949
-8,-2.293,9.752,-64.861
-7,-2.36,12.73,-197.528
-4,-2.438,13.492,-291.468
0,-2.511,12.276,-336.87
7,-2.572,9.072,-385.524
13,-2.611,4.218,-336.869
17,-2.62,-1.234,-230.576
22,-2.6,-6.204,-171.635
22,-2.556,-10.395,-7.414
22,-2.491,-13.415,85.285
19,-2.418,-14.213,188.284
15,-2.347,-12.86,229.346
10,-2.289,-10.233,247.537
4,-2.247,-6.054,235.17
-1,-2.232,-0.582,151.81
-5,-2.245,4.49,60.019
-6,-2.283,8.361,-63.402
-5,-2.339,11.065,-177.47
-3,-2.403,12.122,-254.146
1,-2.468,10.985,-308.994
6,-2.518,7.817,-311.418
11,-2.549,3.614,-273.907
15,-2.557,-0.936,-200.165
18,-2.54,-5.313,-112.575
19,-2.504,-8.427,-18.862
19,-2.455,-10.195,46.548
16,-2.399,-10.902,143.666
13,-2.344,-9.934,169.372
8,-2.298,-7.379,196.094
4,-2.267,-4.157,161.942
0,-2.256,-0.54,122.344
-2,-2.267,3.398,24.997
-4,-2.297,6.725,-41.96
-2,-2.341,8.717,-166.322
-1,-2.395,9.42,-200.256
3,-2.446,8.653,-271.026
6,-2.489,6.312,-249.236
11,-2.516,2.837,-248.075
14,-2.522,-1.044,-169.24
17,-2.507,-4.607,-112.499
17,-2.474,-7.637,1.042
17,-2.429,-9.773,66.398
15,-2.375,-10.354,137.302
13,-2.322,-9.383,149.093
8,-2.278,-7.444,200.798
4,-2.243,-4.803,182.658
0,-2.229,-1.134,142.441
-3,-2.237,2.962,63.942
-4,-2.262,6.241,-32.385
-4,-2.306,8.665,-114.235
-2,-2.36,10.009,-205.535
0,-2.415,9.435,-228.178
4,-2.462,7.273,-252.139
8,-2.495,4.221,-232.1
11,-2.509,0.529,-168.635
15,-2.502,-3.104,-134.144
15,-2.478,-6.15,-13.04
15,-2.437,-8.479,56.556
13,-2.39,-9.319,133.091
11,-2.342,-8.522,148.357
6,-2.3,-6.85,206.793
2,-2.271,-4.089,184.438
-1,-2.263,-0.114,112.359
-4,-2.275,3.794,47.013
-5,-2.306,6.777,-42.557
-4,-2.352,8.88,-138.834
-3,-2.405,9.648,-183.173
0,-2.456,8.675,-226.068
4,-2.499,6.355,-236.018
8,-2.526,3.142,-210.393
11,-2.534,-0.547,-145.916
13,-2.522,-3.983,-70.817
14,-2.494,-6.635,0.395
13,-2.455,-8.402,86.13
12,-2.409,-8.986,124.185
9,-2.366,-7.966,164.044
4,-2.331,-5.813,199.4
1,-2.306,-3.122,155.645
-2,-2.301,0.239,108.145
-4,-2.314,3.611,34.349
-6,-2.342,6.232,-13.599
-4,-2.385,8.13,-135.127
-3,-2.433,8.652,-162.999
0,-2.477,7.471,-198.972
3,-2.514,5.286,-188.933
6,-2.536,2.431,-158.254
9,-2.54,-0.82,-113.616
10,-2.528,-3.873,-25.954
11,-2.501,-6.135,25.673
10,-2.466,-7.122,90.119
7,-2.428,-7.022,153.395
4,-2.393,-6.014,174.167
1,-2.368,-3.825,161.568
-1,-2.357,-0.863,103.398
-4,-2.363,2.082,73.646
-5,-2.384,4.59,-1.234
-4,-2.415,6.391,-86.5
-4,-2.455,7.119,-104.804
-2,-2.493,6.566,-142.644
0,-2.527,5.202,-140.204
3,-2.551,3.206,-141.698
5,-2.562,0.502,-90.284
6,-2.559,-2.048,-26.763
7,-2.543,-3.891,11.641
7,-2.52,-5.15,58.591
5,-2.491,-5.566,120.063
0,-2.445,-3.069,139.665
-1,-2.435,-1.169,86.963
-3,-2.436,0.793,70.668
-4,-2.448,2.774,20.35
-4,-2.468,4.049,-26.323
-3,-2.494,4.439,-64.106
-2,-2.52,4.296,-78.944
-1,-2.543,3.563,-77.626
1,-2.559,2.086,-77.824
1,-2.566,0.175,-10.614
3,-2.563,-1.493,-10.703
2,-2.553,-2.627,61.642
2,-2.536,-3.325,74.513
0,-2.52,-3.242,120.499
-1,-2.506,-2.295,102.662
-3,-2.498,-1.017,106.387
-4,-2.499,0.424,72.689
-5,-2.508,1.889,45.634
-6,-2.524,2.976,27.222
-5,-2.543,3.462,-20.815
-4,-2.563,3.338,-35.047
-3,-2.582,2.729,-36.036
-3,-2.596,1.803,-5.303
-1,-2.604,0.654,-21.319
-1,-2.604,-0.714,32.693
0,-2.598,-1.919,43.461
0,-2.588,-2.496,69.684
-2,-2.575,-2.671,121.837
-2,-2.561,-2.541,103.313
-4,-2.552,-1.749,129.085
-5,-2.547,-0.568,103.383
-7,-2.549,0.659,106.54
-8,-2.562,1.91,75.323
-8,-2.578,2.8,39.689
-8,-2.598,3.229,24.59
-8,-2.618,3.331,17.95
-6,-2.653,2.444,-1.341
-6,-2.665,1.715,24.496
-6,-2.673,0.905,44.411
-5,-2.688,2.224,-15.855
-6,-2.718,5.094,-66.368
-4,-2.744,4.219,-102.264
-2,-2.751,0.05,-20.137
0,-2.738,-3.446,48.032
0,-2.714,-5.46,124.11
-1,-2.682,-6.431,178.597
-3,-2.647,-6.368,219.912
-7,-2.618,-4.882,258.231
-10,-2.599,-2.437,229.022
-13,-2.594,0.354,196.691
-16,-2.607,3.199,159.535
-17,-2.631,5.629,86.005
-17,-2.669,7.496,20.28
-17,-2.714,8.414,-12.858
-15,-2.759,8.073,-57.484
-12,-2.802,6.96,-85.938
-10,-2.836,5.022,-59.319
-7,-2.856,2.292,-40.391
-5,-2.864,-0.348,9.912
-5,-2.857,-2.683,91.267
-4,-2.836,-4.478,120.462
-6,-2.813,-5.176,197.578
-7,-2.785,-4.898,200.389
-10,-2.763,-3.581,228.367
-13,-2.75,-1.608,219.217
-15,-2.747,0.436,183.973
-17,-2.759,2.866,144.355
-18,-2.782,4.991,88.228
-18,-2.812,6.037,45.839
-18,-2.849,6.594,23.829
-16,-2.886,6.557,-27.171
-14,-2.92,5.611,-35.74
-12,-2.948,4.097,-28.213
-11,-2.965,2.128,16.187
-8,-2.971,0.108,10.125
-8,-2.969,-1.657,84.237
-8,-2.955,-3.156,126.705
-8,-2.938,-3.715,145.03
-10,-2.921,-3.438,186.132
-12,-2.903,-2.967,204.341
-13,-2.893,-1.69,177.237
-16,-2.892,0.215,185.496
-16,-2.898,1.804,115.597
-18,-2.916,3.305,117.278
-18,-2.939,4.435,65.155
-17,-2.965,4.831,27.186
-16,-2.995,4.796,8.826
-15,-3.018,3.974,12.498
-14,-3.037,2.761,27.492
-13,-3.052,1.655,40.573
-11,-3.056,0.238,41.393
-11,-3.056,-0.896,89.351
-11,-3.052,-1.438,104.701
-11,-3.043,-1.863,117.84
-12,-3.036,-1.825,140.769
-13,-3.029,-1.369,143.741
-14,-3.027,0.137,118.084
-15,-3.031,0.84,112.317
-14,-3.04,1.47,62.601
-15,-3.053,2.006,77.309
-14,-3.064,1.835,48.448
-14,-3.076,1.506,63.827
-13,-3.086,1.226,46.959
-13,-3.091,0.499,74.305
-13,-3.095,-0.153,90.897
-12,-3.095,-0.578,79.874
-12,-3.091,-1.022,101.316
-13,-3.088,-1.215,129.616
-13,-3.083,-1.174,120.775
-13,-3.08,-0.915,114.733
-14,-3.089,1.546,70.343
-14,-3.117,5.474,-48.229
-13,-3.162,7.79,-140.849
-10,-3.209,7.796,-208.694
-5,-3.24,3.965,-198.678
-1,-3.24,-2.259,-78.966
2,-3.209,-7.733,40.778
3,-3.156,-11.507,155.574
0,-3.094,-13.135,287.441
-3,-3.023,-12.83,333.934
-8,-2.964,-10.551,370.863
-14,-2.921,-6.756,368.921
-18,-2.9,-1.948,282.09
-22,-2.909,3.268,196.305
-25,-2.939,7.283,115.77
-24,-2.984,9.985,-13.684
-23,-3.045,11.815,-87.681
-20,-3.106,11.546,-150.912
-15,-3.163,9.502,-193.342
-11,-3.207,6.793,-175.211
-6,-3.229,3.005,-155.777
-1,-3.233,-1.409,-107.21
0,-3.215,-5.645,30.894
2,-3.173,-9.05,93.57
1,-3.122,-10.675,187.112
-1,-3.064,-11.011,243.575
-5,-3.006,-10.013,300.556
-9,-2.963,-6.944,281.91
-13,-2.936,-3.227,242.987
-17,-2.931,0.341,203.703
-18,-2.948,4.267,83.024
-19,-2.982,7.455,5.517
-19,-3.029,9.002,-53.48
-16,-3.081,9.211,-136.665
-12,-3.129,8.011,-177.201
-8,-3.167,5.49,-171.975
-4,-3.188,2.06,-139.378
0,-3.189,-1.824,-90.627
1,-3.171,-5.387,20.635
3,-3.135,-8.048,62.282
1,-3.089,-9.62,175.991
-3,-2.987,-8.888,239.865
-6,-2.947,-6.483,224.67
-11,-2.922,-3.348,232.111
-13,-2.915,-0.035,146.182
-14,-2.926,3.163,63.809
-16,-2.954,5.829,23.84
-14,-2.992,7.431,-88.807
-13,-3.036,7.695,-109.002
