encoder_value,roll_value,gyro_value,pid
-23,-3.332,1.125,140.493
-24,-3.339,0.851,177.921
-23,-3.344,0.618,152.001
-25,-3.351,0.71,202.311
-24,-3.356,0.874,156.825
-25,-3.363,1.004,183.702
-25,-3.371,1.344,164.297
-26,-3.381,1.739,174.627
-25,-3.394,2.198,128.697
-26,-3.41,2.537,148.272
-25,-3.424,2.57,113.359
-25,-3.441,2.654,116.955
-25,-3.457,2.58,115.875
-24,-3.471,2.166,101.873
-23,-3.485,1.829,94.783
-23,-3.495,1.378,113.869
-22,-3.503,0.788,105.786
-22,-3.52,2.437,67.899
-21,-3.551,5.477,-41.097
-19,-3.582,4.703,-62.506
-17,-3.593,0.595,17.318
-14,-3.583,-2.978,64.652
-13,-3.562,-5.011,127.025
-13,-3.534,-6.198,173.304
-14,-3.499,-6.589,213.037
-16,-3.471,-5.566,227.794
-18,-3.447,-3.896,215.447
-20,-3.433,-2.045,196.497
-21,-3.432,0.258,140.326
-22,-3.442,2.285,98.452
-22,-3.461,3.605,50.946
-21,-3.487,4.44,1.402
-19,-3.51,4.513,-41.046
-19,-3.537,3.829,-10.041
-16,-3.557,2.658,-50.288
-14,-3.569,1.281,-34.086
-11,-3.576,-0.181,-46.136
-9,-3.572,-2.107,-12.292
-7,-3.559,-3.789,7.958
-7,-3.54,-4.682,53.275
-6,-3.483,-6.443,97.919
-7,-3.453,-6.01,114.815
-7,-3.424,-5.179,89.688
-8,-3.403,-4.195,90.36
-9,-3.388,-2.903,72.782
-9,-3.379,-1.476,27.943
-9,-3.379,-0.154,-7.082
-8,-3.383,0.495,-47.34
-7,-3.389,0.612,-65.192
-4,-3.397,0.507,-122.411
-3,-3.401,-0.371,-95.456
0,-3.397,-1.823,-114.721
1,-3.388,-3.196,-72.044
3,-3.368,-4.612,-66.587
4,-3.343,-5.769,-35.534
5,-3.317,-6.32,-29.355
4,-3.285,-6.553,14.434
4,-3.255,-6.234,2.952
3,-3.229,-5.412,8.821
3,-3.204,-4.572,-17.463
3,-3.186,-3.489,-42.679
2,-3.174,-2.412,-46.399
3,-3.165,-1.733,-93.871
3,-3.172,0.943,-157.321
6,-3.198,4.623,-327.476
9,-3.225,3.784,-351.208
14,-3.232,-0.659,-320.491
19,-3.216,-4.993,-270.123
22,-3.18,-8.862,-183.446
24,-3.125,-12.215,-101.964
24,-3.056,-14.284,-15.688
23,-2.981,-14.799,35.064
20,-2.905,-14.365,96.845
17,-2.833,-12.893,112.477
14,-2.776,-10.12,90.832
10,-2.734,-6.792,73.805
7,-2.71,-3.355,19.083
5,-2.705,0.123,-54.074
5,-2.715,2.74,-143.344
6,-2.736,3.902,-200.798
8,-2.759,3.963,-243.108
11,-2.78,3.028,-272.004
15,-2.792,0.834,-279.462
18,-2.79,-2.183,-230.96
20,-2.772,-4.905,-173.478
22,-2.741,-7.071,-137.128
23,-2.698,-9.013,-81.993
22,-2.648,-10.163,-10.32
21,-2.595,-9.927,7.158
18,-2.547,-8.87,47.112
17,-2.503,-7.504,15.066
14,-2.47,-5.507,27.018
12,-2.449,-2.995,-17.419
10,-2.441,-0.605,-52.314
10,-2.446,1.347,-122.866
11,-2.458,2.626,-181.848
11,-2.475,3.004,-186.488
14,-2.491,2.435,-241.935
16,-2.502,1.147,-228.306
18,-2.504,-0.645,-208.477
21,-2.495,-2.745,-200.624
22,-2.476,-4.731,-140.079
22,-2.445,-6.372,-81.83
22,-2.408,-7.37,-48.199
21,-2.369,-7.566,-12.922
20,-2.328,-7.217,-0.837
18,-2.296,-6.183,14.043
18,-2.267,-4.626,-39.576
15,-2.247,-3.119,-8.205
15,-2.244,0.214,-122.917
14,-2.265,4.814,-226.694
15,-2.293,5.588,-284.471
18,-2.31,2.541,-265.623
22,-2.31,-0.813,-239.98
23,-2.298,-3.41,-155.683
25,-2.272,-5.494,-131.593
24,-2.238,-7.074,-42.774
24,-2.198,-7.767,-25.556
22,-2.155,-7.624,23.747
19,-2.116,-6.745,57.536
17,-2.083,-5.183,40.693
15,-2.06,-3.135,17.833
12,-2.05,-0.821,7.899
10,-2.052,1.47,-35.213
10,-2.065,3.362,-105.998
10,-2.086,4.424,-138.425
10,-2.11,4.647,-149.237
12,-2.135,4.318,-190.378
14,-2.154,3.219,-192.349
15,-2.165,1.327,-149.068
17,-2.166,-0.579,-134.88
18,-2.158,-2.177,-95.589
17,-2.14,-3.637,-22.134
17,-2.116,-4.461,-4.743
16,-2.094,-4.409,20.573
15,-2.07,-3.977,27.326
13,-2.049,-3.053,42.799
11,-2.036,-1.672,35.698
9,-2.028,-0.339,29.051
7,-2.029,1.241,13.86
7,-2.04,2.827,-48.243
5,-2.056,3.799,-32.31
5,-2.078,4.557,-74.712
6,-2.103,4.932,-112.151
7,-2.125,4.358,-115.055
7,-2.145,3.363,-83.77
9,-2.16,2.376,-105.472
9,-2.168,1.141,-56.515
10,-2.168,-0.225,-42.974
9,-2.163,-1.215,15.584
9,-2.153,-1.662,20.343
8,-2.142,-1.76,47.567
5,-2.132,-1.455,99.844
4,-2.125,-0.425,69.549
2,-2.126,1.149,63.477
0,-2.135,2.526,52.36
-1,-2.15,3.719,22.239
0,-2.174,4.971,-47.136
-1,-2.202,5.455,-33.965
0,-2.228,5.06,-60.189
1,-2.254,4.482,-63.552
1,-2.274,3.373,-29.062
2,-2.285,1.838,-13.109
2,-2.291,0.672,25.449
1,-2.289,-0.294,73.879
1,-2.283,-0.914,82.502
0,-2.289,1.267,46.064
-2,-2.313,5.217,-27.352
-1,-2.342,5.675,-85.634
0,-2.361,0.049,55.178
1,-2.354,-1.562,76.668
0,-2.342,-2.357,131.55
-2,-2.324,-2.76,181.784
-4,-2.311,-1.974,190.66
-7,-2.304,-0.349,198.627
-12,-2.315,3.225,169.331
-13,-2.336,5.008,113.814
-15,-2.365,6.257,111.064
-14,-2.401,7.217,38.28
-14,-2.439,7.515,31.923
-14,-2.476,7.036,37.241
-12,-2.511,6.19,8.005
-11,-2.539,4.968,30.276
-11,-2.56,3.445,75.554
-10,-2.574,2.063,87.08
-10,-2.581,0.925,124.914
-11,-2.581,-0.038,172.936
-12,-2.578,-0.48,198.89
-13,-2.576,-0.197,205.52
-16,-2.575,0.487,246.142
-18,-2.579,1.489,236.958
-20,-2.591,2.844,225.999
-22,-2.609,4.135,215.485
-24,-2.633,5.276,207.642
-24,-2.664,6.385,154.455
-25,-2.7,7.048,152.585
-25,-2.736,7.138,134.256
-26,-2.773,6.984,153.67
-24,-2.808,6.558,104.45
-25,-2.84,5.76,159.767
-24,-2.867,4.857,147.2
-24,-2.89,4.158,170.298
-25,-2.91,3.618,203.299
-25,-2.927,3.165,203.246
-25,-2.944,3.004,204.511
-27,-2.959,3.0,246.716
-27,-2.974,3.112,223.142
-29,-2.993,3.581,252.204
-29,-3.012,4.069,217.858
-31,-3.035,4.41,249.564
-31,-3.059,4.748,218.115
-32,-3.084,4.964,230.229
-33,-3.111,5.162,233.487
-33,-3.139,5.402,212.896
-33,-3.168,5.521,204.346
-33,-3.197,5.552,198.058
-34,-3.227,5.591,213.86
-33,-3.257,5.595,176.743
-34,-3.287,5.476,205.727
-33,-3.315,5.282,174.186
-33,-3.343,5.137,181.634
-33,-3.371,4.866,183.731
-33,-3.395,4.359,192.599
-33,-3.418,3.853,201.756
-33,-3.437,3.302,212.906
-32,-3.453,2.771,201.698
-34,-3.469,2.652,255.928
-33,-3.484,2.892,206.564
-34,-3.502,3.271,224.645
-34,-3.522,3.618,202.992
-34,-3.542,3.925,191.032
-34,-3.567,4.301,176.597
-34,-3.591,4.402,169.46
-34,-3.615,4.216,170.028
-33,-3.638,4.033,147.995
-33,-3.66,3.603,164.43
-32,-3.678,3.003,154.508
-31,-3.695,2.608,148.459
-31,-3.709,2.26,164.148
-31,-3.721,1.971,169.594
-30,-3.734,1.914,146.475
-30,-3.746,1.814,156.052
-30,-3.756,1.603,159.782
-29,-3.767,1.504,138.085
-29,-3.777,1.376,148.758
-28,-3.786,1.067,133.07
-28,-3.793,0.735,149.549
-28,-3.798,0.403,157.624
-27,-3.801,0.069,143.692
-27,-3.804,-0.21,159.829
-27,-3.804,-0.408,165.325
-27,-3.804,-0.328,163.368
-27,-3.806,-0.126,157.998
-27,-3.807,-0.061,156.271
-26,-3.81,0.157,127.695
-27,-3.815,0.413,151.642
-26,-3.819,0.386,120.444
-26,-3.824,0.304,130.753
-26,-3.828,0.106,135.553
-25,-3.829,-0.235,122.084
-25,-3.831,-0.493,137.832
-24,-3.828,-0.848,125.475
-24,-3.823,-1.131,143.506
-24,-3.818,-1.166,145.606
-24,-3.815,-1.019,142.524
-24,-3.813,-0.709,134.886
-24,-3.812,-0.452,128.608
-23,-3.814,-0.065,95.699
-23,-3.817,0.226,96.49
-22,-3.821,0.235,73.321
-22,-3.826,0.186,82.728
-21,-3.829,-0.109,67.799
-20,-3.829,-0.612,67.676
-19,-3.828,-1.075,66.868
-18,-3.822,-1.637,69.572
-18,-3.816,-2.059,91.228
-17,-3.807,-2.229,75.227
-17,-3.796,-2.37,90.179
-16,-3.787,-2.284,67.507
-16,-3.778,-2.007,71.025
-16,-3.77,-1.686,64.232
-15,-3.765,-1.194,29.81
-14,-3.763,-0.738,4.685
-14,-3.762,-0.498,7.801
-12,-3.763,-0.332,-41.647
-12,-3.765,-0.4,-22.249
-9,-3.754,-2.719,-25.969
-8,-3.726,-6.521,84.916
-7,-3.691,-7.102,93.797
-7,-3.669,-4.527,38.99
-8,-3.66,-2.02,-3.311
-7,-3.645,-2.828,-10.134
-7,-3.619,-5.73,80.968
-6,-3.595,-5.098,46.64
-7,-3.586,-1.757,-8.68
-6,-3.593,0.762,-108.256
-4,-3.617,3.63,-224.818
-1,-3.657,6.488,-358.158
4,-3.695,4.735,-404.722
10,-3.7,-1.607,-327.829
17,-3.671,-8.231,-250.212
20,-3.618,-13.168,-113.779
21,-3.539,-16.752,1.151
21,-3.444,-18.871,84.914
19,-3.344,-19.017,153.321
15,-3.246,-17.621,207.681
11,-3.164,-14.692,200.156
1,-3.061,-5.376,100.032
-2,-3.052,-0.283,7.437
-3,-3.065,3.642,-103.61
-2,-3.097,6.318,-212.149
0,-3.141,7.778,-295.708
4,-3.185,6.887,-352.669
10,-3.216,4.032,-382.427
16,-3.23,0.261,-366.528
20,-3.222,-4.3,-280.264
25,-3.189,-8.595,-236.839
27,-3.138,-11.86,-140.499
27,-3.067,-14.507,-38.684
26,-2.987,-15.846,34.927
24,-2.907,-15.287,71.764
20,-2.832,-13.617,114.24
13,-2.722,-7.554,69.692
9,-2.694,-3.792,29.47
8,-2.686,-0.196,-77.711
7,-2.697,2.677,-142.496
9,-2.717,4.133,-238.962
10,-2.742,4.321,-253.717
14,-2.764,3.337,-312.905
17,-2.777,1.215,-291.149
21,-2.778,-1.479,-283.129
24,-2.762,-4.37,-235.2
25,-2.732,-7.063,-153.749
27,-2.69,-9.104,-127.488
27,-2.639,-10.353,-66.643
25,-2.584,-10.74,-0.699
24,-2.532,-10.249,0.944
24,-2.483,-9.266,-24.715
23,-2.438,-8.136,-23.377
22,-2.401,-6.783,-38.686
19,-2.37,-5.528,-7.431
18,-2.343,-4.174,-42.491
17,-2.329,-2.232,-77.859
16,-2.322,-0.693,-103.808
15,-2.321,0.273,-115.923
16,-2.329,1.352,-177.618
17,-2.337,1.608,-199.708
18,-2.344,0.899,-196.035
19,-2.349,0.186,-191.869
21,-2.346,-0.809,-201.082
23,-2.338,-2.174,-190.556
23,-2.324,-3.364,-138.599
24,-2.303,-4.162,-135.988
24,-2.257,-4.704,-112.836
23,-2.231,-4.693,-76.922
21,-2.21,-4.044,-54.039
22,-2.189,-3.289,-110.559
20,-2.174,-2.646,-70.975
20,-2.163,-1.851,-107.899
20,-2.156,-1.023,-128.565
19,-2.153,-0.413,-121.951
20,-2.152,-0.142,-160.414
19,-2.152,0.03,-133.936
20,-2.153,0.061,-166.454
21,-2.162,1.78,-227.613
22,-2.189,4.824,-327.366
25,-2.214,4.01,-369.3
27,-2.217,-0.417,-270.995
30,-2.199,-4.457,-210.24
32,-2.166,-7.185,-149.831
32,-2.122,-8.988,-75.679
30,-2.071,-9.898,3.314
29,-2.021,-9.703,12.221
28,-1.971,-8.743,9.978
24,-1.928,-7.222,59.013
22,-1.893,-5.371,25.692
19,-1.867,-3.377,27.358
16,-1.855,-0.864,3.454
14,-1.86,1.609,-44.942
15,-1.871,3.261,-131.511
14,-1.893,4.455,-136.156
14,-1.917,4.786,-158.846
16,-1.937,3.965,-186.203
17,-1.956,2.997,-169.068
18,-1.967,1.818,-153.648
19,-1.97,0.247,-126.308
20,-1.968,-1.029,-105.783
20,-1.957,-2.044,-68.005
19,-1.943,-2.679,-26.074
18,-1.927,-2.75,-7.807
17,-1.91,-2.566,4.096
15,-1.899,-1.906,24.551
15,-1.88,-2.885,36.236
12,-1.849,-5.268,172.916
9,-1.825,-3.826,179.91
5,-1.822,1.036,114.696
1,-1.844,5.645,42.226
0,-1.883,8.88,-64.641
0,-1.935,10.7,-132.17
3,-2.055,10.911,-220.057
7,-2.107,8.822,-247.054
10,-2.146,5.881,-208.662
14,-2.167,2.524,-187.018
15,-2.171,-0.841,-85.326
17,-2.155,-3.978,-35.138
16,-2.125,-6.295,72.391
14,-2.087,-7.118,137.469
11,-2.049,-6.639,181.781
6,-2.017,-4.962,229.101
2,-1.996,-2.063,201.445
-2,-1.994,1.463,162.643
-5,-2.011,4.885,100.135
-6,-2.045,7.9,9.152
-7,-2.096,10.317,-51.425
-6,-2.155,11.361,-122.121
-4,-2.214,10.659,-151.199
0,-2.266,8.836,-185.215
2,-2.307,6.16,-131.524
5,-2.329,2.721,-94.304
7,-2.332,-0.73,-21.683
7,-2.319,-3.533,73.109
6,-2.292,-5.353,149.103
3,-2.26,-5.687,222.633
0,-2.231,-4.483,237.039
-5,-2.211,-2.172,265.265
-9,-2.207,0.915,229.51
-12,-2.221,4.313,168.271
-14,-2.254,7.485,95.936
-15,-2.302,9.923,26.5
-15,-2.36,11.163,-26.524
-13,-2.42,11.114,-81.991
-11,-2.476,9.877,-87.237
-8,-2.522,7.63,-86.29
-4,-2.556,4.792,-80.763
-3,-2.574,1.714,10.589
-2,-2.573,-1.166,73.524
-1,-2.56,-3.297,119.078
-3,-2.537,-4.562,210.989
-5,-2.511,-4.681,246.403
-9,-2.49,-3.321,286.567
-12,-2.478,-1.074,261.187
-16,-2.479,1.524,255.222
-19,-2.496,4.27,210.989
-21,-2.525,6.679,159.655
-22,-2.566,8.549,106.76
-21,-2.615,9.683,35.699
-21,-2.667,9.774,32.116
-19,-2.717,9.094,-4.584
-18,-2.761,7.945,12.89
-17,-2.798,6.248,37.147
-15,-2.825,4.292,47.711
-15,-2.843,2.828,100.924
-14,-2.856,1.794,103.404
-15,-2.863,-0.421,192.533
-16,-2.86,-0.509,208.999
-17,-2.858,-0.266,216.758
-20,-2.859,0.235,261.976
-21,-2.864,1.384,226.381
-23,-2.876,2.809,222.278
-25,-2.895,3.883,217.411
-26,-2.918,4.737,195.059
-26,-2.946,5.707,154.953
-27,-2.979,6.352,154.047
-27,-3.013,6.466,135.574
-26,-3.049,6.488,105.793
-26,-3.083,6.305,112.936
-25,-3.116,5.731,99.499
-25,-3.146,5.063,120.433
-24,-3.171,4.337,112.485
-23,-3.193,3.575,115.038
-23,-3.212,2.9,138.336
-23,-3.226,2.243,153.123
-23,-3.238,1.695,165.484
-23,-3.247,1.209,176.848
-23,-3.253,0.786,187.143
-24,-3.259,0.739,209.907
-24,-3.264,0.914,195.48
-26,-3.271,1.09,234.656
-27,-3.279,1.478,227.577
-27,-3.29,2.127,199.563
-29,-3.305,2.867,222.144
-28,-3.323,3.676,156.946
-30,-3.348,4.518,183.872
-29,-3.375,5.08,123.607
-29,-3.404,5.295,121.35
-28,-3.434,5.279,93.611
-27,-3.463,4.912,84.373
-26,-3.49,4.283,82.493
-25,-3.512,3.44,87.027
-24,-3.529,2.366,98.839
-23,-3.541,1.328,110.764
-23,-3.547,0.469,141.454
-22,-3.55,-0.091,133.548
-22,-3.551,-0.228,145.976
-22,-3.553,-0.169,144.401
-23,-3.555,0.031,161.327
-22,-3.559,0.461,117.862
-23,-3.566,0.816,138.8
-22,-3.573,1.004,101.182
-22,-3.592,1.292,99.279
-21,-3.601,1.194,77.794
-21,-3.611,1.061,88.493
-19,-3.618,0.756,50.365
-19,-3.625,0.309,78.959
-19,-3.628,-0.223,92.566
-17,-3.628,-0.746,61.795
-18,-3.627,-1.161,113.487
-17,-3.621,-1.584,94.571
-16,-3.615,-1.676,84.834
-17,-3.611,-1.462,111.536
-17,-3.595,-3.395,157.196
-16,-3.564,-6.458,222.247
-18,-3.535,-5.52,257.107
-20,-3.526,-1.37,176.328
-22,-3.538,2.38,101.709
-22,-3.562,4.647,19.279
-21,-3.592,5.633,-35.198
-18,-3.628,5.857,-106.452
-16,-3.661,4.901,-105.571
-11,-3.684,2.854,-150.321
-8,-3.696,0.216,-105.274
-4,-3.689,-3.005,-81.555
-2,-3.668,-5.944,-8.571
0,-3.635,-7.792,19.844
-1,-3.593,-9.029,101.448
0,-3.545,-9.531,92.809
-3,-3.502,-8.755,157.277
-4,-3.462,-7.182,119.125
-6,-3.433,-5.106,105.841
-7,-3.417,-2.718,50.368
-8,-3.412,-0.683,11.19
-7,-3.418,1.037,-67.029
-6,-3.433,2.16,-113.26
-4,-3.447,2.037,-148.747
0,-3.462,1.063,-197.674
2,-3.467,-0.687,-161.612
5,-3.458,-3.073,-145.979
8,-3.44,-5.125,-128.712
9,-3.41,-6.977,-69.442
10,-3.37,-8.467,-35.616
9,-3.329,-8.749,11.275
9,-3.285,-8.523,5.057
8,-3.244,-7.845,17.576
7,-3.212,-6.208,-5.947
6,-3.166,-2.992,-86.415
5,-3.158,-1.276,-99.041
6,-3.155,-0.235,-157.479
8,-3.159,0.203,-205.958
10,-3.164,0.024,-229.405
13,-3.164,-1.124,-248.445
19,-3.144,-4.025,-258.145
20,-3.121,-5.828,-192.623
23,-3.09,-7.332,-205.257
23,-3.05,-8.533,-138.944
24,-3.005,-9.381,-130.145
24,-2.959,-9.537,-108.108
24,-2.912,-9.239,-106.856
22,-2.83,-7.326,-105.899
23,-2.798,-6.136,-162.559
22,-2.772,-5.04,-155.356
22,-2.751,-4.105,-185.167
23,-2.734,-3.505,-220.314
25,-2.72,-3.246,-260.575
25,-2.705,-3.48,-233.765
28,-2.687,-3.949,-285.509
28,-2.669,-4.468,-241.551
31,-2.645,-5.368,-280.533
31,-2.617,-6.347,-222.553
33,-2.584,-7.098,-241.358
34,-2.547,-7.785,-220.623
34,-2.507,-8.27,-191.379
34,-2.465,-8.494,-177.387
34,-2.423,-8.433,-170.865
34,-2.382,-8.143,-170.765
33,-2.341,-7.855,-148.242
33,-2.303,-7.382,-162.441
33,-2.268,-6.692,-174.185
31,-2.236,-6.112,-138.553
32,-2.207,-5.483,-190.087
31,-2.183,-4.755,-173.437
32,-2.159,-4.293,-212.746
31,-2.14,-3.883,-188.631
32,-2.122,-3.414,-229.31
32,-2.106,-3.23,-222.215
33,-2.09,-3.269,-240.908
33,-2.074,-3.468,-223.762
34,-2.055,-3.822,-233.454
35,-2.035,-4.184,-233.827
34,-2.013,-4.647,-186.065
35,-1.987,-5.086,-201.03
35,-1.961,-5.224,-183.632
35,-1.934,-5.264,-177.463
35,-1.907,-5.137,-175.791
34,-1.882,-4.662,-161.374
34,-1.858,-4.271,-176.271
33,-1.837,-3.923,-159.167
33,-1.819,-3.394,-178.794
33,-1.802,-3.005,-186.019
32,-1.787,-2.794,-166.574
33,-1.773,-2.622,-200.045
32,-1.76,-2.512,-169.316
32,-1.747,-2.483,-176.723
32,-1.733,-2.492,-174.145
32,-1.721,-2.427,-173.671
32,-1.708,-2.343,-173.627
32,-1.695,-2.259,-173.719
32,-1.684,-2.091,-176.236
31,-1.673,-1.924,-156.382
31,-1.663,-1.805,-166.733
31,-1.654,-1.721,-167.432
31,-1.644,-1.715,-166.046
31,-1.635,-1.717,-164.46
30,-1.626,-1.721,-140.378
30,-1.616,-1.787,-145.862
30,-1.606,-1.755,-145.068
29,-1.597,-1.593,-125.321
29,-1.588,-1.361,-138.944
28,-1.582,-0.992,-125.291
28,-1.58,-0.651,-143.174
27,-1.578,-0.361,-128.429
27,-1.579,0.003,-147.312
26,-1.579,0.229,-131.159
27,-1.58,0.282,-164.4
26,-1.581,0.285,-133.622
27,-1.581,0.168,-162.178
26,-1.581,0.008,-126.864
25,-1.58,-0.183,-108.325
26,-1.574,-0.371,-133.749
25,-1.57,-0.436,-100.116
25,-1.565,-0.536,-105.584
24,-1.561,-0.474,-84.231
23,-1.559,-0.153,-79.015
22,-1.556,0.079,-71.359
22,-1.557,0.436,-90.077
21,-1.56,0.928,-81.5
21,-1.564,1.239,-99.658
20,-1.572,1.577,-87.924
20,-1.58,1.833,-105.506
19,-1.588,1.829,-84.739
19,-1.597,1.796,-94.791
18,-1.605,1.669,-70.685
18,-1.612,1.494,-76.56
18,-1.619,1.383,-75.188
17,-1.624,1.163,-48.085
17,-1.628,1.029,-54.507
16,-1.634,1.076,-34.514
15,-1.638,1.044,-21.087
14,-1.642,1.152,-11.409
13,-1.648,1.52,-9.045
12,-1.655,1.847,-5.691
10,-1.665,2.27,16.971
10,-1.678,2.906,-20.323
8,-1.693,3.418,7.893
7,-1.71,3.691,1.73
7,-1.73,3.94,-17.851
7,-1.751,4.172,-28.207
6,-1.772,4.15,-9.342
6,-1.792,3.902,-15.846
5,-1.811,3.579,11.38
5,-1.827,3.269,7.39
4,-1.843,3.037,32.769
3,-1.857,2.844,48.629
3,-1.871,2.883,35.864
0,-1.887,3.156,92.86
0,-1.901,3.406,56.512
-1,-1.92,3.862,63.068
-2,-1.964,4.523,50.522
-3,-1.989,4.71,54.037
-2,-2.013,4.657,19.305
-3,-2.036,4.159,59.454
-3,-2.056,3.617,60.889
