#{"t_start": 1736836169.090894, "env_id": "BicycleBalance-v0"}
r,l,t
8.487682,39,0.549084
-1.820942,37,0.622085
3.994022,65,0.714664
0.480417,49,0.797665
-6.944799,32,0.840669
-7.444068,35,0.896665
10.966875,44,0.963665
2.274281,41,1.029669
-0.660655,45,1.088684
-7.890987,38,1.136218
-2.901283,48,1.212216
2.759161,61,1.310218
20.357388,64,1.422215
-0.05698,52,1.514212
10.054247,73,1.639216
4.9421,55,1.737868
12.968408,44,1.804868
2.087168,41,1.86087
8.225856,41,1.919866
-3.101151,49,1.981869
12.068259,46,2.048865
-3.316055,30,2.091183
5.489118,50,2.171702
-7.309422,52,2.255701
8.192439,40,2.3177
4.922477,45,2.381704
8.834991,57,2.462701
-3.142358,38,2.5227
4.146777,54,2.602716
10.338293,51,2.668704
3.808096,45,2.730288
1.300199,42,2.786287
4.327094,46,2.853288
4.473176,47,2.921301
-7.50815,42,2.974305
-1.755949,43,3.029308
28.454859,78,3.132831
1.679038,41,3.191684
5.134588,47,3.264275
13.936282,59,3.336279
-8.431265,39,3.385292
10.682489,54,3.458179
17.686559,53,13.721007
-2.710948,33,13.772262
-0.33782,44,13.863433
9.990582,59,13.959436
-2.37579,43,14.016437
-3.265233,44,14.070437
12.857535,56,14.141002
39.542389,84,14.256726
5.233942,56,14.336727
-3.938522,46,14.39573
-0.303526,57,14.46673
12.793777,50,14.528729
27.154322,80,14.630662
-0.136367,55,14.703218
14.236553,55,14.781219
14.055642,56,14.862219
0.750405,57,14.943222
10.702174,51,15.013218
10.021004,38,15.066741
-0.710611,44,15.121806
2.20427,43,15.17924
-11.465873,44,15.233637
4.615532,52,15.295622
-4.875878,54,15.366935
4.55326,68,15.466936
-0.511175,55,15.53694
14.987986,52,15.603951
-1.337725,45,15.659954
8.136316,53,15.725523
1.279248,52,15.791522
1.291529,46,15.847535
5.370629,45,15.904502
4.910224,41,15.957244
6.884697,44,16.013857
-12.099973,49,16.096855
3.422264,45,16.17339
19.860886,61,16.258394
-5.085109,50,16.319394
10.178107,69,16.406228
18.09074,90,26.959703
29.560287,81,27.094889
3.701018,49,27.170526
-5.223165,48,27.23168
-4.525152,51,27.303683
13.014988,60,27.386517
4.914139,42,27.449505
22.036059,64,27.552507
1.252319,45,27.615509
-0.790103,46,27.678086
-2.385796,75,27.77007
8.317832,48,27.830285
14.858548,56,27.90266
11.187721,62,27.981252
4.926925,47,28.039254
-1.027528,50,28.102805
17.400601,58,28.177315
16.415265,57,28.710393
28.426643,84,28.848499
8.264333,53,28.922606
27.332689,67,29.013603
4.267841,53,29.081604
0.402408,62,29.172851
4.437313,60,29.264235
5.631603,62,29.359236
13.392395,53,29.436239
2.350261,60,29.513237
3.48992,51,29.585263
5.593782,43,29.644246
12.894571,49,29.730026
20.898319,66,29.842839
8.292439,62,29.930012
16.332158,61,30.012297
1.874784,57,30.0863
13.402787,59,30.157895
6.336856,45,30.238534
15.986496,60,40.624443
6.131859,56,40.724381
38.205765,81,40.839361
