#{"t_start": 1736836168.7393866, "env_id": "BicycleBalance-v0"}
r,l,t
-0.495748,49,0.924591
-2.544212,49,1.003596
10.346414,49,1.074176
12.532955,60,1.172178
8.452146,64,1.270174
4.491666,51,1.350172
11.20669,51,1.422176
12.29711,61,1.500736
1.492843,50,1.579723
-0.852685,34,1.638726
7.261342,55,1.728719
1.083759,41,1.804719
5.318636,49,1.883723
4.568932,49,1.968722
4.39368,43,2.051372
6.952485,48,2.124375
0.430128,56,2.206373
-3.675738,43,2.268376
15.275814,53,2.336388
5.038657,40,2.395374
-6.822421,48,2.466208
0.368405,40,2.530208
-1.527059,42,2.599212
3.562913,41,2.662222
5.13919,48,2.73121
-3.584337,53,2.805208
2.550521,49,2.881225
2.121561,46,2.949211
10.731454,39,3.002211
19.052302,57,3.077796
-1.633716,55,3.151797
-2.229308,44,3.216805
-9.711143,42,3.276797
6.664401,51,3.340794
4.86726,44,3.397797
5.265981,43,3.451794
30.270863,72,3.556191
8.557526,37,3.613784
-3.180117,61,3.688785
0.16983,43,3.742784
12.586833,53,3.814686
-2.910748,38,3.870685
4.563004,51,14.13975
1.897123,43,14.22694
7.163229,48,14.304944
-3.464001,34,14.346944
12.820819,56,14.419944
-9.630456,53,14.485507
0.228854,57,14.561234
21.456899,66,14.655234
1.637901,35,14.706237
-8.179032,41,14.756251
-0.926122,42,14.809239
4.038176,49,14.871238
13.914963,63,14.949173
-6.563881,49,15.012185
7.391285,52,15.085727
-7.698639,50,15.153724
-5.203671,61,15.239726
-4.560088,58,15.325729
2.891542,38,15.38073
9.178675,55,15.450873
2.39364,51,15.517566
-9.237729,43,15.57013
8.312646,43,15.624131
26.623573,81,15.728445
6.91002,55,15.809447
9.635161,46,15.870448
-5.073846,47,15.930447
5.784151,44,15.983443
2.945441,50,16.048033
2.687359,44,16.103034
-4.282682,39,16.151034
10.57569,49,16.211374
6.522242,46,16.269762
10.176778,60,16.346368
9.255389,51,16.425364
5.254298,42,16.4959
16.896483,54,16.579909
3.508438,43,16.635917
-4.763882,48,16.692737
9.442474,63,16.772739
3.961139,54,16.843782
21.0004,61,27.372211
9.914258,42,27.444386
14.979682,62,27.53919
2.229823,39,27.587203
6.562453,47,27.6542
4.424283,49,27.718603
0.986239,50,27.795013
13.82224,65,27.900013
4.925341,42,27.960017
6.126821,52,28.029593
7.667475,49,28.088593
3.085682,57,28.161588
7.145405,53,28.227862
12.769453,68,28.313025
-3.973907,61,28.390762
7.342925,45,28.446768
8.72533,51,28.51087
8.320286,53,29.033915
-2.10922,36,29.095901
8.018539,56,29.189007
14.201225,56,29.267114
15.548261,58,29.343114
9.541276,46,29.407127
16.99633,58,29.486114
13.731778,48,29.559358
2.148108,42,29.623742
-0.748623,45,29.692746
20.055181,68,29.790746
-1.794063,58,29.866744
4.296202,45,29.929755
1.00452,47,29.993753
7.227084,58,30.095533
9.294228,50,30.183211
14.429186,64,30.272637
9.961846,49,30.340023
5.5939,57,30.416808
6.172437,41,30.464415
10.217916,45,30.527206
1.013372,58,30.626615
1.879189,43,40.983949
8.704619,54,41.080889
4.926964,42,41.141882
12.727437,61,41.224884
4.780112,45,41.287082
6.034285,46,41.350096
13.078268,66,41.449085
4.649994,48,41.521569
5.921418,46,41.582873
6.825123,53,41.649885
13.917762,63,41.734886
8.961988,55,41.817871
8.686155,45,41.888874
0.502856,52,41.968874
36.022254,86,42.105698
6.107633,58,42.180713
1.867653,51,42.2487
12.664201,50,42.326708
6.920711,47,42.39271
13.356537,45,42.454414
4.604184,47,42.523201
-5.273641,51,42.602875
6.50817,57,42.685782
24.351026,58,42.76988
14.006318,53,42.853899
4.329511,56,42.932884
14.219733,60,43.008955
1.018928,38,43.058525
8.557636,65,43.143538
9.275468,55,43.218521
7.726965,58,43.296521
15.679683,56,43.381886
6.17195,44,43.448878
23.346178,63,43.537453
15.921368,53,43.616467
4.673752,46,43.688457
12.38406,57,43.795111
8.391293,56,43.878897
22.740846,66,56.018687
11.70145,55,56.103756
10.189603,50,56.176772
2.18637,50,56.26123
15.06549,56,56.380395
7.21261,46,56.470902
9.130549,44,56.543046
