#{"t_start": 1736836168.9394543, "env_id": "BicycleBalance-v0"}
r,l,t
-4.803931,47,0.720526
3.506391,42,0.792528
3.133583,39,0.848108
6.353555,55,0.935117
0.436021,39,0.992109
-4.719206,40,1.056106
0.724616,52,1.137104
1.63158,30,1.184109
-0.013759,39,1.23512
9.062702,56,1.310653
-1.87373,56,1.402654
0.72454,35,1.455657
-3.590638,52,1.545653
10.677521,54,1.642651
-5.270401,46,1.716654
6.242123,44,1.795654
16.74843,53,1.89031
17.114078,63,1.98432
7.364503,44,2.043308
0.243009,54,2.117322
-1.413059,30,2.158305
21.252859,59,2.242623
4.625513,58,2.336141
22.704579,58,2.426142
-5.653727,36,2.484141
-2.022784,54,2.56114
12.220672,63,2.651144
2.338835,43,2.717141
7.740838,59,2.801144
5.827294,55,2.873745
13.234171,53,2.944725
-7.123229,43,3.007727
11.376659,58,3.088729
7.384721,41,3.140727
-6.20251,46,3.200745
7.803459,58,3.277271
2.789744,40,3.335123
-3.553915,41,3.39588
2.243562,45,3.455715
-8.849385,33,3.496718
16.983892,63,3.577713
4.019741,41,3.636621
-4.612683,47,13.890447
24.556538,67,14.018873
-1.363308,43,14.093872
6.227741,39,14.141889
0.177735,55,14.213872
11.901962,47,14.272439
-2.035641,38,14.318438
-5.826405,59,14.404166
4.342441,49,14.47317
12.24363,53,14.543184
13.4496,53,14.609171
16.020235,57,14.680169
15.971263,57,14.752102
8.230411,43,14.807104
-3.091314,41,14.862659
28.464581,69,14.959658
13.474298,54,15.036658
10.961221,58,15.121669
11.369642,44,15.184673
15.23083,63,15.263847
6.006893,63,15.347063
5.151847,43,15.400064
6.595695,87,15.508387
10.332478,46,15.574376
-2.088601,44,15.639375
-2.097676,65,15.721379
11.595513,57,15.791376
5.660684,55,15.860979
-5.267639,45,15.917962
9.400021,65,15.995961
5.209026,48,16.058942
22.102164,66,16.142314
-5.55977,44,16.209313
10.248957,44,16.283832
4.793066,46,16.357829
20.133831,69,16.44783
15.912485,60,16.521671
1.708098,43,16.575684
5.931523,49,16.640711
-2.137314,51,27.150141
11.030617,51,27.238318
1.752892,53,27.320963
5.600236,58,27.394123
13.5773,56,27.47212
8.355452,50,27.543951
-1.71995,60,27.640945
4.544979,39,27.699946
12.063695,66,27.788947
8.035573,41,27.845524
2.649345,50,27.905512
7.926668,43,27.961521
5.608642,58,28.033934
2.760412,52,28.099554
3.263489,49,28.162695
8.291247,55,28.230698
-1.842491,38,28.277814
7.86561,47,28.785639
15.300892,55,28.873834
1.520679,56,28.969381
9.179525,53,29.047043
15.020488,55,29.119043
-1.631732,45,29.182046
10.267672,42,29.235045
11.075708,50,29.307389
1.013216,44,29.376076
14.434483,79,29.496676
8.216939,52,29.572679
9.374706,50,29.635676
-2.374984,49,29.70669
11.464241,59,29.784704
-5.219098,39,29.852463
0.995067,60,29.959723
1.95097,42,30.020402
20.280649,67,30.11433
12.385856,58,30.193748
-1.221341,37,30.238741
7.919395,58,30.309335
5.401343,55,30.40727
28.013701,71,40.811907
11.619701,58,40.912826
17.156318,63,40.997801
6.243244,49,41.065017
7.289085,45,41.128017
15.348506,55,41.209018
12.614304,48,41.279636
10.533169,54,41.354499
12.621497,67,41.442806
25.273208,73,41.539802
22.239375,69,41.645802
16.361563,60,41.744814
0.550221,53,41.816802
11.144533,61,41.917628
7.49754,62,41.997633
12.102264,51,42.06563
9.386366,56,42.151632
23.741057,63,42.241757
23.391576,71,42.348121
-2.254109,49,42.420807
7.097176,58,42.507281
4.275594,50,42.577812
7.443914,61,42.671815
1.997025,38,42.725827
11.551171,59,42.801347
32.448942,68,42.886454
14.990606,54,42.960455
8.071541,51,43.031469
11.656018,52,43.099457
6.734377,45,43.168815
8.666219,45,43.238814
7.954974,46,43.30239
4.30282,44,43.368383
-1.283642,44,43.432388
-0.543627,59,43.529062
23.604312,67,43.647834
14.332878,54,43.729841
12.21627,60,55.86169
16.370181,65,55.958692
15.736609,70,56.072183
16.127559,52,56.188266
4.455559,50,56.281837
22.106814,62,56.376279
31.468174,74,56.55588
12.730295,44,56.664593
6.55023,55,56.78103
20.102821,70,56.935305
18.974379,56,57.047734
7.176034,43,57.127736
18.221605,58,57.277773
23.366934,63,57.422997
14.011447,59,57.580184
16.936209,63,57.729183
13.594911,47,57.805968
9.385789,51,57.953514
29.363544,65,58.15952
7.697295,48,58.27476
6.323971,46,58.390076
7.885674,49,58.543045
9.940202,53,58.692907
15.205401,52,58.843126
6.400945,43,59.187154
1.939219,41,60.435443
12.892027,47,60.778653
6.549183,49,61.275507
4.057741,45,61.500848
6.373655,44,61.640274
14.969948,76,61.786742
11.796669,57,61.890282
4.922855,47,62.014139
11.227896,51,63.330419
8.796624,52,63.516813
4.079485,46,63.661016
9.71126,53,63.831697
20.399679,59,77.553724
16.950298,65,77.66781
10.825767,64,77.777234
25.422292,64,77.883744
21.787662,56,77.989248
40.60053,96,78.168825
26.05867,61,78.271895
31.121464,81,78.423074
20.246399,61,78.507725
15.485673,57,78.582995
21.539882,67,78.680165
16.733852,60,78.774495
25.847584,68,78.883132
13.159143,50,78.965512
32.65362,73,79.084422
21.005431,63,79.207978
10.848358,51,79.27784
7.003053,56,79.355929
27.661293,80,79.462765
23.291053,68,79.574263
14.13358,52,79.660357
17.78048,55,79.740305
37.043819,81,79.848151
21.274899,68,79.949311
7.009469,48,80.017342
