encoder_value,roll_value,gyro_value,pid,predicted_pid_to_send
475,-0.823,-2.404,197.797,768.1
476,-0.814,-1.613,192.41,763.5
477,-0.809,-0.664,181.954,749.6
478,-0.809,0.318,169.546,728.0
479,-0.813,1.242,157.88,702.5
480,-0.823,2.121,124.002,678.3
481,-0.838,2.991,120.629,647.0
482,-0.856,3.682,89.904,618.6
483,-0.877,4.001,77.433,595.1
484,-0.9,4.029,72.513,577.9
485,-0.921,3.818,51.546,566.2
486,-0.941,3.333,69.602,562.9
487,-0.958,2.7,60.737,564.7
488,-0.972,1.967,63.981,572.4
489,-0.982,1.104,71.626,586.4
490,-0.987,0.242,80.063,604.1
491,-0.988,-0.559,65.179,622.1
492,-0.985,-1.315,81.411,646.2
493,-0.979,-1.959,153.794,670.4
494,-0.97,-2.482,151.609,696.3
495,-0.958,-2.985,145.068,724.3
496,-0.942,-3.3,165.589,749.8
497,-0.928,-3.182,165.49,765.9
498,-0.914,-2.944,207.018,780.9
499,-0.898,-2.734,186.818,792.8
500,-0.887,-2.131,173.137,793.3
501,-0.88,-1.185,194.55,783.9
502,-0.877,-0.354,178.081,770.3
503,-0.878,0.45,147.644,751.2
504,-0.884,1.376,144.62,724.2
505,-0.894,2.17,135.395,701.8
506,-0.909,2.775,85.18,676.2
507,-0.925,3.235,101.296,653.7
508,-0.943,3.455,83.2,634.1
509,-0.964,3.485,78.433,618.8
510,-0.983,3.289,57.675,609.0
511,-0.999,2.822,53.457,607.1
512,-1.016,2.334,72.23,607.0
513,-1.028,1.737,63.314,612.9
514,-1.036,0.839,72.253,628.7
515,-1.04,0.043,79.098,644.7
516,-1.041,-0.62,105.594,661.2
517,-1.037,-1.491,107.236,688.7
518,-1.029,-2.185,113.832,714.2
519,-1.019,-2.531,156.55,736.5
520,-1.006,-2.929,138.388,762.6
521,-0.991,-3.196,179.88,786.1
522,-0.976,-3.096,148.945,800.0
523,-0.962,-2.9,200.566,800.0
524,-0.949,-2.589,154.802,800.0
525,-0.938,-1.954,194.165,800.0
526,-0.931,-1.108,177.835,791.5
527,-0.929,-0.241,168.934,776.2
528,-0.93,0.569,138.518,757.3
529,-0.936,1.379,138.528,733.5
530,-0.947,2.123,107.885,711.1
531,-0.96,2.611,115.07,689.3
532,-0.976,2.974,71.218,669.3
533,-0.994,3.296,90.554,648.1
534,-1.013,3.294,33.327,634.9
535,-1.03,2.997,78.214,628.1
536,-1.047,2.671,52.267,623.4
537,-1.062,2.117,28.195,626.7
538,-1.072,1.288,66.307,638.5
539,-1.078,0.538,62.566,652.1
540,-1.082,-0.284,92.718,670.5
541,-1.078,-1.262,74.57,697.6
542,-1.072,-1.986,113.041,722.8
543,-1.063,-2.516,128.998,748.9
544,-1.05,-3.132,148.159,780.1
545,-1.033,-3.576,140.809,800.0
546,-1.017,-3.604,176.339,800.0
547,-1.0,-3.464,167.229,800.0
548,-0.984,-3.232,186.899,800.0
549,-0.97,-2.689,188.946,800.0
550,-0.959,-1.962,163.053,800.0
551,-0.952,-1.207,167.068,794.2
552,-0.949,-0.265,156.34,777.0
553,-0.952,0.714,143.539,754.9
554,-0.959,1.494,112.839,732.5
555,-0.969,2.209,114.487,709.3
556,-0.984,2.813,86.836,684.6
557,-1.0,3.117,53.222,665.6
558,-1.017,3.244,78.05,648.6
559,-1.036,3.28,19.623,634.0
560,-1.055,3.017,63.473,627.1
561,-1.069,2.458,21.722,628.4
562,-1.083,1.808,31.664,634.0
563,-1.093,0.979,60.918,647.6
564,-1.096,-0.056,42.901,670.5
565,-1.097,-1.012,41.137,693.5
566,-1.091,-1.861,105.27,722.3
567,-1.08,-2.819,101.579,757.8
568,-1.066,-3.68,136.267,795.9
569,-1.046,-4.255,133.113,800.0
570,-1.024,-4.642,179.188,800.0
571,-1.002,-4.656,152.602,800.0
572,-0.98,-4.392,204.138,800.0
573,-0.958,-4.024,180.85,800.0
574,-0.942,-3.228,208.08,800.0
575,-0.929,-2.174,165.084,800.0
576,-0.92,-1.131,184.137,788.8
577,-0.92,0.138,155.434,765.1
578,-0.925,1.386,112.611,733.4
579,-0.934,2.302,109.125,708.4
580,-0.95,3.215,95.554,674.4
581,-0.97,3.976,62.522,643.5
582,-0.992,4.248,28.73,619.6
583,-1.016,4.405,29.009,597.3
584,-1.042,4.376,2.32,579.7
585,-1.064,3.744,1.239,578.5
586,-1.082,2.84,30.773,584.2
587,-1.095,1.944,-15.375,594.8
588,-1.103,0.944,58.98,612.1
589,-1.118,2.088,-5.572,578.3
590,-1.147,4.91,-76.958,500.1
591,-1.171,4.254,-109.157,519.4
592,-1.178,0.774,-0.423,581.4
593,-1.172,-1.963,28.617,645.0
594,-1.155,-3.557,137.058,692.7
595,-1.137,-4.068,113.906,723.6
596,-1.121,-4.024,102.568,746.0
597,-1.1,-4.132,141.24,775.2
598,-1.079,-4.129,136.348,800.0
599,-1.062,-3.889,133.464,800.0
600,-1.041,-3.751,156.711,800.0
601,-1.023,-3.297,161.82,800.0
602,-1.013,-2.372,130.486,800.0
603,-1.001,-1.715,138.126,800.0
604,-0.993,-1.117,137.486,795.6
605,-0.994,-0.056,100.298,774.8
606,-0.995,0.67,103.506,759.8
607,-0.999,1.036,84.338,746.4
608,-1.01,1.767,62.768,723.4
609,-1.021,2.135,28.608,708.4
610,-1.03,1.947,63.363,703.7
611,-1.044,2.106,25.02,689.8
612,-1.058,1.972,12.584,685.8
613,-1.063,1.125,42.958,698.3
614,-1.071,0.648,31.677,703.8
615,-1.077,0.107,9.017,714.9
616,-1.071,-1.264,42.009,749.3
617,-1.064,-2.173,98.987,775.5
618,-1.059,-2.384,51.897,793.3
619,-1.043,-3.206,94.796,800.0
620,-1.024,-3.947,118.319,800.0
621,-1.01,-3.853,118.728,800.0
622,-0.988,-4.173,131.662,800.0
623,-0.963,-4.526,146.044,800.0
624,-0.948,-3.735,150.688,800.0
625,-0.931,-3.04,149.208,800.0
626,-0.913,-2.839,138.694,800.0
627,-0.905,-1.783,157.327,798.5
628,-0.9,-0.609,109.382,779.2
629,-0.895,-0.201,122.285,775.6
630,-0.895,0.726,88.85,747.5
631,-0.905,1.941,54.83,716.8
632,-0.913,2.133,70.796,706.1
633,-0.923,2.266,56.41,691.0
634,-0.941,2.761,17.466,668.9
635,-0.953,2.423,33.107,667.3
636,-0.963,1.852,23.945,668.9
637,-0.977,1.716,33.658,663.6
638,-0.984,0.947,30.404,677.2
639,-0.983,-0.151,1.274,697.7
640,-0.987,-0.354,32.939,699.7
641,-0.988,-0.576,38.636,709.9
642,-0.978,-1.845,51.809,745.8
643,-0.967,-2.726,108.91,774.2
644,-0.958,-2.671,100.397,787.3
645,-0.942,-3.086,92.119,800.0
646,-0.925,-3.507,115.774,800.0
647,-0.912,-3.086,129.61,800.0
648,-0.897,-2.976,120.905,800.0
649,-0.879,-3.104,150.463,800.0
650,-0.868,-2.318,122.964,800.0
651,-0.86,-1.448,124.131,794.5
652,-0.851,-1.02,128.166,791.4
653,-0.851,-0.072,94.24,770.2
654,-0.856,0.943,43.987,745.9
655,-0.858,1.172,68.966,736.9
656,-0.866,1.499,94.839,721.5
657,-0.88,2.129,35.122,699.3
658,-0.889,2.015,22.951,694.4
659,-0.898,1.751,59.703,690.1
660,-0.913,1.872,22.279,678.8
661,-0.921,1.211,24.778,689.0
662,-0.923,0.3,57.631,703.7
663,-0.93,0.278,11.863,697.2
664,-0.935,-0.145,17.788,709.1
665,-0.926,-1.543,65.634,743.1
666,-0.919,-2.17,106.17,762.4
667,-0.913,-2.01,71.691,770.1
668,-0.898,-2.719,80.106,800.0
669,-0.882,-3.309,130.378,800.0
670,-0.871,-2.901,112.775,800.0
671,-0.854,-3.1,121.58,800.0
672,-0.835,-3.279,152.651,800.0
673,-0.827,-2.184,116.391,800.0
674,-0.818,-1.492,144.886,795.8
675,-0.806,-1.369,103.73,800.0
676,-0.807,-0.25,127.889,773.9
677,-0.809,0.809,81.539,751.6
678,-0.809,0.873,57.648,745.1
679,-0.813,1.568,69.885,719.8
680,-0.828,2.733,49.767,686.2
681,-0.839,2.585,20.239,680.4
682,-0.849,2.26,58.255,674.0
683,-0.866,2.633,13.65,653.9
684,-0.879,2.097,11.902,658.6
685,-0.885,1.155,44.79,670.1
686,-0.905,2.979,-29.979,614.6
687,-0.939,5.798,-124.709,540.3
688,-0.961,4.684,-113.098,569.1
689,-0.973,1.493,-21.808,613.2
690,-0.972,-0.902,41.931,666.5
691,-0.955,-2.84,74.171,713.2
692,-0.939,-3.549,127.59,746.1
693,-0.928,-3.104,86.821,754.0
694,-0.91,-3.17,101.125,780.3
695,-0.892,-3.356,132.176,799.4
696,-0.881,-2.734,109.061,800.0
697,-0.866,-2.578,107.943,800.0
698,-0.849,-2.622,157.478,800.0
699,-0.843,-1.595,91.203,795.2
700,-0.838,-0.799,125.009,783.9
701,-0.829,-0.651,105.049,785.1
702,-0.833,0.234,81.074,760.1
703,-0.839,1.128,56.283,738.5
704,-0.839,1.043,81.063,736.5
705,-0.847,1.313,63.56,721.1
706,-0.859,2.057,41.422,697.7
707,-0.866,1.804,46.972,696.9
708,-0.875,1.493,31.138,693.9
709,-0.898,3.831,-26.403,624.4
710,-0.931,6.815,-112.065,542.7
711,-0.963,6.1,-121.817,557.4
712,-0.984,3.13,-60.598,594.8
713,-0.989,0.057,6.306,656.1
714,-0.979,-2.656,21.86,713.9
715,-0.965,-4.208,47.733,766.5
716,-0.943,-5.47,58.475,800.0
717,-0.908,-7.134,127.375,800.0
718,-0.869,-8.53,172.294,800.0
719,-0.824,-9.217,221.915,800.0
720,-0.773,-9.343,226.506,800.0
721,-0.727,-8.611,261.126,800.0
722,-0.687,-6.973,252.743,800.0
723,-0.652,-5.237,285.769,800.0
724,-0.628,-3.249,224.655,800.0
725,-0.618,-0.452,233.538,755.2
726,-0.621,2.385,144.69,697.7
727,-0.638,5.0,153.05,628.0
728,-0.672,7.655,62.891,541.5
729,-0.716,9.495,19.047,478.4
730,-0.765,10.485,-25.629,425.2
731,-0.823,11.291,-80.914,371.0
732,-0.884,11.153,-102.609,331.6
733,-0.936,9.855,-114.26,317.6
734,-0.984,8.499,-92.254,305.9
735,-1.026,7.038,-75.339,309.3
736,-1.054,5.012,-63.049,334.1
737,-1.075,3.207,-23.86,366.4
738,-1.092,1.993,-8.455,378.6
739,-1.098,0.593,13.988,402.3
740,-1.097,-0.89,40.075,429.9
741,-1.093,-1.859,53.131,451.3
742,-1.082,-2.866,68.701,480.7
743,-1.064,-3.948,109.917,516.5
744,-1.045,-4.434,126.615,547.4
745,-1.022,-4.863,120.144,580.3
746,-0.994,-5.42,171.957,620.9
747,-0.968,-5.271,186.839,647.7
748,-0.944,-4.761,169.316,668.2
749,-0.917,-4.404,210.155,691.8
750,-0.896,-3.476,194.379,697.9
751,-0.884,-2.08,173.38,692.2
752,-0.875,-1.025,161.0,685.3
753,-0.871,0.152,166.624,662.9
754,-0.879,1.687,106.686,625.9
755,-0.889,2.7,100.429,600.2
756,-0.902,3.35,94.317,572.5
757,-0.925,4.201,58.537,539.3
758,-0.948,4.516,45.83,518.1
759,-0.968,4.24,49.336,509.8
760,-0.992,4.124,2.775,496.6
761,-1.014,3.6,-14.632,497.8
762,-1.027,2.361,78.659,515.1
763,-1.039,1.489,36.723,526.7
764,-1.048,0.926,67.774,536.5
765,-1.048,-0.192,75.171,562.3
766,-1.046,-1.131,109.483,584.7
767,-1.043,-1.505,97.725,600.0
768,-1.032,-2.241,128.525,627.8
769,-1.018,-2.897,148.657,655.9
770,-1.006,-2.907,151.451,671.7
771,-0.99,-3.16,161.562,696.8
772,-0.971,-3.37,170.946,720.5
773,-0.958,-2.787,203.248,727.8
774,-0.945,-2.278,152.092,737.8
775,-0.932,-1.936,199.654,742.5
776,-0.926,-0.884,200.095,728.3
777,-0.926,0.25,129.841,709.0
778,-0.926,0.939,165.562,691.1
779,-0.934,2.017,140.143,660.7
780,-0.952,3.131,98.376,627.7
781,-0.966,3.439,110.063,608.9
782,-0.984,3.734,89.998,586.4
783,-1.009,4.198,50.337,560.2
784,-1.028,3.89,63.877,553.7
785,-1.045,3.269,77.196,552.2
786,-1.066,2.968,58.622,546.8
787,-1.079,2.185,63.484,556.9
788,-1.085,1.066,78.599,576.1
789,-1.095,0.618,97.716,584.0
790,-1.097,-0.004,91.35,599.0
791,-1.09,-1.378,93.363,635.3
792,-1.084,-2.013,174.426,657.0
793,-1.076,-2.097,138.02,671.4
794,-1.06,-2.883,170.981,705.8
795,-1.044,-3.152,203.965,727.8
796,-1.033,-2.515,180.462,732.2
797,-1.018,-2.414,203.291,750.4
798,-1.004,-2.216,214.514,758.0
799,-0.999,-1.152,178.519,746.4
800,-0.995,-0.346,180.789,737.9
801,-0.991,0.255,201.685,724.3
802,-0.999,1.412,151.76,693.6
803,-1.009,2.313,148.613,670.4
804,-1.019,2.737,149.122,649.7
805,-1.039,3.479,94.328,620.1
806,-1.059,3.895,110.857,597.1
807,-1.075,3.565,85.281,590.3
808,-1.096,3.484,114.868,576.2
809,-1.116,3.386,82.335,566.3
810,-1.129,2.591,87.539,574.0
811,-1.142,2.007,109.473,577.1
812,-1.154,1.683,93.338,579.2
813,-1.159,0.704,127.558,599.3
814,-1.161,-0.083,125.775,616.3
815,-1.164,-0.198,137.334,618.6
816,-1.16,-0.741,130.1,636.5
817,-1.154,-1.348,178.975,655.2
818,-1.15,-1.31,169.96,661.8
819,-1.143,-1.484,176.232,675.7
820,-1.134,-1.824,164.82,693.7
821,-1.127,-1.552,190.46,697.4
822,-1.12,-1.239,197.227,701.5
823,-1.114,-1.176,188.162,709.8
824,-1.11,-0.742,200.073,707.4
825,-1.111,-0.163,198.176,700.4
826,-1.113,0.224,178.891,694.4
827,-1.117,0.827,184.69,679.2
828,-1.124,1.541,155.579,662.1
829,-1.134,1.982,164.662,647.1
830,-1.146,2.422,164.444,629.0
831,-1.161,2.87,118.45,609.7
832,-1.176,3.014,120.755,596.3
833,-1.192,3.103,137.96,582.7
834,-1.21,3.171,101.362,570.1
835,-1.226,2.901,114.465,566.2
836,-1.24,2.554,98.746,563.3
837,-1.255,2.303,111.603,559.2
838,-1.266,1.818,99.906,561.7
839,-1.273,1.109,126.495,572.3
840,-1.279,0.542,140.482,582.2
841,-1.282,0.023,131.356,591.8
842,-1.28,-0.658,136.549,607.7
843,-1.276,-1.138,181.578,621.5
844,-1.271,-1.391,158.048,632.6
845,-1.263,-1.794,202.067,649.8
846,-1.253,-1.954,176.974,661.8
847,-1.246,-1.676,225.057,664.6
848,-1.238,-1.489,181.659,669.8
849,-1.231,-1.201,206.967,670.6
850,-1.228,-0.501,202.647,659.7
851,-1.231,0.12,199.408,648.5
852,-1.235,0.61,177.014,636.7
853,-1.242,1.407,177.133,616.1
854,-1.253,2.181,145.75,593.3
855,-1.266,2.607,132.172,574.1
856,-1.281,3.043,140.227,552.2
857,-1.3,3.372,119.127,531.0
858,-1.318,3.268,96.11,519.7
859,-1.334,3.037,108.083,510.0
860,-1.351,2.764,89.718,501.8
861,-1.365,2.176,111.679,501.6
862,-1.375,1.466,106.294,507.2
863,-1.384,0.864,129.765,513.0
864,-1.387,0.215,123.928,523.2
865,-1.387,-0.474,128.962,533.6
866,-1.385,-0.997,152.388,544.6
867,-1.38,-1.392,164.016,554.2
868,-1.372,-1.761,175.568,566.1
869,-1.364,-1.913,181.461,573.6
870,-1.355,-1.815,180.711,576.4
871,-1.346,-1.692,179.432,578.6
872,-1.339,-1.443,196.982,576.8
873,-1.334,-0.954,176.327,567.6
874,-1.331,-0.457,186.469,556.3
875,-1.33,0.062,164.135,541.4
876,-1.333,0.658,170.373,521.6
877,-1.338,1.075,149.625,506.5
878,-1.345,1.384,140.302,490.5
879,-1.354,1.742,151.628,471.3
880,-1.364,1.933,113.414,453.9
881,-1.375,1.939,120.362,439.6
882,-1.386,1.931,141.114,424.8
883,-1.397,1.835,87.841,412.2
884,-1.406,1.59,132.969,403.1
885,-1.415,1.377,105.789,393.3
886,-1.423,1.109,120.363,385.6
887,-1.428,0.63,109.845,383.9
888,-1.431,0.241,128.776,381.1
889,-1.434,0.017,111.861,373.7
890,-1.434,-0.301,129.415,369.7
891,-1.432,-0.661,139.572,367.6
892,-1.43,-0.892,146.159,363.4
893,-1.426,-1.111,152.967,360.2
894,-1.42,-1.347,138.147,358.0
895,-1.415,-1.393,171.895,351.5
896,-1.409,-1.37,141.355,343.8
897,-1.402,-1.429,175.926,337.9
898,-1.396,-1.311,165.231,326.7
899,-1.391,-1.087,160.472,312.8
900,-1.385,-0.976,181.305,299.9
901,-1.382,-0.673,142.774,282.5
902,-1.381,-0.23,162.765,262.9
903,-1.381,0.019,147.513,247.5
904,-1.383,0.309,162.171,230.8
905,-1.387,0.705,119.658,214.3
906,-1.391,0.915,122.402,201.7
907,-1.396,1.06,117.693,190.6
908,-1.404,1.255,133.617,176.8
909,-1.411,1.242,101.414,164.5
910,-1.418,1.122,90.002,154.3
911,-1.425,1.101,120.71,139.6
912,-1.431,0.877,94.232,129.7
913,-1.435,0.412,114.967,126.0
914,-1.437,0.102,100.466,120.7
915,-1.439,-0.148,115.862,113.7
916,-1.438,-0.61,106.06,112.3
917,-1.434,-1.039,149.707,112.6
918,-1.43,-1.315,126.682,110.9
919,-1.423,-1.604,122.314,110.3
920,-1.414,-1.777,160.209,106.6
921,-1.407,-1.747,152.156,99.1
922,-1.399,-1.758,154.216,92.7
923,-1.389,-1.703,154.816,84.4
924,-1.383,-1.33,168.849,70.1
925,-1.378,-0.939,128.18,53.6
926,-1.373,-0.652,153.169,36.7
927,-1.372,-0.144,153.657,29.1
928,-1.375,0.398,107.474,15.1
929,-1.377,0.648,132.041,5.2
930,-1.382,0.968,91.401,-16.5
931,-1.391,1.339,111.317,-30.8
932,-1.397,1.297,102.457,-49.5
933,-1.404,1.157,82.515,-77.9
934,-1.413,1.128,90.633,-108.5
935,-1.408,-1.262,132.809,-78.2
936,-1.383,-5.312,254.174,13.0
937,-1.359,-5.555,265.535,-8.3
938,-1.346,-2.828,196.098,-37.2
939,-1.34,-0.754,142.511,-130.1
940,-1.343,0.773,146.477,-144.5
941,-1.351,1.695,147.741,-209.1
942,-1.359,2.056,119.021,-239.7
943,-1.373,2.907,93.836,-306.8
944,-1.395,4.02,37.779,-373.2
945,-1.416,4.326,57.036,-434.5
946,-1.439,4.187,25.04,-479.4
947,-1.463,4.008,11.541,-529.9
948,-1.482,3.288,13.504,-560.1
949,-1.499,2.335,22.22,-585.0
950,-1.513,1.451,7.053,-604.7
951,-1.518,0.105,37.28,-606.2
952,-1.515,-1.403,41.986,-590.2
953,-1.508,-2.549,69.141,-571.1
954,-1.493,-3.771,113.69,-536.8
955,-1.47,-4.972,105.204,-494.1
956,-1.447,-5.529,142.595,-464.4
957,-1.419,-5.827,178.68,-441.2
958,-1.388,-6.106,183.385,-416.7
959,-1.36,-5.85,182.259,-411.3
960,-1.331,-5.19,170.647,-414.4
961,-1.306,-4.351,220.945,-427.8
962,-1.289,-3.088,164.001,-455.1
963,-1.277,-1.828,178.214,-486.3
964,-1.269,-0.822,135.348,-528.1
965,-1.271,0.522,122.004,-587.8
966,-1.277,1.846,99.338,-662.9
967,-1.288,2.613,68.031,-722.6
968,-1.306,3.378,44.494,-795.8
969,-1.326,4.029,23.399,-800.0
970,-1.347,4.084,17.826,-800.0
971,-1.37,3.956,-28.051,-800.0
972,-1.392,3.629,-5.677,-800.0
973,-1.409,2.764,-30.977,-800.0
974,-1.423,1.767,-11.624,-800.0
975,-1.431,0.768,-0.275,-800.0
976,-1.433,-0.41,-5.356,-800.0
977,-1.43,-1.435,17.926,-798.7
978,-1.424,-2.185,48.071,-787.9
979,-1.412,-2.978,71.515,-773.5
980,-1.395,-3.815,52.187,-747.2
981,-1.375,-4.456,113.604,-722.1
982,-1.353,-4.9,98.555,-693.7
983,-1.328,-5.193,120.294,-667.2
984,-1.302,-5.132,123.925,-647.6
985,-1.278,-4.702,139.794,-642.6
986,-1.256,-4.19,144.223,-638.2
987,-1.235,-3.572,123.103,-647.0
988,-1.22,-2.674,124.938,-667.2
989,-1.209,-1.635,135.599,-702.6
990,-1.203,-0.718,72.28,-742.1
991,-1.202,0.156,103.252,-794.0
992,-1.206,1.143,58.496,-800.0
993,-1.216,1.94,35.535,-800.0
994,-1.228,2.402,21.049,-800.0
995,-1.242,2.739,-12.959,-800.0
996,-1.258,2.818,13.284,-800.0
997,-1.272,2.528,-35.646,-800.0
998,-1.285,2.099,-31.187,-800.0
999,-1.297,1.601,-11.303,-800.0
1000,-1.304,0.914,-16.952,-800.0
1001,-1.306,0.055,-8.106,-800.0
1002,-1.307,-0.695,-24.218,-800.0
1003,-1.304,-1.262,31.874,-800.0
1004,-1.296,-1.842,17.379,-800.0
1005,-1.287,-2.337,41.284,-796.0
1006,-1.276,-2.693,30.614,-792.5
1007,-1.261,-3.064,52.315,-783.7
1008,-1.246,-3.333,62.528,-776.0
1009,-1.23,-3.409,45.268,-770.6
1010,-1.213,-3.433,80.69,-766.4
1011,-1.197,-3.334,49.979,-765.7
1012,-1.182,-3.077,77.552,-771.0
1013,-1.167,-2.833,65.191,-777.8
1014,-1.154,-2.528,59.708,-789.7
1015,-1.143,-2.134,51.468,-800.0
1016,-1.133,-1.787,66.796,-800.0
1017,-1.126,-1.427,49.817,-800.0
1018,-1.121,-1.036,18.052,-800.0
1019,-1.116,-0.738,42.566,-800.0
1020,-1.114,-0.462,26.729,-800.0
1021,-1.114,-0.248,-1.346,-800.0
1022,-1.113,-0.268,30.981,-800.0
1023,-1.112,-0.269,-0.266,-800.0
1024,-1.113,-0.168,-16.623,-800.0
1025,-1.111,-0.308,18.894,-800.0
1026,-1.11,-0.521,-6.461,-800.0
1027,-1.109,-0.505,2.23,-800.0
1028,-1.106,-0.604,5.417,-800.0
1029,-1.103,-0.81,11.568,-800.0
1030,-1.101,-0.793,11.618,-800.0
1031,-1.097,-0.892,-7.496,-800.0
1032,-1.092,-1.147,9.264,-800.0
1033,-1.088,-1.15,10.267,-800.0
1034,-1.083,-1.188,-10.253,-800.0
1035,-1.076,-1.422,6.274,-800.0
1036,-1.07,-1.484,9.145,-800.0
1037,-1.064,-1.53,11.647,-800.0
1038,-1.055,-1.747,19.096,-800.0
1039,-1.047,-1.818,0.126,-800.0
1040,-1.039,-1.803,10.232,-800.0
1041,-1.03,-1.917,37.612,-800.0
1042,-1.021,-1.942,-13.764,-800.0
1043,-1.012,-1.882,26.656,-800.0
1044,-1.002,-1.926,20.929,-800.0
1045,-0.993,-1.895,22.035,-800.0
1046,-0.985,-1.716,18.849,-800.0
1047,-0.976,-1.615,17.886,-800.0
1048,-0.968,-1.524,17.007,-800.0
1049,-0.963,-1.331,-9.455,-800.0
1050,-0.957,-1.276,21.769,-800.0
1051,-0.95,-1.311,-7.434,-800.0
1052,-0.945,-1.217,22.458,-800.0
1053,-0.939,-1.2,-8.192,-800.0
1054,-0.933,-1.286,4.326,-800.0
1055,-0.927,-1.21,25.836,-800.0
1056,-0.922,-1.123,-6.775,-800.0
1057,-0.916,-1.158,4.253,-800.0
1058,-0.911,-1.088,3.404,-800.0
1059,-0.906,-0.938,22.834,-800.0
1060,-0.902,-0.885,-9.164,-800.0
1061,-0.898,-0.846,-0.484,-800.0
1062,-0.895,-0.8,-0.994,-800.0
1063,-0.891,-0.791,-0.516,-800.0
1064,-0.887,-0.758,-0.677,-800.0
1065,-0.884,-0.727,-0.775,-800.0
1066,-0.88,-0.689,-1.054,-800.0
1067,-0.877,-0.581,-3.355,-800.0
1068,-0.875,-0.487,-5.423,-800.0
1069,-0.873,-0.454,-5.839,-800.0
1070,-0.871,-0.399,-6.904,-800.0
1071,-0.87,-0.286,-9.609,-800.0
1072,-0.869,-0.202,-11.663,-800.0
1073,-0.868,-0.153,-12.803,-800.0
1074,-0.868,-0.067,-15.016,-800.0
1075,-0.868,0.031,-17.675,-800.0
1076,-0.868,0.106,-19.74,-800.0
1077,-0.869,0.174,-21.74,-800.0
1078,-0.871,0.238,-23.704,-800.0
1079,-0.872,0.258,-24.511,-800.0
1080,-0.873,0.248,-24.547,-800.0
1081,-0.875,0.267,-25.4,-800.0
1082,-0.877,0.308,-26.803,-800.0
1083,-0.879,0.358,-28.501,-800.0
1084,-0.881,0.439,-8.69,-800.0
1085,-0.884,0.503,-42.316,-800.0
1086,-0.887,0.512,-34.151,-800.0
1087,-0.89,0.534,-35.318,-800.0
1088,-0.893,0.588,-37.362,-800.0
1089,-0.896,0.63,-39.131,-800.0
1090,-0.899,0.655,-40.476,-800.0
1091,-0.903,0.662,-41.353,-800.0
1092,-0.906,0.653,-41.801,-800.0
1093,-0.91,0.675,-20.7,-800.0
1094,-0.914,0.735,-54.511,-800.0
1095,-0.919,0.774,-47.468,-800.0
1096,-0.923,0.786,-48.666,-800.0
1097,-0.928,0.785,-49.508,-800.0
1098,-0.932,0.773,-27.58,-800.0
1099,-0.936,0.764,-59.583,-800.0
1100,-0.94,0.737,-50.725,-800.0
1101,-0.944,0.695,-50.398,-800.0
1102,-0.948,0.663,-50.304,-800.0
1103,-0.952,0.618,-49.851,-800.0
1104,-0.955,0.57,-49.234,-800.0
1105,-0.958,0.538,-49.015,-800.0
1106,-0.961,0.503,-48.708,-800.0
1107,-0.964,0.453,-47.978,-800.0
1108,-0.967,0.394,-46.925,-800.0
1109,-0.969,0.331,-45.71,-800.0
1110,-0.971,0.284,-44.866,-800.0
1111,-0.973,0.274,-44.997,-800.0
1112,-0.975,0.28,-45.528,-800.0
1113,-0.977,0.262,-45.425,-800.0
1114,-0.978,0.224,-44.741,-800.0
1115,-0.98,0.184,-43.969,-800.0
1116,-0.981,0.157,-43.514,-800.0
1117,-0.983,0.139,-20.843,-800.0
1118,-0.984,0.093,-51.237,-800.0
1119,-0.984,0.008,-40.159,-800.0
1120,-0.985,-0.067,-38.239,-800.0
1121,-0.985,-0.085,-37.841,-800.0
1122,-0.985,-0.061,-38.519,-800.0
1123,-0.985,-0.038,-39.156,-800.0
1124,-0.986,-0.028,-39.478,-800.0
1125,-0.986,-0.043,-39.158,-800.0
1126,-0.986,-0.072,-38.406,-800.0
1127,-0.986,-0.082,-38.168,-800.0
1128,-0.986,-0.082,-38.219,-800.0
1129,-0.987,-0.087,-38.158,-800.0
1130,-0.987,-0.083,-38.354,-800.0
1131,-0.988,-0.078,-38.528,-800.0
1132,-0.988,-0.092,-38.175,-800.0
1133,-0.987,-0.119,-37.43,-800.0
1134,-0.987,-0.152,-36.5,-800.0
1135,-0.987,-0.185,-35.558,-800.0
1136,-0.986,-0.209,-34.833,-800.0
1137,-0.986,-0.218,-34.494,-800.0
1138,-0.985,-0.226,-11.694,-800.0
1139,-0.985,-0.246,-42.444,-800.0
1140,-0.984,-0.274,-32.582,-800.0
1141,-0.983,-0.29,-31.964,-800.0
1142,-0.982,-0.302,-31.433,-800.0
1143,-0.981,-0.339,-30.218,-800.0
1144,-0.979,-0.363,-29.33,-800.0
1145,-0.978,-0.371,-28.853,-800.0
1146,-0.976,-0.403,-27.715,-800.0
1147,-0.975,-0.44,-26.41,-800.0
1148,-0.973,-0.475,-25.118,-800.0
1149,-0.972,-0.563,-22.501,-800.0
1150,-0.969,-0.756,-16.927,-800.0
1151,-0.965,-1.011,-9.41,-800.0
1152,-0.961,-1.31,-0.578,-800.0
1153,-0.954,-1.712,-11.013,-800.0
1154,-0.944,-2.154,11.595,-800.0
1155,-0.933,-2.472,22.178,-800.0
1156,-0.921,-2.653,6.919,-800.0
1157,-0.907,-2.75,43.668,-800.0
1158,-0.893,-2.653,34.83,-800.0
1159,-0.881,-2.427,31.196,-800.0
1160,-0.868,-2.188,49.91,-800.0
1161,-0.859,-1.703,30.091,-800.0
