encoder_value,roll_value,gyro_value,pid,predicted_pid_to_send
697,0.565,-2.889,188.878,0.0
698,0.582,-3.555,209.781,0.0
699,0.601,-4.062,227.17,0.0
700,0.624,-4.316,238.293,0.0
701,0.646,-4.232,240.542,0.0
702,0.667,-3.789,232.994,0.0
703,0.685,-3.016,216.058,0.0
704,0.698,-2.047,192.941,0.0
705,0.706,-1.086,169.0,0.0
706,0.709,-0.271,148.06,0.0
707,0.708,0.365,131.121,0.0
708,0.706,0.834,118.103,0.0
709,0.701,1.188,107.831,0.0
710,0.695,1.517,97.916,0.0
711,0.687,1.906,86.086,0.0
712,0.678,2.419,70.533,0.0
713,0.665,3.081,50.444,0.0
714,0.648,3.892,25.699,0.0
715,0.627,4.83,-3.338,0.0
716,0.601,5.838,-35.267,0.0
717,0.569,6.848,-68.31,0.0
718,0.532,7.769,-100.055,0.0
719,0.491,8.478,-127.117,0.0
720,0.447,8.862,-146.102,0.0
721,0.401,8.892,-155.843,0.0
722,0.357,8.69,-159.373,0.0
723,0.314,8.378,-159.71,0.0
724,0.272,7.993,-157.78,0.0
725,0.232,7.55,-154.039,0.0
726,0.194,7.011,-147.295,0.0
727,0.159,6.33,-136.202,0.0
728,0.127,5.463,-119.482,0.0
729,0.101,4.353,-95.211,0.0
730,0.082,3.087,-65.562,0.0
731,0.068,1.899,-36.806,0.0
732,0.059,0.836,-10.376,0.0
733,0.056,-0.276,18.35,0.0
734,0.058,-1.505,51.359,0.0
735,0.067,-2.785,87.075,0.0
736,0.083,-4.039,123.46,0.0
737,0.105,-5.18,158.135,0.0
738,0.133,-6.116,188.419,0.0
739,0.164,-6.801,212.823,0.0
740,0.198,-7.298,232.762,0.0
741,0.235,-7.723,251.268,0.0
742,0.273,-8.154,270.38,0.0
743,0.315,-8.568,289.575,0.0
744,0.358,-8.872,306.305,0.0
745,0.404,-8.979,318.124,0.0
746,0.449,-8.768,321.518,0.0
747,0.492,-8.198,314.983,0.0
748,0.531,-7.341,300.114,0.0
749,0.566,-6.272,278.582,0.0
750,0.593,-5.106,253.238,0.0
751,0.616,-4.077,230.389,0.0
752,0.634,-3.418,216.558,0.0
753,0.651,-3.117,211.919,0.0
754,0.667,-2.927,210.17,0.0
755,0.682,-2.604,204.469,0.0
756,0.692,-2.181,195.276,0.0
757,0.702,-2.09,194.842,0.0
758,0.715,-2.496,208.206,0.0
759,0.728,-2.8,218.951,0.0
760,0.742,-2.774,220.954,0.0
761,0.757,-2.799,224.645,0.0
762,0.772,-2.737,226.002,0.0
763,0.786,-2.356,218.604,0.0
764,0.797,-1.792,205.795,0.0
765,0.803,-1.155,190.132,0.0
766,0.806,-0.751,180.077,0.0
767,0.81,-0.887,184.405,0.0
768,0.815,-1.386,198.752,0.0
769,0.824,-1.994,216.573,0.0
770,0.836,-2.617,235.562,0.0
771,0.852,-3.061,250.369,0.0
772,0.868,-3.183,256.871,0.0
773,0.885,-3.058,256.844,0.0
774,0.9,-2.715,250.844,0.0
775,0.912,-2.189,239.363,0.0
776,0.923,-1.713,228.81,0.0
777,0.934,-1.309,220.37,0.0
778,0.941,-0.384,197.147,0.0
779,0.938,1.22,154.145,0.0
780,0.929,2.76,111.456,0.0
781,0.912,4.05,73.867,0.0
782,0.886,5.235,37.356,0.0
783,0.856,5.802,16.397,0.0
784,0.827,5.488,18.885,0.0
785,0.8,4.603,37.045,0.0
786,0.779,3.251,68.733,0.0
787,0.768,1.45,114.285,0.0
788,0.767,-0.424,163.748,0.0
789,0.775,-1.855,203.223,0.0
790,0.789,-2.543,224.162,0.0
791,0.803,-2.404,223.239,0.0
792,0.813,-1.577,203.356,0.0
793,0.817,-0.541,176.758,0.0
794,0.816,0.289,154.532,0.0
795,0.812,0.611,145.162,0.0
796,0.81,0.282,153.424,0.0
797,0.811,-0.323,169.755,0.0
798,0.815,-0.79,182.883,0.0
799,0.82,-1.022,190.103,0.0
800,0.826,-1.077,192.734,0.0
801,0.832,-1.007,191.979,0.0
802,0.837,-0.795,187.35,0.0
803,0.84,-0.489,179.824,0.0
804,0.842,-0.189,172.261,0.0
805,0.843,0.144,163.679,0.0
806,0.842,0.662,149.738,0.0
807,0.838,1.424,128.803,0.0
808,0.83,2.419,100.765,0.0
809,0.814,3.604,66.348,0.0
810,0.793,4.715,32.696,0.0
811,0.768,5.454,8.078,0.0
812,0.742,5.889,-8.621,0.0
813,0.713,6.612,-33.508,0.0
814,0.675,7.986,-77.549,0.0
815,0.629,9.145,-117.266,0.0
816,0.585,9.413,-133.249,0.0
817,0.539,9.61,-147.489,0.0
818,0.487,10.428,-179.489,0.0
819,0.425,11.513,-220.688,0.0
820,0.358,11.439,-232.049,0.0
821,0.306,8.801,-172.505,0.0
822,0.277,4.915,-75.291,0.0
823,0.26,2.207,-6.744,0.0
824,0.248,0.776,6.254,0.0
825,0.247,-0.556,5.378,0.0
826,0.255,-1.738,11.279,0.0
827,0.267,-1.628,6.021,0.0
828,0.273,-0.257,2.162,0.0
829,0.27,1.538,-32.474,0.0
830,0.256,3.611,-99.062,0.0
831,0.229,5.503,-154.604,0.0
832,0.197,6.626,-168.454,0.0
833,0.162,6.878,-191.069,0.0
834,0.127,6.578,-212.552,0.0
835,0.095,6.164,-154.122,0.0
836,0.064,5.777,-190.264,0.0
837,0.035,5.56,-181.51,0.0
838,0.006,5.455,-162.0,0.0
839,-0.022,5.316,-172.739,0.0
840,-0.049,5.296,-177.781,0.0
841,-0.082,4.984,-198.467,0.0
842,-0.108,3.7,-205.58,0.0
843,-0.123,1.658,-181.557,0.0
844,-0.129,-0.519,-152.197,0.0
845,-0.121,-2.558,-101.189,0.0
846,-0.101,-4.362,-85.625,0.0
847,-0.078,-5.315,-38.03,0.0
848,-0.053,-5.506,-50.647,0.0
849,-0.024,-5.732,-7.582,0.0
850,0.005,-5.641,-35.634,0.0
851,0.03,-4.881,-19.627,0.0
852,0.052,-4.097,-67.423,0.0
853,0.073,-3.462,-48.908,0.0
854,0.087,-2.425,-82.734,0.0
855,0.093,-1.247,-112.786,0.0
856,0.097,-0.568,-152.514,0.0
857,0.098,-0.133,-132.555,0.0
858,0.095,0.327,-154.531,0.0
859,0.091,0.345,-155.816,0.0
860,0.091,-0.183,-164.498,0.0
861,0.092,-0.646,-98.287,0.0
862,0.094,-1.001,-128.945,0.0
863,0.1,-1.564,-126.425,0.0
864,0.109,-2.04,-103.281,0.0
865,0.117,-2.323,-94.308,0.0
866,0.128,-2.813,-79.135,0.0
867,0.144,-3.389,-83.436,0.0
868,0.158,-3.744,-62.295,0.0
869,0.177,-4.243,-67.948,0.0
870,0.201,-5.04,-33.311,0.0
871,0.226,-5.556,-14.863,0.0
872,0.253,-5.852,-24.251,0.0
873,0.284,-6.397,27.615,0.0
874,0.316,-6.836,14.107,0.0
875,0.349,-7.04,12.454,0.0
876,0.388,-7.129,76.251,0.0
877,0.424,-6.652,75.14,0.0
878,0.45,-5.712,91.33,0.0
879,0.48,-4.707,97.548,0.0
880,0.501,-3.14,87.116,0.0
881,0.507,-0.731,73.979,0.0
882,0.508,1.419,12.64,0.0
883,0.499,3.139,23.691,0.0
884,0.474,5.518,-48.635,0.0
885,0.439,7.469,-116.284,0.0
886,0.401,8.192,-142.935,0.0
887,0.356,9.121,-176.539,0.0
888,0.304,9.811,-182.568,0.0
889,0.259,9.322,-210.097,0.0
890,0.214,8.873,-198.143,0.0
891,0.165,9.006,-188.876,0.0
892,0.121,8.812,-223.988,0.0
893,0.079,8.327,-210.556,0.0
894,0.034,8.257,-195.126,0.0
895,-0.008,8.097,-230.583,0.0
896,-0.046,7.556,-214.857,0.0
897,-0.086,7.452,-197.501,0.0
898,-0.126,7.536,-239.105,0.0
899,-0.162,7.165,-205.073,0.0
900,-0.198,6.936,-237.653,0.0
901,-0.236,6.985,-237.54,0.0
902,-0.274,6.725,-215.769,0.0
903,-0.31,6.477,-247.692,0.0
904,-0.347,6.562,-248.284,0.0
905,-0.381,6.502,-253.54,0.0
906,-0.414,6.321,-232.815,0.0
907,-0.449,6.403,-273.244,0.0
908,-0.483,6.465,-272.744,0.0
909,-0.521,5.849,-263.962,0.0
910,-0.551,4.453,-322.849,0.0
911,-0.573,2.721,-312.95,0.0
912,-0.59,0.862,-307.743,0.0
913,-0.59,-1.591,-261.029,0.0
914,-0.574,-4.814,-221.934,0.0
915,-0.546,-7.444,-165.018,0.0
916,-0.507,-9.308,-112.643,0.0
917,-0.456,-11.41,-105.389,0.0
918,-0.397,-13.001,-24.891,0.0
919,-0.333,-13.995,-30.943,0.0
920,-0.26,-15.304,13.426,0.0
921,-0.181,-16.428,45.097,0.0
922,-0.101,-17.089,64.808,0.0
923,-0.006,-17.492,125.466,0.0
924,0.086,-17.014,166.836,0.0
925,0.167,-15.492,214.472,0.0
926,0.247,-13.501,186.504,0.0
927,0.312,-10.683,219.089,0.0
928,0.354,-6.312,156.578,0.0
929,0.376,-1.788,95.093,0.0
930,0.38,1.988,49.859,0.0
931,0.358,6.258,-58.593,0.0
932,0.313,10.142,-120.9,0.0
933,0.257,12.42,-241.555,0.0
934,0.188,14.321,-251.713,0.0
935,0.107,15.85,-371.104,0.0
936,0.029,15.9,-347.618,0.0
937,-0.048,15.354,-357.231,0.0
938,-0.128,15.347,-372.936,0.0
939,-0.205,15.195,-384.165,0.0
940,-0.278,14.684,-407.609,0.0
941,-0.355,14.718,-392.29,0.0
942,-0.431,14.899,-421.192,0.0
943,-0.505,14.61,-428.058,0.0
944,-0.58,14.608,-465.373,0.0
945,-0.657,14.957,-458.502,0.0
946,-0.732,14.963,-505.0,0.0
947,-0.808,15.016,-490.058,0.0
948,-0.888,15.462,-526.605,0.0
949,-0.98,14.621,-612.468,0.0
950,-1.052,11.537,-666.475,0.0
951,-1.107,7.917,-676.212,0.0
952,-1.165,6.313,-717.504,0.0
953,-1.206,4.452,-735.252,0.0
954,-1.207,-2.418,-643.819,0.0
955,-1.172,-10.567,-434.963,0.0
956,-1.106,-16.373,-353.776,0.0
957,-1.008,-21.478,-221.957,0.0
958,-0.893,-24.955,-147.978,0.0
959,-0.771,-26.796,-115.999,0.0
960,-0.632,-29.114,-45.516,0.0
961,-0.479,-31.544,-0.843,0.0
962,-0.325,-32.923,182.625,0.0
963,-0.16,-34.388,60.724,0.0
964,0.02,-36.658,173.734,0.0
965,0.207,-38.397,229.306,0.0
966,0.408,-38.56,335.921,0.0
967,0.607,-37.089,430.267,0.0
968,0.79,-33.954,495.602,0.0
969,0.959,-29.276,521.938,0.0
970,1.098,-22.938,489.421,0.0
971,1.195,-14.596,417.999,0.0
972,1.249,-5.782,294.334,0.0
973,1.266,2.456,209.866,0.0
974,1.235,10.965,32.503,0.0
975,1.155,18.779,-131.728,0.0
976,1.046,24.488,-259.343,0.0
977,0.909,28.685,-410.998,0.0
978,0.751,31.652,-552.448,0.0
979,0.589,32.449,-619.077,0.0
980,0.43,31.461,-637.977,0.0
981,0.274,30.306,-629.323,0.0
982,0.126,28.92,-644.424,0.0
983,-0.013,27.206,-617.52,0.0
984,-0.148,26.182,-639.578,0.0
985,-0.28,25.523,-639.246,0.0
986,-0.404,24.558,-638.344,0.0
987,-0.526,23.791,-664.597,0.0
988,-0.647,23.489,-694.104,0.0
989,-0.765,23.16,-677.304,0.0
990,-0.88,22.812,-722.428,0.0
991,-0.997,22.834,-737.223,0.0
992,-1.114,22.976,-764.107,0.0
993,-1.23,23.021,-800.0,0.0
994,-1.348,23.304,-800.0,0.0
995,-1.468,23.823,-800.0,0.0
996,-1.601,23.038,-800.0,0.0
997,-1.716,20.272,-800.0,0.0
998,-1.814,17.01,-800.0,0.0
999,-1.905,13.565,-800.0,0.0
1000,-1.965,8.791,-800.0,0.0
1001,-1.994,2.769,-800.0,0.0
1002,-2.004,-2.113,-800.0,0.0
1003,-1.994,-5.883,-800.0,0.0
1004,-1.955,-10.619,-800.0,0.0
1005,-1.895,-15.045,-742.918,0.0
1006,-1.82,-18.377,-707.869,0.0
1007,-1.721,-22.07,-636.17,0.0
1008,-1.604,-25.675,-571.904,0.0
1009,-1.477,-28.261,-555.334,0.0
1010,-1.334,-30.9,-502.887,0.0
1011,-1.172,-34.144,-417.118,0.0
1012,-0.997,-36.995,-370.614,0.0
1013,-0.809,-39.371,-280.232,0.0
1014,-0.606,-41.827,-225.201,0.0
1015,-0.394,-43.927,-168.724,0.0
1016,-0.173,-45.645,-98.389,0.0
1017,0.06,-47.669,-48.746,0.0
1018,0.305,-49.722,57.639,0.0
1019,0.555,-51.346,113.549,0.0
1020,0.816,-52.993,180.963,0.0
1021,1.099,-53.766,319.535,0.0
1022,1.37,-51.898,439.915,0.0
1023,1.626,-48.06,491.687,0.0
1024,1.871,-43.564,560.083,0.0
1025,2.084,-37.097,552.062,0.0
1026,2.249,-27.786,459.228,0.0
1027,2.373,-18.242,374.496,0.0
1028,2.453,-9.259,309.583,0.0
1029,2.476,0.784,128.988,0.0
1030,2.447,10.701,-9.207,0.0
1031,2.378,18.989,-165.897,0.0
1032,2.263,26.02,-325.425,0.0
1033,2.117,31.612,-480.022,0.0
1034,1.953,35.279,-569.168,0.0
1035,1.771,37.754,-675.37,0.0
1036,1.578,39.501,-724.127,0.0
1037,1.382,39.959,-747.956,0.0
1038,1.185,39.953,-782.336,0.0
1039,0.984,40.384,-797.758,0.0
1040,0.783,40.428,-800.0,0.0
1041,0.584,40.063,-800.0,0.0
1042,0.382,40.067,-800.0,0.0
1043,0.169,38.89,-800.0,0.0
1044,-0.02,34.771,-800.0,0.0
1045,-0.184,29.445,-800.0,0.0
1046,-0.336,24.601,-800.0,0.0
1047,-0.452,18.231,-800.0,0.0
1048,-0.518,9.351,-800.0,0.0
1049,-0.549,1.47,-733.693,0.0
1050,-0.55,-4.7,-598.049,0.0
1051,-0.51,-11.605,-528.885,0.0
1052,-0.437,-17.983,-350.713,0.0
1053,-0.343,-22.792,-313.082,0.0
1054,-0.214,-27.633,-173.453,0.0
1055,-0.061,-31.983,-46.539,0.0
1056,0.1,-34.621,27.722,0.0
1057,0.278,-36.961,119.94,0.0
1058,0.472,-39.623,192.531,0.0
1059,0.68,-40.242,334.913,0.0
1060,0.881,-38.445,389.468,0.0
1061,1.075,-36.061,485.958,0.0
1062,1.263,-32.577,547.505,0.0
1063,1.419,-26.616,528.32,0.0
1064,1.537,-18.614,447.552,0.0
1065,1.618,-10.463,400.458,0.0
1066,1.653,-2.254,280.089,0.0
1067,1.642,6.783,146.469,0.0
1068,1.589,15.039,-19.631,0.0
1069,1.498,21.615,-130.781,0.0
1070,1.373,26.955,-305.741,0.0
1071,1.227,30.693,-429.01,0.0
1072,1.069,32.738,-501.105,0.0
1073,0.901,33.618,-566.567,0.0
1074,0.734,33.407,-571.434,0.0
1075,0.573,32.45,-586.988,0.0
1076,0.413,31.784,-578.543,0.0
1077,0.254,31.435,-587.21,0.0
1078,0.099,30.883,-634.663,0.0
1079,-0.055,30.502,-623.54,0.0
1080,-0.209,30.415,-638.151,0.0
1081,-0.361,30.205,-694.049,0.0
1082,-0.512,30.025,-687.682,0.0
1083,-0.665,30.186,-731.031,0.0
1084,-0.818,30.452,-768.341,0.0
1085,-0.971,30.671,-781.991,0.0
1086,-1.127,31.122,-800.0,0.0
1087,-1.287,31.824,-800.0,0.0
1088,-1.45,32.569,-800.0,0.0
1089,-1.631,32.192,-800.0,0.0
1090,-1.797,29.629,-800.0,0.0
1091,-1.942,25.864,-800.0,0.0
1092,-2.078,21.796,-800.0,0.0
1093,-2.183,16.517,-800.0,0.0
1094,-2.248,9.616,-800.0,0.0
1095,-2.285,3.638,-800.0,0.0
1096,-2.302,-0.721,-800.0,0.0
1097,-2.288,-5.622,-800.0,0.0
1098,-2.251,-10.132,-800.0,0.0
1099,-2.203,-13.217,-800.0,0.0
1100,-2.133,-16.631,-779.395,0.0
1101,-2.043,-20.35,-762.345,0.0
1102,-1.942,-23.21,-703.363,0.0
1103,-1.825,-26.118,-657.707,0.0
1104,-1.686,-29.545,-594.003,0.0
1105,-1.535,-32.204,-525.89,0.0
1106,-1.375,-34.058,-508.731,0.0
1107,-1.198,-36.032,-431.259,0.0
1108,-1.014,-37.563,-359.511,0.0
1109,-0.828,-38.171,-320.841,0.0
1110,-0.634,-38.736,-281.628,0.0
1111,-0.438,-39.153,-223.497,0.0
1112,-0.248,-38.615,-223.281,0.0
1113,-0.059,-38.196,-211.056,0.0
1114,0.136,-38.652,-152.191,0.0
1115,0.33,-38.876,-108.534,0.0
1116,0.523,-38.767,-118.888,0.0
1117,0.719,-39.112,-53.771,0.0
1118,0.917,-39.592,-2.537,0.0
1119,1.116,-39.857,43.163,0.0
1120,1.319,-40.308,72.079,0.0
1121,1.524,-40.853,113.016,0.0
1122,1.739,-40.186,213.519,0.0
1123,1.941,-37.773,296.788,0.0
1124,2.13,-34.566,352.2,0.0
1125,2.308,-30.475,350.57,0.0
1126,2.452,-24.26,340.065,0.0
1127,2.557,-16.257,278.825,0.0
1128,2.628,-8.862,195.709,0.0
1129,2.665,-2.074,131.087,0.0
1130,2.66,5.818,28.833,0.0
1131,2.614,13.413,-118.563,0.0
1132,2.538,19.247,-229.953,0.0
1133,2.43,24.02,-355.35,0.0
1134,2.298,27.712,-461.381,0.0
1135,2.156,29.637,-536.121,0.0
1136,2.008,30.287,-569.425,0.0
1137,1.857,30.458,-568.022,0.0
1138,1.708,29.912,-578.565,0.0
1139,1.564,28.962,-568.529,0.0
1140,1.422,28.353,-567.217,0.0
1141,1.281,27.716,-564.699,0.0
1142,1.147,26.782,-575.598,0.0
1143,1.016,25.929,-534.139,0.0
1144,0.888,25.226,-581.374,0.0
1145,0.764,24.356,-551.462,0.0
1146,0.645,23.402,-558.735,0.0
1147,0.53,22.629,-561.271,0.0
1148,0.418,21.823,-539.666,0.0
1149,0.311,20.904,-567.936,0.0
1150,0.207,20.139,-536.88,0.0
1151,0.107,19.451,-569.931,0.0
1152,0.011,18.648,-536.275,0.0
1153,-0.081,17.915,-544.135,0.0
1154,-0.17,17.354,-569.538,0.0
1155,-0.269,15.943,-565.271,0.0
1156,-0.348,12.586,-662.847,0.0
1157,-0.405,7.966,-615.017,0.0
1158,-0.447,3.178,-600.293,0.0
1159,-0.455,-2.686,-518.84,0.0
1160,-0.42,-10.164,-350.286,0.0
1161,-0.353,-16.615,-265.378,0.0
1162,-0.264,-21.601,-129.708,0.0
1163,-0.142,-27.043,-24.647,0.0
1164,0.005,-31.794,98.47,0.0
1165,0.167,-35.152,200.991,0.0
1166,0.351,-38.681,258.653,0.0
1167,0.567,-41.116,423.758,0.0
1168,0.775,-40.195,588.49,0.0
1169,0.972,-37.443,626.571,0.0
1170,1.171,-34.438,711.986,0.0
1171,1.338,-29.006,731.696,0.0
1172,1.46,-20.278,646.077,0.0
1173,1.547,-11.929,541.29,0.0
1174,1.597,-4.495,462.377,0.0
1175,1.595,4.274,292.779,0.0
1176,1.552,12.326,197.105,0.0
1177,1.482,18.247,44.7,0.0
1178,1.371,23.696,-44.875,0.0
1179,1.236,27.79,-202.176,0.0
1180,1.095,28.928,-291.569,0.0
1181,0.948,28.825,-353.876,0.0
1182,0.799,28.294,-373.683,0.0
1183,0.665,25.934,-373.614,0.0
1184,0.547,22.755,-317.246,0.0
1185,0.436,20.365,-289.202,0.0
1186,0.34,17.988,-281.221,0.0
1187,0.258,15.406,-210.961,0.0
1188,0.184,13.515,-220.432,0.0
1189,0.117,11.9,-172.794,0.0
1190,0.063,9.929,-153.578,0.0
1191,0.016,8.31,-110.931,0.0
1192,-0.025,7.173,-133.923,0.0
1193,-0.058,5.708,-83.527,0.0
1194,-0.083,4.234,-49.41,0.0
1195,-0.105,3.275,-50.719,0.0
1196,-0.12,2.224,-16.795,0.0
1197,-0.128,1.003,-8.455,0.0
1198,-0.134,0.129,22.704,0.0
1199,-0.133,-0.744,45.971,0.0
1200,-0.127,-1.815,53.298,0.0
1201,-0.118,-2.641,108.474,0.0
1202,-0.104,-3.376,76.799,0.0
1203,-0.085,-4.26,121.99,0.0
1204,-0.063,-4.896,165.828,0.0
1205,-0.039,-5.26,171.278,0.0
1206,-0.011,-5.638,187.05,0.0
1207,0.02,-5.622,237.708,0.0
1208,0.045,-5.044,232.158,0.0
1209,0.07,-4.44,234.732,0.0
1210,0.094,-3.642,254.314,0.0
1211,0.107,-2.226,246.667,0.0
1212,0.113,-0.753,236.127,0.0
1213,0.117,0.49,231.066,0.0
1214,0.109,2.059,192.786,0.0
1215,0.093,3.652,160.967,0.0
1216,0.074,4.553,169.561,0.0
1217,0.048,5.288,127.322,0.0
1218,0.016,6.137,98.643,0.0
1219,-0.015,6.315,110.485,0.0
1220,-0.047,6.018,80.85,0.0
1221,-0.081,5.739,68.235,0.0
1222,-0.108,4.884,94.614,0.0
1223,-0.13,3.577,102.638,0.0
1224,-0.15,2.536,113.065,0.0
1225,-0.16,1.283,130.846,0.0
1226,-0.163,-0.291,181.227,0.0
1227,-0.161,-1.414,189.024,0.0
1228,-0.153,-2.377,225.332,0.0
1229,-0.137,-3.343,276.816,0.0
1230,-0.121,-3.62,278.585,0.0
1231,-0.104,-3.523,302.094,0.0
1232,-0.083,-3.392,316.487,0.0
1233,-0.068,-2.585,334.263,0.0
1234,-0.059,-1.281,306.216,0.0
1235,-0.054,-0.079,334.17,0.0
1236,-0.057,1.441,221.704,0.0
1237,-0.072,3.282,300.49,0.0
1238,-0.091,4.612,239.554,0.0
1239,-0.118,5.529,223.814,0.0
1240,-0.15,6.565,203.7,0.0
1241,-0.186,7.201,193.603,0.0
1242,-0.224,7.179,155.595,0.0
1243,-0.261,7.054,183.295,0.0
1244,-0.297,6.678,132.628,0.0
1245,-0.33,6.047,183.476,0.0
1246,-0.36,5.558,159.292,0.0
1247,-0.392,4.893,157.344,0.0
1248,-0.417,4.032,184.456,0.0
1249,-0.438,3.322,176.917,0.0
1250,-0.457,2.554,180.336,0.0
1251,-0.468,1.613,234.841,0.0
1252,-0.475,0.751,202.66,0.0
1253,-0.48,0.066,260.451,0.0
1254,-0.478,-0.53,267.982,0.0
1255,-0.486,1.072,201.828,0.0
1256,-0.511,4.584,158.017,0.0
1257,-0.534,4.83,129.32,0.0
1258,-0.546,2.117,199.133,0.0
1259,-0.549,0.22,249.05,0.0
1260,-0.547,-0.66,250.586,0.0
1261,-0.544,-0.961,268.409,0.0
1262,-0.542,-0.747,263.505,0.0
1263,-0.539,-0.777,287.649,0.0
1264,-0.533,-1.041,287.115,0.0
1265,-0.529,-0.783,303.849,0.0
1266,-0.528,-0.254,303.899,0.0
1267,-0.528,0.231,304.947,0.0
1268,-0.531,0.897,278.023,0.0
1269,-0.539,1.703,300.419,0.0
1270,-0.549,2.468,260.633,0.0
1271,-0.564,3.253,259.71,0.0
1272,-0.584,4.135,246.254,0.0
1273,-0.608,4.885,213.035,0.0
1274,-0.635,5.325,196.336,0.0
1275,-0.664,5.618,183.135,0.0
1276,-0.694,5.686,175.749,0.0
1277,-0.724,5.36,178.917,0.0
1278,-0.751,4.851,164.961,0.0
1279,-0.775,4.327,160.818,0.0
1280,-0.798,3.81,179.346,0.0
1281,-0.818,3.27,167.604,0.0
1282,-0.834,2.623,168.276,0.0
1283,-0.847,1.999,191.48,0.0
1284,-0.858,1.476,158.543,0.0
1285,-0.866,0.887,213.277,0.0
1286,-0.87,0.278,197.586,0.0
1287,-0.872,-0.258,198.111,0.0
1288,-0.871,-0.764,221.111,0.0
1289,-0.866,-1.141,232.281,0.0
1290,-0.862,-1.317,238.08,0.0
1291,-0.856,-1.369,241.036,0.0
1292,-0.849,-1.273,240.087,0.0
1293,-0.846,-0.891,230.98,0.0
1294,-0.843,-0.376,240.547,0.0
1295,-0.843,0.098,219.428,0.0
1296,-0.848,0.727,224.68,0.0
1297,-0.854,1.364,175.364,0.0
1298,-0.863,1.694,196.703,0.0
1299,-0.874,1.982,178.232,0.0
1300,-0.887,2.205,170.088,0.0
1301,-0.898,2.068,149.301,0.0
1302,-0.909,1.938,159.771,0.0
1303,-0.922,1.901,136.128,0.0
1304,-0.932,1.59,151.665,0.0
1305,-0.939,1.223,137.694,0.0
1306,-0.948,1.057,149.582,0.0
1307,-0.955,0.778,133.543,0.0
1308,-0.958,0.334,131.331,0.0
1309,-0.962,0.014,148.328,0.0
1310,-0.963,-0.328,134.926,0.0
1311,-0.961,-0.857,158.543,0.0
1312,-0.958,-1.255,147.523,0.0
1313,-0.953,-1.537,165.108,0.0
1314,-0.945,-1.975,156.174,0.0
