encoder_value,roll_value,gyro_value,pid,predicted_pid_to_send
1775,1.922,3.268,800.0,0.0
1776,1.912,1.846,800.0,0.0
1777,1.902,0.699,800.0,0.0
1778,1.895,0.204,800.0,0.0
1779,1.898,-0.989,800.0,0.0
1780,1.9,-2.178,800.0,0.0
1781,1.91,-3.446,800.0,0.0
1782,1.938,-5.685,800.0,0.0
1783,1.974,-7.135,800.0,0.0
1784,2.004,-7.009,800.0,0.0
1785,2.041,-7.129,800.0,0.0
