Step,Roll Angle
0,0.08726646259971635
1,0.08726646259971635
2,-0.02949090013504463
3,-0.08938837671313689
4,-0.08948626607190667
5,-0.07915739430660185
6,-0.07138679235205542
7,-0.06443192800516365
8,-0.05822769443800667
9,-0.05287288321381221
10,-0.0484305710652534
11,-0.04490409739860962
12,-0.04225266935878533
13,-0.04040487679537578
14,-0.03927183572437897
15,-0.038757361301514096
16,-0.03876516156539599
17,-0.03920323824303947
18,-0.03998737921073607
19,-0.04103797243871042
20,-0.042283368970461234
21,-0.04365862891622351
22,-0.04510468855619901
23,-0.04656775096858345
24,-0.04799893499182354
25,-0.0493540816093501
26,-0.050595534301346376
27,-0.051687525046911195
28,-0.05260073049768171
29,-0.05331180900777518
30,-0.05380362416655092
31,-0.05406549369959018
32,-0.05409341866986707
33,-0.053890002518228806
34,-0.05346616313746254
35,-0.05283516145474712
36,-0.052016526092586786
37,-0.051034080643832275
38,-0.049914675278781254
39,-0.04868697182950475
40,-0.0473802622760459
41,-0.04602334203962995
42,-0.044645205114456805
43,-0.04326942936893911
44,-0.041917640796558776
45,-0.04060828958802779
46,-0.03935618986268961
47,-0.03817262447839277
48,-0.03706538300381075
49,-0.036039049635180204
50,-0.03509673602450754
51,-0.034236653895834274
52,-0.033455829558613086
53,-0.03274982166518548
54,-0.032112995191774005
55,-0.03153888401772527
56,-0.031020466437458344
57,-0.03055045908623189
58,-0.030122716909905044
59,-0.029729194242168654
60,-0.029362879293552028
61,-0.02901735679727501
62,-0.028686751934263004
63,-0.02836577467730297
64,-0.028049780856904245
65,-0.027734770274532236
66,-0.02741840947713299
67,-0.027097146728054636
68,-0.026768698881184983
69,-0.026431480288576035
70,-0.02608444570244432
71,-0.025727040716903547
72,-0.025359160160817233
73,-0.02498105224803573
74,-0.024594208020417396
75,-0.024198728267594862
76,-0.023795491467755416
77,-0.023385632078010546
78,-0.022970440249396616
79,-0.022564899383083082
80,-0.022159226140433818
81,-0.021752499985107657
82,-0.021345341319168907
83,-0.02093862449766151
84,-0.020533274151584548
85,-0.020130919406669192
86,-0.01973172966699153
87,-0.01933633356109693
88,-0.018945351195125852
89,-0.018559330044043
90,-0.018178771157854642
91,-0.017804072235860113
92,-0.0174355475915433
93,-0.017074115303950053
94,-0.016719413269611735
95,-0.01637144371333685
96,-0.01603024996637407
97,-0.015695818284286234
98,-0.015368103291755687
99,-0.015047029341053059
100,-0.014732481581188452
101,-0.014424879645408867
102,-0.014123608214185599
103,-0.013828413903580111
104,-0.013539100543377909
105,-0.013255461991067323
106,-0.012977323777525047
107,-0.012704495670191256
108,-0.012436785536712349
109,-0.01217449696410564
110,-0.011917067589729017
111,-0.011664263590661195
112,-0.011415917278167197
113,-0.011171882693006476
114,-0.010932033034469468
115,-0.010696233992104663
116,-0.010464390931433443
117,-0.010236790994214403
118,-0.010013010510217205
119,-0.00979291584580636
120,-0.009576412389249285
121,-0.00936343602150848
122,-0.009153917398936617
123,-0.008947813101841987
124,-0.008745076159439072
125,-0.008545980692606609
126,-0.008350228982366282
127,-0.008157725090449174
128,-0.007968430951636631
129,-0.007782306347104598
130,-0.007599331918032956
131,-0.007419481381422639
132,-0.007242720709790711
133,-0.007069309774216729
134,-0.0068989903933716285
135,-0.006731701748720277
136,-0.006567400122174002
137,-0.0064060725505542425
138,-0.006247690297893802
139,-0.006092225180071259
140,-0.00593965801023001
141,-0.005790184872818152
142,-0.005643597898530054
143,-0.005499821118046338
144,-0.005358835014416811
145,-0.005220601617488736
146,-0.005085096899558522
147,-0.004952283929519452
148,-0.004822143661760287
149,-0.004694824162019258
150,-0.0045701373254601165
151,-0.004448027247981373
152,-0.004328455609593972
153,-0.00421139379435441
154,-0.004096797331463931
155,-0.003984647378532662
156,-0.0038749040342838433
157,-0.0037676870773885552
158,-0.0036628281423207736
159,-0.003560284559326622
160,-0.003460010961461734
161,-0.003361976283799505
162,-0.0032661411232696703
163,-0.003172481567672074
164,-0.003080961676425642
165,-0.0029916614926206574
166,-0.0029044514674013235
167,-0.0028192822083125723
168,-0.0027361191408570135
169,-0.0026549205068334687
170,-0.0025756581525354133
171,-0.0024983063675521324
172,-0.00242282828867393
173,-0.0023492820568551606
174,-0.0022775605909922747
175,-0.00220762115845835
176,-0.0021394262587619375
177,-0.002072942056284335
178,-0.002008145757302257
179,-0.0019449995939497527
180,-0.0018834804297282184
181,-0.001823617766662358
182,-0.0017653352948250893
183,-0.001708583958187264
184,-0.0016533378622847112
185,-0.0015995576057331582
186,-0.001548192452932074
187,-0.001498379456637968
188,-0.0014499331049273984
189,-0.0014027838449196504
190,-0.0013569070347467303
191,-0.0013122665779839878
192,-0.001268886461741253
193,-0.0012266914200885085
194,-0.0011856573013062327
195,-0.0011457525871405578
196,-0.0011069537996301934
197,-0.0010692329497088233
198,-0.0010325756730213442
199,-0.0009969518628633637
200,-0.0009623861876540189
201,-0.0009288120674383921
202,-0.0008962191349005746
203,-0.0008645726245751936
204,-0.0008338604990206908
205,-0.0008040508595371714
206,-0.0007751401332828122
207,-0.0007470964528099646
208,-0.0007199369167820385
209,-0.0006936069468601545
210,-0.0006680987880525994
211,-0.0006433807682334773
212,-0.000619442114818972
213,-0.0005962535283709179
214,-0.0005738126251507504
215,-0.0005520895436645709
216,-0.0005310954998267812
217,-0.0005107839857076315
218,-0.0004911500659305067
219,-0.00047216386522200006
220,-0.0004538165822022649
221,-0.00043608016779572023
222,-0.0004189543562590911
223,-0.0004024105577920567
224,-0.000386456751077931
225,-0.0003710521324548807
226,-0.00035619533991325506
227,-0.0003418577861001137
228,-0.00032803360886625487
229,-0.00031469534264966866
230,-0.0003018458175489349
231,-0.00028945742181776764
232,-0.0002775332494376034
233,-0.0002660456388291712
234,-0.0002549874828286253
235,-0.00024434089576071415
236,-0.00023409390854729005
237,-0.0002242289513788731
238,-0.0002147427850503748
239,-0.00020561837635311758
240,-0.00019685361528419174
241,-0.00018842425072112528
242,-0.0001803276401221397
243,-0.00017254693431291237
244,-0.00016507407717506327
245,-0.00015789154802306452
246,-0.00015099986297921489
247,-0.00014438288814601217
248,-0.00013804003927388175
249,-0.00013194906549585244
250,-0.0001261113210996196
251,-0.00012051097373868099
252,-0.00011514369678720249
253,-0.0001099919925620764
254,-0.00010505972864481725
255,-0.00010033179793613698
256,-9.580941109152393e-05
257,-9.147186045468398e-05
258,-8.732376735724509e-05
259,-8.335052056443938e-05
260,-7.95509447176514e-05
261,-7.590779377545501e-05
262,-7.242746974472797e-05
263,-6.909621868947852e-05
264,-6.591678804354845e-05
265,-6.28699521386256e-05
266,-5.9962535533840966e-05
267,-5.7181552944431406e-05
268,-5.452809010754625e-05
269,-5.198562416422386e-05
270,-4.9561976065037994e-05
271,-4.7245248265966e-05
272,-4.5039084181305414e-05
273,-4.292600535612956e-05
274,-4.0913769980614776e-05
275,-3.8991573312659235e-05
276,-3.7153601768138414e-05
277,-3.5401595715539264e-05
278,-3.3727130588763846e-05
279,-3.2137107723841905e-05
280,-3.0618767712184105e-05
281,-2.9173175010652915e-05
282,-2.7791274047035714e-05
283,-2.6481368415789845e-05
284,-2.5229402593008103e-05
285,-2.4038616266443125e-05
286,-2.289950942151422e-05
287,-2.1822006490005086e-05
288,-2.0792598220334784e-05
289,-1.9815075806226045e-05
290,-1.8878884430919873e-05
291,-1.799560633761912e-05
292,-1.7150373303229224e-05
293,-1.634909717695127e-05
294,-1.5580211720364337e-05
295,-1.4857095133912487e-05
296,-1.4164749452627091e-05
297,-1.3510112878560209e-05
298,-1.2880178330384924e-05
299,-1.2290127157265402e-05
300,-1.1723534895112625e-05
301,-1.1189425944359945e-05
302,-1.0673389228961396e-05
303,-1.0198999343471703e-05
304,-9.74324735838554e-06
305,-9.315714881377172e-06
306,-8.900168404638888e-06
307,-8.515770015794778e-06
