Step,Roll Angle 0 degree (rad unit),Roll Angle 3 degree (rad unit),Roll Angle 5 degree (rad unit),Roll Angle 7 degree (rad unit),Roll Angle 0 degree,Roll Angle 3 degree,Roll Angle 5 degree,Roll Angle 7 degree
229,-0.011546879,-0.002572147,-0.000314695,-0.023491667,-0.661587433,-0.147373167,-0.018030695,-1.345973373
230,-0.011518896,-0.002517317,-0.000301846,-0.023331766,-0.659984125,-0.14423164,-0.017294502,-1.33681172
231,-0.011491413,-0.002463401,-0.000289457,-0.02317259,-0.658409466,-0.141142481,-0.016584664,-1.327691607
232,-0.011463845,-0.002410396,-0.000277533,-0.023014138,-0.656829935,-0.138105518,-0.01590147,-1.318612977
233,-0.01143603,-0.002358294,-0.000266046,-0.022856673,-0.655236253,-0.135120293,-0.015243313,-1.309590897
234,-0.011408196,-0.002307082,-0.000254987,-0.022699979,-0.653641483,-0.132186062,-0.014609679,-1.300612992
235,-0.011380539,-0.002256814,-0.000244341,-0.022544022,-0.652056853,-0.129305917,-0.013999708,-1.291677314
236,-0.011353031,-0.002207438,-0.000234094,-0.022388799,-0.650480761,-0.126476881,-0.013412598,-1.282783691
237,-0.011325558,-0.002158928,-0.000224229,-0.022234299,-0.648906674,-0.123697463,-0.012847375,-1.273931493
238,-0.01129809,-0.002111276,-0.000214743,-0.02208052,-0.647332874,-0.120967204,-0.012303868,-1.265120605
239,-0.011271105,-0.002064468,-0.000205618,-0.02192747,-0.645786747,-0.118285303,-0.011781044,-1.256351486
240,-0.01124405,-0.002018506,-0.000196854,-0.021775138,-0.64423661,-0.115651875,-0.011278903,-1.247623506
241,-0.011216747,-0.001973376,-0.000188424,-0.021623764,-0.642672263,-0.113066116,-0.0107959,-1.238950414
242,-0.011189416,-0.001929073,-0.000180328,-0.021473161,-0.641106312,-0.110527741,-0.010332033,-1.230321498
243,-0.011162272,-0.001885635,-0.000172547,-0.021323284,-0.639551075,-0.108038927,-0.009886215,-1.221734179
244,-0.011135275,-0.001843019,-0.000165074,-0.021174126,-0.638004261,-0.10559721,-0.009458044,-1.213188055
245,-0.011108307,-0.0018012,-0.000157892,-0.021025689,-0.636459109,-0.103201158,-0.009046545,-1.204683241
246,-0.011081336,-0.00176017,-0.000151,-0.020877965,-0.634913784,-0.100850312,-0.008651663,-1.196219279
247,-0.011054851,-0.001719915,-0.000144383,-0.020730947,-0.633396305,-0.098543871,-0.008272537,-1.187795768
248,-0.011028293,-0.001680437,-0.00013804,-0.020584646,-0.631874644,-0.096281948,-0.007909109,-1.179413339
249,-0.011001486,-0.001641718,-0.000131949,-0.02043928,-0.630338716,-0.094063513,-0.007560121,-1.17108448
250,-0.010974667,-0.001603752,-0.000126111,-0.020294657,-0.628802101,-0.091888221,-0.007225628,-1.162798193
251,-0.010948022,-0.001566571,-0.000120511,-0.020150756,-0.627275455,-0.089757907,-0.006904772,-1.154553273
252,-0.010921517,-0.001530135,-0.000115144,-0.020007556,-0.62575683,-0.087670278,-0.006597265,-1.146348517
253,-0.010895042,-0.001494421,-0.000109992,-0.019865057,-0.624239924,-0.085624016,-0.006302077,-1.138183926
254,-0.01086857,-0.001459419,-0.00010506,-0.019723262,-0.62272319,-0.083618549,-0.006019495,-1.130059671
255,-0.010836681,-0.001425118,-0.000100332,-0.01958216,-0.620896085,-0.081653247,-0.0057486,-1.121975122
256,-0.01081496,-0.001391514,-9.58E-05,-0.019441748,-0.619651564,-0.079727879,-0.005488936,-1.113930107
257,-0.010793427,-0.001358592,-9.15E-05,-0.019302251,-0.618417814,-0.077841588,-0.005242564,-1.105937517
258,-0.010761392,-0.001326342,-8.73E-05,-0.019163481,-0.616582343,-0.075993799,-0.005001922,-1.097986582
259,-0.010735825,-0.001294793,-8.34E-05,-0.019025402,-0.615117462,-0.074186174,-0.004778468,-1.090075238
260,-0.01070693,-0.001263905,-7.96E-05,-0.018888021,-0.613461901,-0.072416422,-0.004560744,-1.082203887
261,-0.010677909,-0.001233661,-7.59E-05,-0.018751322,-0.61179912,-0.070683569,-0.00434875,-1.074371611
262,-0.010659284,-0.001204047,-7.24E-05,-0.018615296,-0.610731986,-0.068986811,-0.004148214,-1.066577895
263,-0.010638578,-0.001175055,-6.91E-05,-0.01847996,-0.609545619,-0.067325692,-0.003959138,-1.058823714
264,-0.0106062,-0.001146678,-6.59E-05,-0.018345297,-0.607690497,-0.06569981,-0.003775792,-1.051108092
265,-0.010580318,-0.001118904,-6.29E-05,-0.018211509,-0.606207567,-0.064108477,-0.003603905,-1.043442604
266,-0.010557866,-0.001091718,-6.00E-05,-0.018078431,-0.604921162,-0.062550834,-0.003437747,-1.035817797
267,-0.010533558,-0.001065149,-5.72E-05,-0.017946035,-0.603528417,-0.061028542,-0.003277319,-1.028232064
268,-0.010506702,-0.001039158,-5.45E-05,-0.017814308,-0.601989681,-0.059539368,-0.00312262,-1.020684663
269,-0.010479798,-0.001013733,-5.20E-05,-0.017683248,-0.600448196,-0.058082622,-0.002979381,-1.013175478
270,-0.010454298,-0.000988855,-4.96E-05,-0.017552853,-0.598987153,-0.056657218,-0.002841871,-1.005704395
271,-0.010429933,-0.000964523,-4.72E-05,-0.01742312,-0.597591142,-0.055263097,-0.002704361,-0.998271242
272,-0.010405058,-0.000940724,-4.50E-05,-0.017294046,-0.596165909,-0.053899515,-0.00257831,-0.990875847
273,-0.010379401,-0.000917453,-4.29E-05,-0.017168682,-0.594695871,-0.052566185,-0.002457989,-0.983693018
274,-0.010353736,-0.000894691,-4.09E-05,-0.017044503,-0.593225375,-0.051262018,-0.002343397,-0.976578086
275,-0.010328542,-0.000872463,-3.90E-05,-0.01692106,-0.591781865,-0.049988448,-0.002234535,-0.969505323
276,-0.010298368,-0.000850735,-3.72E-05,-0.016798426,-0.590053022,-0.048743525,-0.002131403,-0.962478912
277,-0.010269704,-0.000829497,-3.54E-05,-0.016676386,-0.588410696,-0.047526677,-0.002028271,-0.955486535
278,-0.010244821,-0.00080873,-3.37E-05,-0.016554872,-0.586985005,-0.046336816,-0.001930868,-0.948524296
279,-0.010229906,-0.000788429,-3.21E-05,-0.016433857,-0.586130439,-0.045173654,-0.001839195,-0.941590647
280,-0.010209457,-0.000768595,-3.06E-05,-0.016313303,-0.584958797,-0.04403725,-0.001753251,-0.934683412
281,-0.010181317,-0.000749553,-2.92E-05,-0.016193184,-0.583346494,-0.042946223,-0.001673037,-0.9278011
282,-0.010152767,-0.000730667,-2.78E-05,-0.016073498,-0.581710699,-0.041864135,-0.001592823,-0.920943597
283,-0.010122414,-0.000712177,-2.65E-05,-0.015954232,-0.579971601,-0.040804736,-0.001518338,-0.914110159
284,-0.010104589,-0.000694111,-2.52E-05,-0.015835544,-0.578950303,-0.039769631,-0.001443854,-0.907309837
285,-0.010085534,-0.000676456,-2.40E-05,-0.015717301,-0.577858532,-0.038758074,-0.001375099,-0.900535013
286,-0.010059449,-0.000659209,-2.29E-05,-0.015599474,-0.576363972,-0.037769894,-0.001312073,-0.893784023
287,-0.010031423,-0.000642655,-2.18E-05,-0.015482058,-0.5747582,-0.036821419,-0.001249048,-0.887056582
288,-0.010006146,-0.000626541,-2.08E-05,-0.015365057,-0.573309935,-0.035898155,-0.001191752,-0.880352918
289,-0.00998317,-0.0006108,-1.98E-05,-0.015248479,-0.571993507,-0.034996262,-0.001134456,-0.873673491
290,-0.009959822,-0.00059542,-1.89E-05,-0.015132333,-0.570655765,-0.034115053,-0.00108289,-0.867018815
291,-0.009935175,-0.000580386,-1.80E-05,-0.015016629,-0.569243596,-0.033253668,-0.001031324,-0.860389464
292,-0.009910227,-0.000565456,-1.72E-05,-0.014901545,-0.567814181,-0.032398242,-0.000985487,-0.853795637
293,-0.00988591,-0.000551062,-1.63E-05,-0.014786958,-0.56642092,-0.031573527,-0.000933921,-0.847230285
294,-0.009862085,-0.000537051,-1.56E-05,-0.014672847,-0.565055848,-0.030770756,-0.000893814,-0.840692207
295,-0.009838611,-0.000523369,-1.49E-05,-0.014559229,-0.563710887,-0.029986835,-0.000853707,-0.834182375
296,-0.009814776,-0.000510009,-1.42E-05,-0.014446103,-0.562345242,-0.029221363,-0.0008136,-0.827700732
297,-0.009790644,-0.000496955,-1.35E-05,-0.014333491,-0.56096258,-0.028473424,-0.000773493,-0.82124854
298,-0.009766629,-0.000484202,-1.29E-05,-0.014221408,-0.559586622,-0.027742731,-0.000739116,-0.814826657
299,-0.00974287,-0.000471743,-1.23E-05,-0.014109856,-0.558225331,-0.027028883,-0.000704738,-0.808435198
300,-0.009719215,-0.000459579,-1.17E-05,-0.013998997,-0.55687,-0.026331937,-0.000670361,-0.802083446
301,-0.009695513,-0.000447696,-1.12E-05,-0.013888712,-0.555511975,-0.025651091,-0.000641713,-0.79576458
302,-0.009671812,-0.000436104,-1.07E-05,-0.013779,-0.554154008,-0.024986919,-0.000613065,-0.789478546
303,-0.009648563,-0.000424784,-1.02E-05,-0.013669858,-0.552821938,-0.02433833,-0.000584417,-0.78322517
304,-0.009625269,-0.000413737,-9.74E-06,-0.013561287,-0.55148729,-0.023705384,-0.000558061,-0.77700451
305,-0.009601751,-0.000402948,-9.32E-06,-0.013453296,-0.550139808,-0.02308722,-0.000533997,-0.770817081
306,-0.009578212,-0.000392416,-8.90E-06,-0.013345883,-0.548791123,-0.022483781,-0.000509932,-0.76466277
307,-0.009554828,-0.000382132,-8.52E-06,-0.013239062,-0.547451318,-0.021894551,-0.00048816,-0.758542377
308,-0.009531562,-0.000372101,-8.14E-06,-0.013132987,-0.546118275,-0.021319817,-0.000466388,-0.752464728
309,-0.009508336,-0.000362307,-7.80E-06,-0.013027524,-0.544787523,-0.020758662,-0.000446907,-0.746422143
310,-0.00948511,-0.000352761,-7.46E-06,-0.012922668,-0.543456771,-0.020211716,-0.000427427,-0.740414336
311,-0.009462295,-0.000343444,-7.14E-06,-0.012818408,-0.542149568,-0.019677892,-0.000409092,-0.734440678
312,-0.009439414,-0.00033436,-6.84E-06,-0.012714758,-0.540838583,-0.019157417,-0.000391903,-0.728501971
313,-0.009416333,-0.000325495,-6.56E-06,-0.01261171,-0.539516139,-0.01864949,-0.00037586,-0.722597755
314,-0.009393239,-0.000316848,-6.28E-06,-0.012509249,-0.538192951,-0.018154053,-0.000359817,-0.716727173
315,-0.00937028,-0.000308409,-6.02E-06,-0.012407401,-0.536877497,-0.017670534,-0.000344921,-0.710891712
316,-0.009347454,-0.000300186,-5.78E-06,-0.012306284,-0.535569663,-0.017199391,-0.00033117,-0.705098135
317,-0.009324658,-0.000292163,-5.55E-06,-0.012205792,-0.534263549,-0.016739707,-0.000317992,-0.699340367
318,-0.009301863,-0.000284349,-5.32E-06,-0.012105907,-0.532957492,-0.016291998,-0.000304814,-0.693617378
319,-0.009279468,-0.000276728,-5.11E-06,-0.012006609,-0.531674353,-0.015855346,-0.000292781,-0.687928022
320,-0.009257021,-0.000269304,-4.91E-06,-0.011907908,-0.530388234,-0.015429983,-0.000281322,-0.682272871
321,-0.009234371,-0.000262063,-4.72E-06,-0.011809792,-0.529090485,-0.015015104,-0.000270436,-0.676651239
322,-0.00921169,-0.000255007,-4.53E-06,-0.011712272,-0.527790959,-0.014610825,-0.00025955,-0.671063754
323,-0.009189165,-0.000248124,-4.37E-06,-0.01161534,-0.526500372,-0.014216458,-0.000250383,-0.66550996
324,-0.009166766,-0.000241423,-4.20E-06,-0.011519105,-0.525217004,-0.013832519,-0.000240642,-0.6599961
325,-0.009144395,-0.000234889,-4.04E-06,-0.011423485,-0.52393524,-0.013458148,-0.000231475,-0.654517478
326,-0.009122019,-0.000228531,-3.90E-06,-0.01132844,-0.522653189,-0.013093862,-0.000223454,-0.6490718
327,-0.009100048,-0.000222332,-3.75E-06,-0.011233971,-0.521394344,-0.012738685,-0.000214859,-0.643659125
328,-0.009078021,-0.0002163,-3.63E-06,-0.01114007,-0.52013229,-0.012393077,-0.000207984,-0.638278994
329,-0.009055776,-0.000210418,-3.50E-06,-0.011046747,-0.518857745,-0.012056063,-0.000200535,-0.63293198
330,-0.009033525,-0.000204787,-3.38E-06,-0.010953987,-0.517582857,-0.011733431,-0.00019366,-0.627617224
331,-0.009011422,-0.000199311,-3.26E-06,-0.010861779,-0.516316448,-0.011419679,-0.000186784,-0.622334095
332,-0.008989441,-0.000193985,-3.16E-06,-0.010770262,-0.515057029,-0.011114522,-0.000181055,-0.617090557
333,-0.008967481,-0.000188791,-3.05E-06,-0.010679317,-0.513798814,-0.010816928,-0.000174752,-0.611879792
334,-0.008945529,-0.000183732,-2.95E-06,-0.010588931,-0.512541057,-0.010527068,-0.000169023,-0.606701056
335,-0.008923962,-0.000178794,-2.86E-06,-0.010499104,-0.511305359,-0.010244142,-0.000163866,-0.601554348
336,-0.008902329,-0.000173991,-2.77E-06,-0.010409816,-0.51006588,-0.00996895,-0.000158709,-0.596438522
337,-0.008880514,-0.00016931,-2.69E-06,-0.010321078,-0.508815972,-0.009700748,-0.000154126,-0.591354209
338,-0.008858684,-0.000164753,-2.61E-06,-0.010232878,-0.507565205,-0.009439652,-0.000149542,-0.586300722
339,-0.008836994,-0.000160305,-2.53E-06,-0.010145228,-0.50632246,-0.0091848,-0.000144958,-0.581278747
340,-0.008815415,-0.000155979,-2.46E-06,-0.010058223,-0.505086074,-0.008936938,-0.000140948,-0.576293727
341,-0.008793871,-0.000151759,-2.39E-06,-0.009971768,-0.503851694,-0.00869515,-0.000136937,-0.571340221
342,-0.008772326,-0.000147651,-2.33E-06,-0.009885865,-0.502617256,-0.008459779,-0.000133499,-0.566418341
343,-0.008751153,-0.000143641,-2.26E-06,-0.009800487,-0.501404133,-0.008230023,-0.000129488,-0.561526542
344,-0.008729939,-0.000139743,-2.21E-06,-0.009715642,-0.50018866,-0.008006684,-0.000126624,-0.556665282
345,-0.008708529,-0.000135945,-2.15E-06,-0.009631319,-0.498961957,-0.007789075,-0.000123186,-0.55183393
346,-0.008687102,-0.00013225,-2.10E-06,-0.009547529,-0.497734281,-0.007577367,-0.000120321,-0.547033116
347,-0.00866581,-0.000128642,-2.05E-06,-0.009464256,-0.496514339,-0.007370644,-0.000117456,-0.542261925
348,-0.008644643,-0.000125138,-2.00E-06,-0.009381605,-0.495301559,-0.007169879,-0.000114592,-0.537526372
349,-0.008623499,-0.00012172,-1.96E-06,-0.009299506,-0.494090097,-0.006974042,-0.0001123,-0.532822445
350,-0.008602346,-0.000118395,-1.91E-06,-0.009217919,-0.49287812,-0.006783534,-0.000109435,-0.528147855
351,-0.008581573,-0.000115149,-1.87E-06,-0.009136852,-0.491687914,-0.006597552,-0.000107143,-0.523503058
352,-0.008560754,-0.000111998,-1.83E-06,-0.009056293,-0.490495074,-0.006417013,-0.000104851,-0.518887367
353,-0.00853975,-0.000108927,-1.80E-06,-0.008976254,-0.489291633,-0.006241057,-0.000103132,-0.51430147
354,-0.00851872,-0.000105944,-1.76E-06,-0.008896718,-0.488086703,-0.006070144,-0.000100841,-0.509744393
355,-0.008497832,-0.000103029,-1.72E-06,-0.008817685,-0.486889909,-0.005903127,-9.85487E-05,-0.505216136
356,-0.008477057,-0.000100195,-1.70E-06,-0.008739271,-0.485699589,-0.005740751,-9.74028E-05,-0.500723344
357,-0.008456299,-9.74E-05,-1.67E-06,-0.008661371,-0.484510243,-0.005580609,-9.5684E-05,-0.496260003
358,-0.008435548,-9.48E-05,-1.64E-06,-0.00858398,-0.483321298,-0.00543164,-9.39651E-05,-0.491825825
359,-0.008415172,-9.21E-05,-1.61E-06,-0.008507085,-0.482153839,-0.005276941,-9.22462E-05,-0.487420066
360,-0.008394748,-8.96E-05,-1.59E-06,-0.008430698,-0.48098363,-0.005133702,-9.11003E-05,-0.483043414
361,-0.008374123,-8.71E-05,-1.56E-06,-0.008354801,-0.479801905,-0.004990462,-8.93814E-05,-0.478694836
362,-0.008353489,-8.47E-05,-1.54E-06,-0.008279395,-0.478619664,-0.004852953,-8.82355E-05,-0.47437439
363,-0.008332991,-8.24E-05,-1.51E-06,-0.008204497,-0.477445215,-0.004721172,-8.65166E-05,-0.470083051
364,-0.008312606,-8.01E-05,-1.49E-06,-0.008130175,-0.476277241,-0.004589392,-8.53707E-05,-0.465824714
365,-0.008292242,-7.79E-05,-1.47E-06,-0.008056364,-0.475110469,-0.004463341,-8.42248E-05,-0.461595655
366,-0.008271877,-7.57E-05,-1.46E-06,-0.007983038,-0.473943641,-0.004337291,-8.36518E-05,-0.457394385
367,-0.008251875,-7.36E-05,-1.43E-06,-0.007910208,-0.472797611,-0.004216969,-8.1933E-05,-0.453221533
368,-0.008231821,-7.16E-05,-1.42E-06,-0.007837858,-0.471648601,-0.004102378,-8.136E-05,-0.449076184
369,-0.008211596,-6.96E-05,-1.40E-06,-0.007765984,-0.470489794,-0.003987786,-8.02141E-05,-0.444958107
370,-0.008191352,-6.77E-05,-1.39E-06,-0.007694598,-0.469329898,-0.003878924,-7.96411E-05,-0.44086799
371,-0.008171236,-6.58E-05,-1.37E-06,-0.007623695,-0.468177336,-0.003770062,-7.84952E-05,-0.436805548
372,-0.008151227,-6.40E-05,-1.35E-06,-0.007553361,-0.467030905,-0.00366693,-7.73493E-05,-0.432775706
373,-0.008131242,-6.22E-05,-1.34E-06,-0.00748351,-0.465885849,-0.003563797,-7.67763E-05,-0.428773539
374,-0.008111264,-6.05E-05,-1.32E-06,-0.007414145,-0.464741194,-0.003466395,-7.56304E-05,-0.424799217
375,-0.008091639,-5.88E-05,-1.31E-06,-0.007345249,-0.463616764,-0.003368992,-7.50575E-05,-0.420851767
376,-0.008071961,-5.72E-05,-1.30E-06,-0.007276816,-0.462489298,-0.003277319,-7.44845E-05,-0.416930845
377,-0.008052109,-5.56E-05,-1.29E-06,-0.00720886,-0.461351862,-0.003185645,-7.39116E-05,-0.413037253
378,-0.008032247,-5.41E-05,-1.27E-06,-0.007141371,-0.460213853,-0.003099702,-7.27656E-05,-0.409170418
379,-0.008012509,-5.26E-05,-1.26E-06,-0.007074349,-0.459082949,-0.003013758,-7.21927E-05,-0.405330341
380,-0.007992874,-5.11E-05,-1.25E-06,-0.007007868,-0.457957946,-0.002927814,-7.16197E-05,-0.40152126
381,-0.007973269,-4.97E-05,-1.25E-06,-0.006941875,-0.456834663,-0.0028476,-7.16197E-05,-0.397740139
382,-0.007953663,-4.84E-05,-1.24E-06,-0.006876339,-0.455711322,-0.002773116,-7.10468E-05,-0.393985203
383,-0.007934408,-4.70E-05,-1.23E-06,-0.006811264,-0.454608091,-0.002692902,-7.04738E-05,-0.39025668
384,-0.007915103,-4.57E-05,-1.22E-06,-0.006746641,-0.453501996,-0.002618417,-6.99009E-05,-0.386554055
385,-0.007895617,-4.45E-05,-1.22E-06,-0.006682473,-0.452385531,-0.002549662,-6.99009E-05,-0.3828775
386,-0.00787612,-4.32E-05,-1.21E-06,-0.006618762,-0.451268435,-0.002475178,-6.93279E-05,-0.379227128
387,-0.007856754,-4.20E-05,-1.20E-06,-0.006555497,-0.450158845,-0.002406423,-6.87549E-05,-0.375602311
388,-0.007837499,-4.09E-05,-1.20E-06,-0.006492761,-0.449055615,-0.002343397,-6.87549E-05,-0.372007803
389,-0.007818259,-3.98E-05,-1.20E-06,-0.006430486,-0.447953244,-0.002280372,-6.87549E-05,-0.368439708
390,-0.007799022,-3.87E-05,-1.19E-06,-0.006368657,-0.446851045,-0.002217347,-6.8182E-05,-0.364897167
391,-0.007780129,-3.76E-05,-1.19E-06,-0.006307273,-0.445768556,-0.002154321,-6.8182E-05,-0.361380123
392,-0.007761185,-3.66E-05,-1.18E-06,-0.006246333,-0.444683145,-0.002097026,-6.7609E-05,-0.357888518
393,-0.007742065,-3.56E-05,-1.18E-06,-0.006185838,-0.443587649,-0.00203973,-6.7609E-05,-0.35442241
394,-0.007722935,-3.46E-05,-1.18E-06,-0.006125775,-0.442491581,-0.001982434,-6.7609E-05,-0.350981054
395,-0.007703937,-3.36E-05,-1.17E-06,-0.006066156,-0.441403076,-0.001925138,-6.70361E-05,-0.347565137
396,-0.007685037,-3.27E-05,-1.17E-06,-0.006007038,-0.440320186,-0.001873572,-6.70361E-05,-0.344177925
397,-0.007666161,-3.18E-05,-1.17E-06,-0.005948368,-0.43923867,-0.001822006,-6.70361E-05,-0.340816381
398,-0.007647287,-3.10E-05,-1.17E-06,-0.005890126,-0.43815727,-0.001776169,-6.70361E-05,-0.337479361
399,-0.00762875,-3.01E-05,-1.16E-06,-0.005832318,-0.437095178,-0.001724603,-6.64631E-05,-0.334167206
400,-0.007610158,-2.93E-05,-1.16E-06,-0.00577494,-0.436029935,-0.001678766,-6.64631E-05,-0.330879689
401,-0.007591398,-2.85E-05,-1.16E-06,-0.005717985,-0.434955066,-0.00163293,-6.64631E-05,-0.327616408
402,-0.007572632,-2.77E-05,-1.16E-06,-0.005661455,-0.433879853,-0.001587093,-6.64631E-05,-0.324377477
403,-0.007553986,-2.70E-05,-1.15E-06,-0.005605349,-0.432811516,-0.001546986,-6.58901E-05,-0.32116284
404,-0.007535443,-2.62E-05,-1.15E-06,-0.00554973,-0.431749081,-0.001501149,-6.58901E-05,-0.317976106
405,-0.007516922,-2.55E-05,-1.15E-06,-0.005494533,-0.430687906,-0.001461042,-6.58901E-05,-0.314813551
406,-0.007498407,-2.48E-05,-1.15E-06,-0.00543976,-0.429627074,-0.001420935,-6.58901E-05,-0.31167529
407,-0.007480213,-2.42E-05,-1.15E-06,-0.005385401,-0.428584635,-0.001386558,-6.58901E-05,-0.308560748
408,-0.007461972,-2.35E-05,-1.14E-06,-0.005331459,-0.427539502,-0.001346451,-6.53172E-05,-0.305470099
409,-0.007443569,-2.29E-05,-1.14E-06,-0.005277921,-0.426485088,-0.001312073,-6.53172E-05,-0.302402598
410,-0.007425154,-2.23E-05,-1.14E-06,-0.005224798,-0.425429986,-0.001277696,-6.53172E-05,-0.299358874
411,-0.007406858,-2.17E-05,-1.14E-06,-0.005172084,-0.424381703,-0.001243318,-6.53172E-05,-0.296338584
412,-0.007388664,-2.11E-05,-1.14E-06,-0.005119832,-0.423339263,-0.001208941,-6.53172E-05,-0.293344765
413,-0.007370498,-2.05E-05,-1.14E-06,-0.005067992,-0.422298428,-0.001174563,-6.53172E-05,-0.290374552
414,-0.007352324,-2.00E-05,-1.14E-06,-0.005016557,-0.421257135,-0.001145916,-6.53172E-05,-0.287427544
415,-0.007334475,-1.94E-05,-1.13E-06,-0.004965526,-0.420234462,-0.001111538,-6.47442E-05,-0.284503683
416,-0.00731658,-1.89E-05,-1.13E-06,-0.004914888,-0.419209154,-0.00108289,-6.47442E-05,-0.281602339
417,-0.007298524,-1.84E-05,-1.13E-06,-0.00486465,-0.418174622,-0.001054242,-6.47442E-05,-0.278723914
418,-0.007280452,-1.79E-05,-1.14E-06,-0.004814805,-0.417139173,-0.001025594,-6.53172E-05,-0.275868006
419,-0.007262503,-1.75E-05,-1.13E-06,-0.00476621,-0.416110771,-0.001002676,-6.47442E-05,-0.273083717
420,-0.007244657,-1.70E-05,-1.13E-06,-0.004718126,-0.41508827,-0.000974028,-6.47442E-05,-0.270328707
421,-0.007226827,-1.66E-05,-1.13E-06,-0.004670439,-0.414066686,-0.00095111,-6.47442E-05,-0.267596443
422,-0.007208998,-1.61E-05,-1.13E-06,-0.004623114,-0.41304516,-0.000922462,-6.47442E-05,-0.26488492
423,-0.007191485,-1.57E-05,-1.13E-06,-0.004576197,-0.412041739,-0.000899544,-6.47442E-05,-0.262196774
424,-0.007173931,-1.53E-05,-1.13E-06,-0.00452963,-0.411035969,-0.000876625,-6.47442E-05,-0.259528682
425,-0.007156209,-1.49E-05,-1.13E-06,-0.00448341,-0.410020573,-0.000853707,-6.47442E-05,-0.256880471
426,-0.007138481,-1.45E-05,-1.13E-06,-0.00443753,-0.409004833,-0.000830789,-6.47442E-05,-0.25425174
427,-0.007120873,-1.41E-05,-1.12E-06,-0.00439198,-0.407995969,-0.00080787,-6.41713E-05,-0.251641918
428,-0.007103362,-1.38E-05,-1.12E-06,-0.004346762,-0.406992663,-0.000790682,-6.41713E-05,-0.249051117
429,-0.007085867,-1.34E-05,-1.12E-06,-0.004301874,-0.405990273,-0.000767763,-6.41713E-05,-0.246479224
430,-0.007068375,-1.31E-05,-1.13E-06,-0.004257317,-0.404988056,-0.000750575,-6.47442E-05,-0.243926296
431,-0.007051198,-1.27E-05,-1.12E-06,-0.004213126,-0.404003886,-0.000727656,-6.41713E-05,-0.241394338
432,-0.007033969,-1.24E-05,-1.12E-06,-0.004169271,-0.403016737,-0.000710468,-6.41713E-05,-0.238881632
433,-0.007016584,-1.21E-05,-1.12E-06,-0.004125739,-0.40202065,-0.000693279,-6.41713E-05,-0.236387432
434,-0.006999191,-1.18E-05,-1.12E-06,-0.004082534,-0.401024104,-0.00067609,-6.41713E-05,-0.233911968
435,-0.006981918,-1.15E-05,-1.12E-06,-0.004039643,-0.400034434,-0.000658901,-6.41713E-05,-0.231454495
436,-0.006964733,-1.12E-05,-1.12E-06,-0.00399708,-0.399049806,-0.000641713,-6.41713E-05,-0.229015814
437,-0.006947571,-1.09E-05,-1.12E-06,-0.003954836,-0.398066496,-0.000624524,-6.41713E-05,-0.226595411
438,-0.006930413,-1.07E-05,-1.12E-06,-0.003912916,-0.397083415,-0.000613065,-6.41713E-05,-0.224193572
439,-0.006913556,-1.04E-05,-1.12E-06,-0.003871356,-0.39611758,-0.000595876,-6.41713E-05,-0.22181236
440,-0.006896653,-1.01E-05,-1.12E-06,-0.003830129,-0.39514911,-0.000578687,-6.41713E-05,-0.219450227
441,-0.006879597,-9.90E-06,-1.12E-06,-0.003789223,-0.394171873,-0.000567228,-6.41713E-05,-0.217106486
442,-0.006867936,-9.66E-06,-1.12E-06,-0.003748638,-0.393503747,-0.000553477,-6.41713E-05,-0.214781136
443,-0.006853821,-9.44E-06,-1.12E-06,-0.003708371,-0.392695017,-0.000540872,-6.41713E-05,-0.212474007
444,-0.00683564,-9.21E-06,-1.12E-06,-0.003668428,-0.391653322,-0.000527694,-6.41713E-05,-0.210185442
445,-0.006816923,-8.99E-06,-1.12E-06,-0.003628808,-0.390580917,-0.000515089,-6.41713E-05,-0.207915383
446,-0.006800101,-8.78E-06,-1.12E-06,-0.003589503,-0.389617088,-0.000503057,-6.41713E-05,-0.205663372
447,-0.006784362,-8.58E-06,-1.12E-06,-0.003550561,-0.388715309,-0.000491598,-6.41713E-05,-0.20343216
448,-0.006768087,-8.37E-06,-1.12E-06,-0.003511946,-0.38778282,-0.000479566,-6.41713E-05,-0.201219684
449,-0.00675102,-8.18E-06,-1.12E-06,-0.003473654,-0.386804953,-0.000468679,-6.41713E-05,-0.199025714
450,-0.006734177,-7.99E-06,-1.12E-06,-0.003435675,-0.385839921,-0.000457793,-6.41713E-05,-0.196849677
451,-0.006717682,-7.81E-06,-1.12E-06,-0.003398019,-0.384894827,-0.00044748,-6.41713E-05,-0.194692147
452,-0.006701239,-7.63E-06,-1.12E-06,-0.003360679,-0.383952712,-0.000437167,-6.41713E-05,-0.192552723
453,-0.006684668,-7.45E-06,-1.12E-06,-0.003323661,-0.383003264,-0.000426854,-6.41713E-05,-0.190431748
454,-0.006668039,-7.28E-06,-1.12E-06,-0.003286952,-0.382050492,-0.000417113,-6.41713E-05,-0.188328477
455,-0.006651503,-7.12E-06,-1.12E-06,-0.003250601,-0.381103049,-0.000407946,-6.41713E-05,-0.186245718
456,-0.006635075,-6.96E-06,-1.12E-06,-0.003214569,-0.380161794,-0.000398779,-6.41713E-05,-0.184181237
457,-0.00661869,-6.80E-06,-1.12E-06,-0.003178854,-0.379223003,-0.000389611,-6.41713E-05,-0.182134918
458,-0.006602564,-6.65E-06,-1.12E-06,-0.003143446,-0.378299051,-0.000381017,-6.41713E-05,-0.180106189
