#{"t_start": 1736923110.9902515, "env_id": "BicycleBalance-v0"}
r,l,t
-9.322744,8,14.749761
-10.996787,14,14.773284
-6.833063,12,14.785285
-7.424265,8,14.796091
-7.240162,10,14.809922
-1.795093,13,14.825367
-9.633595,7,14.833534
-9.802813,15,14.849191
-12.657348,14,14.869314
-6.141147,17,14.908812
-6.191222,14,14.922813
-3.151079,14,14.935811
-9.403591,18,14.952812
-8.307052,10,14.96181
-7.929099,11,14.975357
-5.483301,15,14.990361
-12.90901,17,16.073063
-6.847902,17,16.088062
-7.848925,14,16.100062
-6.569565,14,16.118073
-1.72733,19,16.135656
-3.964722,13,16.146648
-0.30928,17,16.161652
-9.803931,14,16.174659
5.011878,23,16.195651
-7.246451,14,16.213032
-1.958962,17,16.23034
-13.645201,15,16.246346
-4.734032,19,16.261349
-8.125223,10,16.270411
-1.739589,14,16.282418
-6.552535,12,16.293422
-0.398481,15,16.306422
-3.790392,13,16.321408
-10.388644,14,16.335413
-8.716049,14,16.349411
-3.709812,21,16.369483
-5.114743,9,16.376411
-8.958331,12,16.387584
-9.615016,17,16.40159
-5.516995,13,16.416593
-8.463444,12,16.427602
-5.586652,16,16.444588
-7.004648,17,16.463954
-7.511681,10,16.472944
1.464379,24,16.49495
-8.811431,10,16.502945
-3.14534,12,16.513945
-8.780032,14,16.529433
-7.261382,9,16.53651
-6.250042,11,16.547439
-6.042223,12,16.560451
-2.906688,16,16.574435
-10.434044,18,16.591432
-4.76983,15,16.606439
-2.964681,14,16.62506
-10.022593,11,16.637057
-12.321666,14,16.656894
-7.47251,11,16.669894
-7.892672,12,16.682906
-8.606425,14,16.695892
-8.20361,16,16.711974
-9.120512,10,16.726964
-7.502246,14,16.739953
-9.643008,14,16.754953
-7.615617,20,16.775951
-6.723566,12,16.787953
-8.473227,14,16.801955
-5.440876,17,16.820955
-9.770847,16,16.841026
-2.287314,19,16.861952
1.066101,18,16.880954
-11.71906,19,16.903018
-9.804168,11,16.914954
-5.956922,12,16.931615
-7.079429,12,16.945619
-1.637418,16,16.96613
-6.923067,14,16.981291
-5.762265,16,17.000586
-6.724043,7,17.009839
-8.20208,9,17.018844
-3.869631,17,17.042624
-9.514119,10,17.051625
-0.78338,21,17.073629
-6.181094,13,17.088717
-5.587595,10,17.098717
-12.224563,15,17.114739
-7.983918,13,17.127737
-4.008847,13,17.142739
-7.619151,14,17.159101
-6.588417,12,17.17211
-5.566085,16,17.188557
-8.383834,9,17.19882
0.619798,30,17.230299
-7.520243,14,17.249869
-7.358066,16,17.265846
-5.154438,13,17.279302
-3.836731,15,17.294304
-10.707872,14,17.307304
-11.446255,15,17.323682
-9.476433,13,17.337179
4.815733,24,17.367057
0.562195,37,17.405309
-0.184321,19,17.422296
-5.174465,15,17.437295
-4.447398,13,17.458173
-8.494952,14,17.473782
-11.948113,9,17.483825
-4.855714,17,17.500168
-2.777102,35,17.532167
-7.280128,14,17.546554
-7.678322,18,17.569669
-6.445937,13,17.583673
-5.130334,19,17.602301
-8.519033,9,17.610298
-10.659548,16,17.623883
0.408117,24,17.647004
